"spp_name","trait_name","value","unit","source","id_dfdo","comment","kind"
"Betula alleghaniensis","SLA",13.0548302872063,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221280","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula papyrifera","SLA",33.003300330033,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221281","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula papyrifera","SLA",11.3378684807256,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221282","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Carpinus caroliniana","SLA",42.0168067226891,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221283","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Carpinus caroliniana","SLA",17.825311942959,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221284","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Carya cordiformis","SLA",51.5463917525773,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221285","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Crataegus pedicellata","SLA",12.0627261761158,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221288","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Fraxinus americana","SLA",37.3134328358209,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221289","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Fraxinus americana","SLA",24.0963855421687,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221290","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Fraxinus nigra","SLA",33.6700336700337,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221291","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Fraxinus nigra","SLA",18.2815356489945,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221292","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Hamamelis virginiana","SLA",12.1065375302663,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221294","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ostrya virginiana","SLA",46.7289719626168,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221295","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus deltoides","SLA",18.9035916824197,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221296","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus deltoides","SLA",15.5763239875389,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221297","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus grandidentata","SLA",28.4090909090909,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221298","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus grandidentata","SLA",16.6944908180301,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221299","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",25.3807106598985,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221300","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Prunus serotina","SLA",35.2112676056338,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221302","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Prunus serotina","SLA",12.9198966408269,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221303","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Prunus virginiana","SLA",47.1698113207547,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221304","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Quercus alba","SLA",42.3728813559322,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221306","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Quercus alba","SLA",24.0384615384615,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221307","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Quercus ellipsoidalis","SLA",23.9808153477218,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221308","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Quercus ellipsoidalis","SLA",15.600624024961,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221309","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Quercus macrocarpa","SLA",22.5225225225225,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221310","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Quercus macrocarpa","SLA",12.7551020408163,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221311","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Quercus rubra","SLA",33.6700336700337,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221312","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Quercus rubra","SLA",21.4592274678112,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221313","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Quercus velutina","SLA",29.1545189504373,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221314","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Quercus velutina","SLA",12.8700128700129,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221315","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Robinia pseudoacacia","SLA",16.1030595813205,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221317","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Tilia americana","SLA",48.3091787439614,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221318","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Tilia americana","SLA",22.0264317180617,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221319","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ulmus rubra","SLA",36.4963503649635,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221320","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ulmus rubra","SLA",22.7790432801822,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221321","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Bischofia javanica","SLA",50.8999999999999,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221422","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Bischofia javanica","SLA",24.5,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221423","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Bischofia javanica","SLA",40.8,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221424","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Fagus sylvatica","SLA",9.77517106549365,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221611","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Fagus sylvatica","SLA",14.4300144300144,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221612","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Fagus sylvatica","SLA",20.2020202020202,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221613","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Fagus sylvatica","SLA",23.6406619385343,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221614","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Fagus sylvatica","SLA",28.6532951289398,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221615","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Fagus sylvatica","SLA",29.8507462686567,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221616","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Fagus sylvatica","SLA",42.5531914893617,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221618","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Quercus petraea","SLA",10.3412616339193,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221619","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Quercus petraea","SLA",15.2905198776758,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221620","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Quercus petraea","SLA",20.6611570247934,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221621","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Acer platanoides","SLA",27,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221624","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Acer platanoides","SLA",14,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221625","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Quercus robur","SLA",15,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221626","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Tilia cordata","SLA",22,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221628","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Tilia cordata","SLA",21,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221629","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Tilia cordata","SLA",15,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221630","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Acer negundo","SLA",22.4236641221374,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221835","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Acer saccharinum","SLA",25.5434782608695,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221836","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula lenta","SLA",21.1330935251799,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221837","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Carya cordiformis","SLA",24.581589958159,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221838","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Castanea dentata","SLA",17.078488372093,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221839","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
