"","spp_name","trait_name","value","unit","kind","source","comment"
"200","Acacia chundra","diaspore mass","133","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 239, growth form = tree"
"201","Acacia chundra","ssd observed","0.98","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 239, growth form = tree"
"202","Acacia chundra","ssd combined","0.98","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 239, growth form = tree"
"203","Acacia cincinnata","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 240, growth form = tree"
"204","Acacia cincinnata","leaf area","3019","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 240, growth form = tree"
"205","Acacia cincinnata","plant height","20","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 240, growth form = tree"
"206","Acacia cincinnata","diaspore mass","11.8034","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 240, growth form = tree"
"207","Acacia citrinoviridis","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 241, growth form = tree"
"208","Acacia citrinoviridis","diaspore mass","36.53","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 241, growth form = tree"
"209","Acacia citrinoviridis","ssd observed","0.844274837","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 241, growth form = tree"
"210","Acacia citrinoviridis","ssd combined","0.844274837","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 241, growth form = tree"
"211","Acacia clandullensis","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 242, growth form = tree"
"212","Acacia clandullensis","diaspore mass","32.86","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 242, growth form = tree"
"213","Acacia clydonophora","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 244, growth form = tree"
"214","Acacia clydonophora","diaspore mass","22.91","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 244, growth form = tree"
"215","Acacia cochliacantha","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 245, growth form = tree"
"216","Acacia cochliacantha","diaspore mass","30.1368","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 245, growth form = tree"
"217","Acacia collinsii","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 249, growth form = tree"
"218","Acacia collinsii","nmass","36.18","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 249, growth form = tree"
"219","Acacia collinsii","diaspore mass","36.8704","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 249, growth form = tree"
"220","Acacia collinsii","ssd observed","0.8","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 249, growth form = tree"
"221","Acacia collinsii","ssd combined","0.8","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 249, growth form = tree"
"222","Acacia compacta","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 250, growth form = tree"
"223","Acacia compacta","diaspore mass","35.55","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 250, growth form = tree"
"224","Acacia complanata","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 251, growth form = tree"
"225","Acacia complanata","diaspore mass","47.0037","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 251, growth form = tree"
"226","Acacia concurrens","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 252, growth form = tree"
"227","Acacia concurrens","diaspore mass","10.5488","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 252, growth form = tree"
"228","Acacia concurrens","ssd observed","0.75","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 252, growth form = tree"
"229","Acacia concurrens","ssd combined","0.75","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 252, growth form = tree"
"230","Acacia conferta","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 253, growth form = tree"
"231","Acacia conferta","diaspore mass","12.1417","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 253, growth form = tree"
"232","Acacia confusa","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 254, growth form = tree"
"233","Acacia confusa","nmass","29.6","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 254, growth form = tree"
"234","Acacia confusa","lma","126.4222503","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 254, growth form = tree"
"235","Acacia confusa","diaspore mass","30.7288","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 254, growth form = tree"
"236","Acacia confusa","ssd observed","0.728627195","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 254, growth form = tree"
"237","Acacia confusa","ssd combined","0.728627195","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 254, growth form = tree"
"238","Acacia congesta","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 255, growth form = tree"
"239","Acacia congesta","diaspore mass","13.1939","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 255, growth form = tree"
"240","Acacia constablei","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 256, growth form = tree"
"241","Acacia constablei","diaspore mass","14.6","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 256, growth form = tree"
"242","Acacia continua","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 258, growth form = tree"
"243","Acacia continua","diaspore mass","6.6316","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 258, growth form = tree"
"244","Acacia coolgardiensis","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 259, growth form = tree"
"245","Acacia coolgardiensis","diaspore mass","2.57","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 259, growth form = tree"
"246","Acacia cornigera","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 261, growth form = tree"
"247","Acacia cornigera","plant height","8","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 261, growth form = tree"
"248","Acacia cornigera","diaspore mass","75.401","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 261, growth form = tree"
"249","Acacia coulteri","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 263, growth form = tree"
"250","Acacia coulteri","diaspore mass","93.87","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 263, growth form = tree"
"251","Acacia cowleana","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 265, growth form = tree"
"252","Acacia cowleana","plant height","7","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 265, growth form = tree"
"253","Acacia cowleana","diaspore mass","10.4175","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 265, growth form = tree"
"254","Acacia craspedocarpa","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 266, growth form = tree"
"255","Acacia craspedocarpa","diaspore mass","84.8","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 266, growth form = tree"
"256","Acacia craspedocarpa","ssd observed","0.88","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 266, growth form = tree"
"257","Acacia craspedocarpa","ssd combined","0.88","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 266, growth form = tree"
"258","Acacia crassicarpa","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 267, growth form = tree"
"259","Acacia crassicarpa","leaf area","3019","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 267, growth form = tree"
"260","Acacia crassicarpa","plant height","6","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 267, growth form = tree"
"261","Acacia crassicarpa","diaspore mass","24.9656","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 267, growth form = tree"
"262","Acacia crassicarpa","ssd observed","0.581007493","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 267, growth form = tree"
"263","Acacia crassicarpa","ssd combined","0.581007493","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 267, growth form = tree"
"264","Acacia crassiuscula","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 268, growth form = tree"
"265","Acacia crassiuscula","diaspore mass","4.95","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 268, growth form = tree"
"266","Acacia curranii","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 271, growth form = tree"
"267","Acacia curranii","diaspore mass","4.33","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 271, growth form = tree"
"268","Acacia cyperophylla","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 275, growth form = tree"
"269","Acacia cyperophylla","plant height","14","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 275, growth form = tree"
"270","Acacia cyperophylla","diaspore mass","11.9","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 275, growth form = tree"
"271","Acacia dallachiana","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 276, growth form = tree"
"272","Acacia dallachiana","diaspore mass","15.37","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 276, growth form = tree"
"273","Acacia dawsonii","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 278, growth form = tree"
"274","Acacia dawsonii","diaspore mass","4.4984","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 278, growth form = tree"
"275","Acacia deanei","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 280, growth form = tree"
"276","Acacia deanei","leaf area","8.07","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 280, growth form = tree"
"277","Acacia deanei","lma","192.3076923","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 280, growth form = tree"
"278","Acacia deanei","plant height","6","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 280, growth form = tree"
"279","Acacia deanei","diaspore mass","17.2349","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 280, growth form = tree"
"280","Acacia decurrens","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 282, growth form = tree"
"281","Acacia decurrens","lma","106.9518717","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 282, growth form = tree"
"282","Acacia decurrens","plant height","4","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 282, growth form = tree"
"283","Acacia decurrens","diaspore mass","20.056","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 282, growth form = tree"
"284","Acacia decurrens","ssd observed","0.55221387","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 282, growth form = tree"
"285","Acacia decurrens","ssd combined","0.55221387","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 282, growth form = tree"
"286","Acacia deficiens","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 283, growth form = tree"
"287","Acacia deficiens","diaspore mass","8.53","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 283, growth form = tree"
"288","Acacia desmondii","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 284, growth form = tree"
"289","Acacia desmondii","plant height","6","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 284, growth form = tree"
"290","Acacia desmondii","diaspore mass","4.6789","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 284, growth form = tree"
"291","Acacia dictyoneura","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 285, growth form = tree"
"292","Acacia dictyoneura","diaspore mass","8.4","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 285, growth form = tree"
"293","Acacia dictyophleba","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 286, growth form = tree"
"294","Acacia dictyophleba","ssd observed","0.76","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 286, growth form = tree"
"295","Acacia dictyophleba","ssd combined","0.76","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 286, growth form = tree"
"296","Acacia difficilis","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 287, growth form = tree"
"297","Acacia difficilis","plant height","9","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 287, growth form = tree"
"298","Acacia difficilis","diaspore mass","19.5985","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 287, growth form = tree"
"299","Acacia difficilis","ssd observed","0.774983871","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 287, growth form = tree"
"300","Acacia difficilis","ssd combined","0.774983871","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 287, growth form = tree"
"301","Acacia difformis","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 288, growth form = tree"
"302","Acacia difformis","diaspore mass","45.4527","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 288, growth form = tree"
"303","Acacia disticha","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 65109, growth form = tree"
"304","Acacia disticha","diaspore mass","7.22","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 65109, growth form = tree"
"305","Acacia dodonaeifolia","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 292, growth form = tree"
"306","Acacia dodonaeifolia","diaspore mass","20.39","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 292, growth form = tree"
"307","Acacia dolichostachya","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 293, growth form = tree"
"308","Acacia dolichostachya","diaspore mass","38.3853","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 293, growth form = tree"
"309","Acacia drepanolobium","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 295, growth form = tree"
"310","Acacia drepanolobium","diaspore mass","41.8091","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 295, growth form = tree"
"311","Acacia drepanophylla","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 65110, growth form = tree"
"312","Acacia drepanophylla","diaspore mass","23.9","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 65110, growth form = tree"
"313","Acacia drummondii","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 296, growth form = tree"
"314","Acacia drummondii","diaspore mass","5.8595","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 296, growth form = tree"
"315","Acacia dudgeoni","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 297, growth form = tree"
"316","Acacia dudgeoni","nmass","28.36105297","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 297, growth form = tree"
"317","Acacia dudgeoni","lma","77.21203864","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 297, growth form = tree"
"318","Acacia dudgeoni","diaspore mass","107.436","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 297, growth form = tree"
"319","Acacia ebutsiniorum","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 65113, growth form = tree"
"320","Acacia ebutsiniorum","diaspore mass","39.25","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 65113, growth form = tree"
"321","Acacia ehrenbergiana","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 301, growth form = tree"
