"","spp_name","trait_name","value","unit","kind","source","comment"
"8348","Triodia melvillei","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"8349","Triodia microstachya","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"8350","Triodia mitchellii","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"8351","Triodia pungens","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"8352","Triodia schinzii","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"8353","Triodia spicata","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"8354","Triodia stenostachya","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"8355","Triodia triaristata","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"8356","Triplachne nitens","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"8357","Tripogonella loliiformis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"8358","Tripsacum dactyloides","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"8359","Tripsacum zopilotense","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"8360","Triraphis mollis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"8361","Trisetaria aurea","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8362","Trisetaria dufourei","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"8363","Trisetaria loeflingiana","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8364","Parvotrisetum myrianthum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"8365","Trisetaria ovata","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8366","Trisetaria panicea","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8367","Trisetaria parviflora","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8368","Trisetaria scabriuscula","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8369","Trisetum alpestre","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8370","Trisetum antarcticum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"8371","Trisetum argenteum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8372","Trisetum bertolonii","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8373","Trisetum burnoufii","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8374","Trisetum fuscum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8375","Trisetum clarkei","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"8376","Trisetum flavescens","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Sheffield-Iran-Spain Database",NA
"8377","Acrospelion glaciale","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8378","Trisetum gracile","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8379","Koeleria hispanica","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8380","Trisetum laconicum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8381","Trisetum macrotrichum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"8382","Trisetum rigidum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8383","Sibirotrisetum sibiricum","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"8384","Koeleria spicata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"8385","Sibirotrisetum turcicum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8386","Trisetum velutinum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"8387","Tristachya leiostachya","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"8388","Pseudoroegneria spicata","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"8389","Triticum aestivum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | BIOPOP: Functional Traits for Nature Conservation",NA
"8390","Triticum monococcum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8391","Triticum turgidum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8392","Uranthoecium truncatum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"8393","Urochloa brachyura","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"8394","Urochloa trichopus","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"8395","Urochloa panicoides","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"8396","Urochloa setigera","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"8397","Ventenata dubia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | The LEDA Traitbase",NA
"8398","Festuca alopecuros","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8399","Festuca brevis","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8400","Festuca bromoides","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8401","Festuca myuros","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8402","Festuca delicatula","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"8403","Festuca fasciculata","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8404","Vulpia fontquerana","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8405","Festuca geniculata","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8406","Festuca gypsophila","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"8407","Festuca ligustica","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8408","Festuca membranacea","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8409","Festuca microstachys","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"8410","Festuca muralis","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8411","Festuca sicula","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8412","Festuca maritima","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8413","Vulpiella stipoides","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"8414","Walwhalleya jacobsiana","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"8415","Whiteochloa airoides","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
