"","spp_name","trait_name","value","unit_name","source","id_dfdo","comment","kind"
"98","Fagus sylvatica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",40.75,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221201","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"99","Betula pendula","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.4,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221202","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"100","Betula pendula","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",22.6,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221203","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"101","Betula pendula","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",20.7,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221204","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"102","Betula pendula","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",29.9,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221205","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"103","Betula pendula","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",32.8,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221206","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"104","Quercus rubra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",18.0505415162455,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221207","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"105","Quercus rubra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.750418760469,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221208","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"106","Acer rubrum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",24.2718446601942,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221252","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"107","Acer rubrum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",31.3479623824451,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221253","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"108","Acer rubrum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",29.940119760479,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221254","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"109","Acer rubrum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",29.5857988165681,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221255","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"110","Prunus serotina","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",25.4452926208651,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221256","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"111","Prunus serotina","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",37.1747211895911,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221257","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"112","Prunus serotina","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",22.3214285714286,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221258","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"113","Prunus serotina","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",38.9105058365759,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221259","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"114","Ficus benjamina","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.4318181818182,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221260","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"115","Ficus benjamina","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.71875,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221261","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"116","Ficus benjamina","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.0384615384615,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221262","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"117","Ficus benjamina","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.1111111111111,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221263","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"118","Acer negundo","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",22.9885057471264,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221272","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"119","Acer rubrum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.9856115107914,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221274","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"120","Acer saccharinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",27.8551532033426,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221275","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"121","Acer saccharinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.367816091954,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221276","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"122","Acer saccharum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",38.1679389312977,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221277","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"123","Acer saccharum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",24.2130750605327,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221278","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"124","Betula alleghaniensis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",49.2610837438424,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221279","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"125","Betula alleghaniensis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.0548302872063,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221280","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"126","Betula papyrifera","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",33.003300330033,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221281","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"127","Betula papyrifera","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.3378684807256,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221282","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"128","Carpinus caroliniana","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",42.0168067226891,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221283","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"129","Carpinus caroliniana","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.825311942959,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221284","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"130","Carya cordiformis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",51.5463917525773,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221285","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"131","Crataegus pedicellata","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.0627261761158,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221288","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"132","Fraxinus americana","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",37.3134328358209,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221289","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"133","Fraxinus americana","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",24.0963855421687,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221290","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"134","Fraxinus nigra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",33.6700336700337,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221291","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"135","Fraxinus nigra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",18.2815356489945,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221292","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"136","Hamamelis virginiana","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.1065375302663,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221294","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"137","Ostrya virginiana","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",46.7289719626168,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221295","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"138","Populus deltoides","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",18.9035916824197,"mm2 mg-1","TRY.Global Leaf Robustness and Physiology Database","87_6584_221296","Ulo Niinemets: LMA for projected area basis -always for broad-leaved species | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
