Iteration	Posterior	Likelihood	Prior	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]
38360	-1557.789	-1625.231	67.44141	0.976946	0.985297	0.984441	0.980314	0.983535	0.984472	0.981787	0.981296	0.981509	0.981912
38370	-1557.83	-1625.271	67.44141	0.977826	0.973726	0.974654	0.982984	0.982493	0.98164	0.982043	0.985269	0.985483	0.982795
38380	-1558.407	-1625.848	67.44141	0.952598	0.952805	0.953196	0.950596	0.950121	0.953243	0.954151	0.953322	0.949325	0.95744
38390	-1557.904	-1625.345	67.44141	0.979229	0.979442	0.979844	0.977172	0.976683	0.979892	0.980825	0.979974	0.975865	0.984206
38400	-1557.775	-1625.217	67.44141	0.962106	0.962501	0.96202	0.962229	0.963145	0.960519	0.956492	0.959634	0.967837	0.966996
38410	-1557.649	-1625.091	67.44141	0.966507	0.965668	0.968841	0.977122	0.974457	0.970372	0.970582	0.971507	0.971906	0.97142
38420	-1557.721	-1625.162	67.44141	0.975158	0.983493	0.982638	0.978519	0.981734	0.982669	0.979989	0.979499	0.979712	0.980114
38430	-1557.756	-1625.197	67.44141	0.976131	0.984474	0.983619	0.979495	0.982713	0.98365	0.980967	0.980477	0.980689	0.981092
38440	-1557.707	-1625.148	67.44141	0.974717	0.97063	0.971555	0.979859	0.979369	0.978519	0.97892	0.982137	0.98235	0.979671
38450	-1557.805	-1625.247	67.44141	0.977307	0.977519	0.977921	0.975254	0.974766	0.977969	0.9789	0.97805	0.97395	0.982275
38460	-1557.653	-1625.094	67.44141	0.96629	0.966499	0.966896	0.964259	0.963777	0.966944	0.967865	0.967024	0.96297	0.971201
38470	-1558.12	-1625.561	67.44141	0.956075	0.956986	0.956508	0.952498	0.952889	0.961033	0.961242	0.960407	0.957788	0.960935
38480	-1557.677	-1625.119	67.44141	0.973647	0.970992	0.974182	0.974393	0.973547	0.973946	0.982271	0.98178	0.977664	0.978595
38490	-1557.666	-1625.108	67.44141	0.97317	0.973569	0.973082	0.973293	0.974221	0.971564	0.967491	0.970669	0.978966	0.978116
38500	-1557.63	-1625.071	67.44141	0.968179	0.976454	0.975606	0.971516	0.974708	0.975637	0.972976	0.972489	0.9727	0.9731
38510	-1557.69	-1625.131	67.44141	0.964639	0.964848	0.962217	0.962612	0.965774	0.965292	0.964453	0.965372	0.973623	0.969542
38520	-1558.872	-1626.314	67.44141	0.99007	0.990476	0.989981	0.990196	0.991139	0.988436	0.984292	0.987526	0.995967	0.995102
38530	-1557.676	-1625.118	67.44141	0.965166	0.965375	0.962742	0.963138	0.966302	0.965819	0.96498	0.965899	0.974155	0.970071
38540	-1558.069	-1625.511	67.44141	0.981792	0.98094	0.989324	0.992574	0.988413	0.985718	0.986657	0.986871	0.986377	0.986782
38550	-1558.348	-1625.789	67.44141	0.953255	0.953462	0.953853	0.951252	0.950776	0.9539	0.954809	0.95398	0.94998	0.9581
38560	-1557.807	-1625.248	67.44141	0.977347	0.974682	0.977884	0.978096	0.977247	0.977648	0.986004	0.985511	0.981379	0.982314
38570	-1558.268	-1625.709	67.44141	0.954183	0.955092	0.951088	0.950613	0.958738	0.959131	0.958298	0.958506	0.961655	0.959033
38580	-1558.131	-1625.573	67.44141	0.955918	0.95631	0.956517	0.956039	0.953432	0.95434	0.957476	0.953462	0.952634	0.960776
38590	-1557.888	-1625.329	67.44141	0.978944	0.98216	0.979482	0.978631	0.978843	0.98721	0.987615	0.983475	0.982983	0.983919
38600	-1557.83	-1625.271	67.44141	0.977826	0.978228	0.97844	0.977951	0.975284	0.976213	0.97942	0.975314	0.974467	0.982796
38610	-1558.36	-1625.801	67.44141	0.953114	0.956245	0.953638	0.952809	0.953016	0.961162	0.961556	0.957525	0.957046	0.957958
38620	-1557.97	-1625.411	67.44141	0.958304	0.959217	0.958737	0.954718	0.95511	0.963273	0.963482	0.962646	0.96002	0.963175
38630	-1557.63	-1625.071	67.44141	0.968178	0.964119	0.965038	0.973286	0.9728	0.971955	0.972354	0.975548	0.97576	0.973099
38640	-1557.815	-1625.256	67.44141	0.961192	0.969407	0.965343	0.964505	0.965424	0.968595	0.968111	0.965471	0.965867	0.966077
38650	-1557.703	-1625.144	67.44141	0.974599	0.974999	0.975211	0.974723	0.972065	0.972991	0.976188	0.972095	0.971251	0.979553
38660	-1557.906	-1625.348	67.44141	0.979269	0.987639	0.986781	0.982644	0.985873	0.986812	0.984121	0.983629	0.983842	0.984246
38670	-1557.851	-1625.293	67.44141	0.960427	0.961342	0.957311	0.956833	0.965011	0.965407	0.964569	0.964778	0.967948	0.965308
38680	-1557.713	-1625.154	67.44141	0.963846	0.961218	0.964376	0.964585	0.963747	0.964143	0.972384	0.971898	0.967823	0.968745
38690	-1558.528	-1625.969	67.44141	0.987012	0.986518	0.986923	0.987863	0.988078	0.983935	0.981252	0.989639	0.99289	0.992028
38700	-1558.628	-1626.07	67.44141	0.950324	0.953446	0.950846	0.95002	0.950226	0.958348	0.958741	0.954722	0.954245	0.955154
38710	-1558.786	-1626.227	67.44141	0.98935	0.986652	0.986866	0.990109	0.990515	0.989655	0.98916	0.997615	0.998565	0.994378
38720	-1558.265	-1625.707	67.44141	0.984254	0.992667	0.991805	0.987647	0.990892	0.991836	0.989131	0.988636	0.988851	0.989257
38730	-1557.659	-1625.101	67.44141	0.972836	0.970183	0.973371	0.973582	0.972736	0.973136	0.981453	0.980963	0.97685	0.977781
38740	-1557.63	-1625.072	67.44141	0.968139	0.97132	0.970477	0.96783	0.976102	0.976314	0.972221	0.97262	0.973547	0.97306
38750	-1557.683	-1625.124	67.44141	0.964903	0.968073	0.967233	0.964595	0.97284	0.973051	0.968971	0.969369	0.970292	0.969807
38760	-1558.047	-1625.489	67.44141	0.98148	0.977365	0.985719	0.986658	0.985801	0.985308	0.988545	0.988951	0.986254	0.986468
38770	-1557.631	-1625.072	67.44141	0.968055	0.963996	0.964915	0.973162	0.972676	0.971831	0.97223	0.975424	0.975636	0.972975
38780	-1557.633	-1625.074	67.44141	0.971005	0.979305	0.978454	0.974352	0.977554	0.978485	0.975816	0.975329	0.97554	0.97594
38790	-1557.627	-1625.068	67.44141	0.970108	0.970506	0.970021	0.970232	0.971156	0.968507	0.964447	0.967616	0.975886	0.975039
38800	-1560.007	-1627.448	67.44141	0.939725	0.94011	0.940314	0.939844	0.937281	0.938174	0.941256	0.93731	0.936496	0.944501
38810	-1557.937	-1625.379	67.44141	0.979797	0.980199	0.979709	0.979922	0.980855	0.97818	0.97408	0.97728	0.985633	0.984777
38820	-1557.626	-1625.067	67.44141	0.969722	0.970646	0.97016	0.966093	0.96649	0.974751	0.974962	0.974115	0.971459	0.974651
38830	-1557.626	-1625.067	67.44141	0.969305	0.965241	0.966161	0.974419	0.973931	0.973086	0.973485	0.976683	0.976895	0.974231
38840	-1558.164	-1625.605	67.44141	0.955486	0.963652	0.959612	0.958779	0.959692	0.962846	0.962364	0.95974	0.960134	0.960342
38850	-1557.889	-1625.331	67.44141	0.978971	0.978481	0.979414	0.979816	0.975708	0.975919	0.984261	0.981577	0.980724	0.983947
38860	-1557.714	-1625.156	67.44141	0.96379	0.964186	0.963704	0.963913	0.964831	0.9622	0.958166	0.961314	0.969531	0.968689
38870	-1557.627	-1625.068	67.44141	0.970053	0.96921	0.977494	0.980706	0.976594	0.973931	0.974859	0.97507	0.974583	0.974983
38880	-1558.18	-1625.621	67.44141	0.955276	0.952671	0.955801	0.956008	0.955178	0.95557	0.963738	0.963256	0.959218	0.960131
38890	-1558.441	-1625.883	67.44141	0.952224	0.955353	0.954523	0.95192	0.960056	0.960265	0.956239	0.956631	0.957543	0.957064
38900	-1558.358	-1625.799	67.44141	0.985286	0.98569	0.985197	0.985411	0.98635	0.98366	0.979536	0.982754	0.991154	0.990294
38910	-1557.833	-1625.275	67.44141	0.977899	0.978111	0.975444	0.975844	0.979051	0.978561	0.977711	0.978643	0.987007	0.982869
38920	-1558.631	-1626.072	67.44141	0.950298	0.950688	0.950213	0.950419	0.951324	0.94873	0.944753	0.947857	0.955958	0.955128
38930	-1557.652	-1625.094	67.44141	0.966331	0.965492	0.968664	0.976944	0.97428	0.970195	0.970406	0.97133	0.971729	0.971243
38940	-1558.901	-1626.342	67.44141	0.990302	0.98615	0.987089	0.995526	0.995028	0.994164	0.994572	0.99784	0.998056	0.995335
38950	-1558.37	-1625.811	67.44141	0.953005	0.956137	0.955306	0.952701	0.960844	0.961052	0.957023	0.957416	0.958328	0.957849
38960	-1557.744	-1625.186	67.44141	0.962905	0.963114	0.96351	0.960882	0.960402	0.963557	0.964475	0.963637	0.959597	0.967799
38970	-1557.688	-1625.129	67.44141	0.964707	0.972953	0.968874	0.968032	0.968955	0.972138	0.971652	0.969002	0.9694	0.96961
38980	-1557.855	-1625.297	67.44141	0.960344	0.960552	0.957933	0.958326	0.961474	0.960994	0.960159	0.961074	0.969288	0.965225
38990	-1557.681	-1625.122	67.44141	0.973804	0.971148	0.971359	0.97455	0.97495	0.974103	0.973616	0.981938	0.982874	0.978753
39000	-1557.65	-1625.092	67.44141	0.972334	0.971489	0.979793	0.983012	0.978891	0.976221	0.977151	0.977363	0.976875	0.977276
39010	-1558.181	-1625.622	67.44141	0.983249	0.991653	0.987495	0.986638	0.987578	0.990822	0.990327	0.987626	0.988032	0.988246
39020	-1557.629	-1625.07	67.44141	0.970412	0.969927	0.970325	0.97125	0.97146	0.967388	0.964749	0.972995	0.976192	0.975344
39030	-1557.627	-1625.068	67.44141	0.968749	0.964688	0.972933	0.97386	0.973014	0.972528	0.975723	0.976124	0.973462	0.973673
39040	-1558.873	-1626.314	67.44141	0.990073	0.989578	0.990521	0.990928	0.986773	0.986987	0.995423	0.992709	0.991847	0.995106
39050	-1558.359	-1625.801	67.44141	0.953124	0.954032	0.953555	0.949557	0.949947	0.958067	0.958274	0.957442	0.954831	0.957968
39060	-1557.668	-1625.11	67.44141	0.973272	0.973671	0.973185	0.973396	0.974323	0.971666	0.967592	0.970771	0.979069	0.978219
39070	-1558.368	-1625.809	67.44141	0.953024	0.952548	0.953455	0.953846	0.949847	0.950053	0.958174	0.955561	0.954731	0.957868
39080	-1558.232	-1625.673	67.44141	0.983863	0.992273	0.988113	0.987255	0.988195	0.991442	0.990946	0.988244	0.988649	0.988864
39090	-1557.65	-1625.092	67.44141	0.972346	0.97554	0.974693	0.972035	0.980343	0.980556	0.976445	0.976846	0.977776	0.977288
39100	-1557.709	-1625.15	67.44141	0.963971	0.964889	0.960844	0.960363	0.968572	0.968969	0.968128	0.968338	0.971519	0.96887
39110	-1557.654	-1625.096	67.44141	0.972573	0.96992	0.970131	0.973318	0.973718	0.972872	0.972386	0.980697	0.981631	0.977516
39120	-1557.627	-1625.068	67.44141	0.968843	0.969241	0.969451	0.968966	0.966324	0.967244	0.970422	0.966354	0.965515	0.973767
39130	-1558.223	-1625.664	67.44141	0.954734	0.954941	0.952337	0.952727	0.955858	0.95538	0.95455	0.955459	0.963626	0.959586
39140	-1557.628	-1625.069	67.44141	0.968508	0.965867	0.966076	0.969251	0.969648	0.968806	0.968322	0.976598	0.977529	0.973431
39150	-1557.992	-1625.434	67.44141	0.957942	0.957463	0.958376	0.958769	0.954749	0.954957	0.963119	0.960492	0.959658	0.962811
39160	-1558.221	-1625.662	67.44141	0.983737	0.979613	0.987986	0.988927	0.988068	0.987574	0.990819	0.991225	0.988522	0.988737
39170	-1557.77	-1625.211	67.44141	0.962233	0.96315	0.959112	0.958632	0.966826	0.967223	0.966383	0.966592	0.969768	0.967123
39180	-1558.285	-1625.726	67.44141	0.953985	0.951383	0.951589	0.954716	0.955108	0.954278	0.953801	0.961954	0.96287	0.958833
39190	-1557.676	-1625.118	67.44141	0.973604	0.974003	0.974215	0.973727	0.971072	0.971997	0.975191	0.971102	0.970259	0.978552
39200	-1557.922	-1625.364	67.44141	0.979544	0.976873	0.977085	0.980295	0.980697	0.979845	0.979356	0.987726	0.988667	0.984523
39210	-1560.203	-1627.644	67.44141	0.938494	0.938025	0.93841	0.939304	0.939507	0.935569	0.933017	0.940992	0.944084	0.943264
39220	-1557.632	-1625.073	67.44141	0.967916	0.968838	0.968354	0.964294	0.96469	0.972935	0.973146	0.972301	0.96965	0.972836
39230	-1557.867	-1625.309	67.44141	0.97856	0.978773	0.976103	0.976504	0.979712	0.979223	0.978372	0.979304	0.987675	0.983534
39240	-1561.114	-1628.555	67.44141	0.933273	0.932806	0.933189	0.934078	0.93428	0.930363	0.927826	0.935757	0.938831	0.938016
39250	-1558.285	-1625.727	67.44141	0.984484	0.980357	0.988736	0.989678	0.988819	0.988324	0.991571	0.991978	0.989273	0.989488
39260	-1558.129	-1625.57	67.44141	0.955952	0.955474	0.956384	0.956777	0.952765	0.952972	0.961117	0.958496	0.957664	0.96081
39270	-1559.68	-1627.121	67.44141	0.941892	0.949943	0.949118	0.945139	0.948244	0.949148	0.946559	0.946086	0.946291	0.946679
39280	-1559.313	-1626.754	67.44141	0.944531	0.94371	0.951777	0.954904	0.9509	0.948307	0.949211	0.949416	0.948942	0.949331
39290	-1557.748	-1625.19	67.44141	0.975945	0.973283	0.973494	0.976693	0.977093	0.976245	0.975757	0.984097	0.985034	0.980905
39300	-1557.626	-1625.068	67.44141	0.968897	0.964835	0.965754	0.974008	0.973521	0.972676	0.973075	0.976272	0.976484	0.973821
39310	-1557.747	-1625.189	67.44141	0.962825	0.961989	0.965149	0.973399	0.970744	0.966674	0.966884	0.967805	0.968202	0.967718
39320	-1558.037	-1625.479	67.44141	0.95725	0.958162	0.957683	0.953668	0.95406	0.962214	0.962423	0.961587	0.958965	0.962116
39330	-1558.223	-1625.664	67.44141	0.983757	0.98397	0.984374	0.98169	0.981199	0.984422	0.98536	0.984505	0.980377	0.988757
39340	-1557.814	-1625.256	67.44141	0.961202	0.969418	0.968576	0.964515	0.967684	0.968606	0.965964	0.965482	0.965691	0.966087
39350	-1557.662	-1625.103	67.44141	0.972955	0.97211	0.975304	0.98364	0.980958	0.976845	0.977057	0.977988	0.97839	0.9779
39360	-1557.926	-1625.367	67.44141	0.959038	0.959952	0.959472	0.955449	0.955842	0.964011	0.964221	0.963383	0.960756	0.963913
39370	-1557.632	-1625.073	67.44141	0.967955	0.968877	0.964815	0.964333	0.972575	0.972975	0.97213	0.972341	0.975535	0.972875
39380	-1557.64	-1625.082	67.44141	0.971673	0.970829	0.974018	0.982344	0.979665	0.975558	0.975769	0.976699	0.9771	0.976611
39390	-1559.351	-1626.793	67.44141	0.993674	0.992811	1.0013	1.00459	1.00037	0.997647	0.998597	0.998814	0.998314	0.998724
39400	-1558.801	-1626.243	67.44141	0.989478	0.992729	0.991867	0.989162	0.997617	0.997833	0.99365	0.994058	0.995005	0.994507
39410	-1557.711	-1625.152	67.44141	0.97486	0.974013	0.977213	0.985566	0.982878	0.978757	0.97897	0.979902	0.980305	0.979814
39420	-1557.686	-1625.128	67.44141	0.964758	0.965677	0.961628	0.961148	0.969363	0.969761	0.968918	0.969129	0.972313	0.969661
39430	-1557.645	-1625.087	67.44141	0.972027	0.980336	0.976226	0.975378	0.976307	0.979515	0.979025	0.976355	0.976756	0.976968
39440	-1558.446	-1625.887	67.44141	0.952174	0.955303	0.954473	0.95187	0.960006	0.960214	0.956189	0.956581	0.957492	0.957014
39450	-1557.978	-1625.419	67.44141	0.980451	0.977777	0.977989	0.981203	0.981605	0.980753	0.980262	0.988641	0.989583	0.985434
39460	-1557.822	-1625.264	67.44141	0.977673	0.98603	0.985173	0.981043	0.984266	0.985204	0.982517	0.982026	0.982239	0.982642
39470	-1557.688	-1625.13	67.44141	0.974075	0.974474	0.973987	0.974198	0.975126	0.972467	0.96839	0.971572	0.979876	0.979025
39480	-1557.654	-1625.096	67.44141	0.966226	0.967146	0.966663	0.96261	0.963005	0.971236	0.971447	0.970603	0.967956	0.971137
39490	-1557.874	-1625.316	67.44141	0.978691	0.987056	0.986199	0.982064	0.985291	0.986229	0.98354	0.983048	0.983261	0.983665
39500	-1558.253	-1625.694	67.44141	0.954369	0.95354	0.961691	0.96485	0.960805	0.958185	0.959098	0.959306	0.958826	0.95922
39510	-1557.756	-1625.198	67.44141	0.96258	0.962099	0.963015	0.96341	0.959371	0.95958	0.967781	0.965142	0.964304	0.967472
39520	-1558.748	-1626.19	67.44141	0.949195	0.948371	0.956477	0.959619	0.955596	0.95299	0.953898	0.954105	0.953628	0.954019
39530	-1558.014	-1625.455	67.44141	0.980991	0.978316	0.978528	0.981743	0.982146	0.981293	0.980802	0.989186	0.990128	0.985977
39540	-1557.745	-1625.187	67.44141	0.975865	0.971773	0.972699	0.981013	0.980523	0.979671	0.980073	0.983293	0.983506	0.980824
39550	-1558.103	-1625.544	67.44141	0.95631	0.953702	0.956835	0.957043	0.956211	0.956604	0.96478	0.964298	0.960255	0.96117
39560	-1557.628	-1625.07	67.44141	0.9684	0.967916	0.968313	0.969235	0.969445	0.965381	0.962749	0.970977	0.974168	0.973322
39570	-1557.862	-1625.304	67.44141	0.96021	0.959729	0.960123	0.961038	0.961246	0.957217	0.954606	0.962765	0.965929	0.96509
39580	-1558.253	-1625.694	67.44141	0.954368	0.95476	0.954967	0.954489	0.951886	0.952793	0.955924	0.951916	0.951089	0.959218
39590	-1557.822	-1625.264	67.44141	0.977671	0.976822	0.980031	0.988408	0.985712	0.98158	0.981793	0.982728	0.983131	0.98264
39600	-1557.672	-1625.113	67.44141	0.973423	0.972578	0.980891	0.984113	0.979988	0.977315	0.978246	0.978458	0.977969	0.978371
39610	-1559.026	-1626.468	67.44141	0.946786	0.942817	0.943715	0.951781	0.951305	0.950479	0.950869	0.953993	0.9542	0.951598
39620	-1558.028	-1625.469	67.44141	0.9812	0.982135	0.981644	0.977528	0.977929	0.986288	0.986502	0.985645	0.982957	0.986187
39630	-1559.802	-1627.243	67.44141	0.941065	0.949108	0.948284	0.944309	0.947411	0.948314	0.945728	0.945255	0.94546	0.945848
39640	-1557.887	-1625.328	67.44141	0.978928	0.978439	0.979371	0.979773	0.975665	0.975877	0.984218	0.981534	0.980682	0.983904
39650	-1557.651	-1625.092	67.44141	0.966418	0.963782	0.966949	0.967159	0.966319	0.966715	0.974978	0.974491	0.970405	0.97133
39660	-1558.583	-1626.025	67.44141	0.987543	0.988483	0.987989	0.983847	0.984251	0.992664	0.992879	0.992017	0.989311	0.992562
39670	-1557.759	-1625.2	67.44141	0.962524	0.962733	0.960108	0.960502	0.963657	0.963176	0.962339	0.963256	0.971489	0.967416
39680	-1557.64	-1625.082	67.44141	0.971683	0.971894	0.972293	0.969641	0.969157	0.972341	0.973267	0.972422	0.968345	0.976622
39690	-1558.044	-1625.486	67.44141	0.981436	0.982371	0.98188	0.977764	0.978165	0.986526	0.98674	0.985883	0.983194	0.986424
39700	-1558.212	-1625.653	67.44141	0.983624	0.992031	0.987872	0.987014	0.987954	0.9912	0.990705	0.988003	0.988408	0.988623
39710	-1557.67	-1625.112	67.44141	0.965421	0.962788	0.962997	0.966161	0.966557	0.965718	0.965235	0.973485	0.974412	0.970327
39720	-1557.938	-1625.379	67.44141	0.979806	0.980208	0.980421	0.979931	0.977259	0.978189	0.981403	0.977289	0.97644	0.984786
39730	-1557.986	-1625.428	67.44141	0.958037	0.957558	0.95847	0.958864	0.954844	0.955051	0.963214	0.960587	0.959753	0.962906
39740	-1557.82	-1625.261	67.44141	0.961078	0.961993	0.961512	0.957481	0.957874	0.966061	0.966271	0.965432	0.962799	0.965962
39750	-1557.702	-1625.143	67.44141	0.964206	0.964602	0.96412	0.964329	0.965247	0.962615	0.958579	0.961729	0.969949	0.969107
39760	-1558.026	-1625.467	67.44141	0.981167	0.98138	0.978704	0.979106	0.982323	0.981831	0.980979	0.981913	0.990306	0.986154
39770	-1557.846	-1625.288	67.44141	0.97816	0.981374	0.978698	0.977848	0.97806	0.98642	0.986824	0.982687	0.982196	0.983132
39780	-1559.521	-1626.962	67.44141	0.994826	0.995774	0.991599	0.991103	0.999575	0.999985	0.999116	0.999333	1.00262	0.999882
39790	-1557.658	-1625.1	67.44141	0.966008	0.974264	0.973418	0.969337	0.972522	0.973449	0.970794	0.970309	0.970519	0.970917
39800	-1558.663	-1626.104	67.44141	0.949992	0.94601	0.954095	0.955004	0.954175	0.953698	0.956831	0.957224	0.954614	0.954821
39810	-1557.749	-1625.19	67.44141	0.975947	0.976877	0.972781	0.972295	0.980606	0.981008	0.980156	0.980369	0.98359	0.980907
39820	-1558.508	-1625.949	67.44141	0.986818	0.995252	0.994388	0.990219	0.993473	0.994419	0.991707	0.991211	0.991426	0.991833
39830	-1557.772	-1625.213	67.44141	0.962191	0.963107	0.962626	0.95859	0.958984	0.96718	0.96739	0.96655	0.963914	0.967081
39840	-1557.647	-1625.088	67.44141	0.966666	0.966183	0.967104	0.967501	0.963444	0.963653	0.97189	0.96924	0.968398	0.97158
39850	-1557.626	-1625.068	67.44141	0.968906	0.969304	0.969514	0.96903	0.966387	0.967308	0.970486	0.966417	0.965578	0.973831
39860	-1558.539	-1625.98	67.44141	0.98712	0.987525	0.987739	0.987245	0.984553	0.985491	0.988729	0.984583	0.983728	0.992137
39870	-1559.282	-1626.723	67.44141	0.944766	0.940805	0.948846	0.94975	0.948925	0.948451	0.951567	0.951958	0.949362	0.949568
39880	-1558.137	-1625.578	67.44141	0.982695	0.980015	0.983235	0.983448	0.982594	0.982997	0.991399	0.990904	0.986749	0.987689
39890	-1557.631	-1625.072	67.44141	0.970733	0.970943	0.968296	0.968693	0.971876	0.97139	0.970546	0.971471	0.979774	0.975667
39900	-1557.951	-1625.393	67.44141	0.980025	0.975916	0.976846	0.985195	0.984703	0.983848	0.984251	0.987485	0.987699	0.985006
39910	-1558.93	-1626.372	67.44141	0.947588	0.947114	0.948016	0.948406	0.944429	0.944634	0.952708	0.95011	0.949285	0.952404
39920	-1558.774	-1626.215	67.44141	0.948963	0.949353	0.948878	0.949084	0.949988	0.947398	0.943426	0.946525	0.954616	0.953787
39930	-1558.033	-1625.474	67.44141	0.957317	0.954706	0.954913	0.958051	0.958444	0.957612	0.957133	0.965314	0.966233	0.962183
39940	-1558.021	-1625.462	67.44141	0.981101	0.980611	0.981013	0.981948	0.982161	0.978043	0.975376	0.983713	0.986945	0.986088
39950	-1557.63	-1625.071	67.44141	0.96823	0.976505	0.975657	0.971567	0.974759	0.975688	0.973027	0.972541	0.972752	0.973151
39960	-1557.777	-1625.219	67.44141	0.962051	0.96157	0.961965	0.962881	0.96309	0.959052	0.956437	0.964612	0.967781	0.966941
39970	-1557.984	-1625.425	67.44141	0.95807	0.957238	0.960383	0.968592	0.96595	0.961901	0.962109	0.963026	0.963421	0.962939
39980	-1557.645	-1625.087	67.44141	0.966778	0.964142	0.964351	0.967519	0.967916	0.967076	0.966592	0.974854	0.975783	0.971692
39990	-1561.426	-1628.867	67.44141	0.931633	0.930824	0.93878	0.941864	0.937915	0.935358	0.936249	0.936452	0.935984	0.936368
40000	-1557.634	-1625.076	67.44141	0.971149	0.974339	0.973493	0.970838	0.979136	0.979349	0.975243	0.975643	0.976573	0.976084
40010	-1559.95	-1627.391	67.44141	0.997521	0.994801	0.998069	0.998286	0.997419	0.997828	1.00636	1.00585	1.00164	1.00259
40020	-1557.708	-1625.15	67.44141	0.974773	0.970686	0.971611	0.979915	0.979425	0.978575	0.978977	0.982193	0.982406	0.979727
40030	-1557.75	-1625.191	67.44141	0.975983	0.984325	0.980198	0.979347	0.98028	0.983501	0.983009	0.980328	0.980731	0.980943
40040	-1557.959	-1625.4	67.44141	0.980145	0.988522	0.987664	0.983523	0.986754	0.987695	0.985001	0.984509	0.984722	0.985126
40050	-1558.031	-1625.472	67.44141	0.957343	0.965526	0.961478	0.960643	0.961558	0.964718	0.964235	0.961606	0.962	0.962209
40060	-1557.867	-1625.309	67.44141	0.960115	0.968321	0.964262	0.963424	0.964342	0.96751	0.967027	0.964389	0.964785	0.964995
40070	-1558.477	-1625.918	67.44141	0.986511	0.982375	0.990771	0.991715	0.990854	0.990359	0.993612	0.99402	0.991309	0.991525
40080	-1557.678	-1625.12	67.44141	0.973691	0.971035	0.974226	0.974437	0.973591	0.97399	0.982315	0.981824	0.977708	0.978639
40090	-1557.653	-1625.095	67.44141	0.966269	0.967189	0.963134	0.962653	0.970881	0.971279	0.970436	0.970646	0.973835	0.97118
40100	-1558.54	-1625.982	67.44141	0.987134	0.987348	0.984655	0.985059	0.988296	0.987802	0.986944	0.987884	0.996328	0.992151
40110	-1557.796	-1625.237	67.44141	0.977098	0.978029	0.97754	0.973442	0.973841	0.982165	0.982378	0.981525	0.978848	0.982064
40120	-1557.685	-1625.126	67.44141	0.97394	0.97714	0.976292	0.973629	0.981951	0.982164	0.978046	0.978448	0.97938	0.97889
40130	-1559.008	-1626.449	67.44141	0.946936	0.950048	0.949223	0.946634	0.954725	0.954932	0.950929	0.951319	0.952225	0.951749
40140	-1557.733	-1625.175	67.44141	0.963221	0.96343	0.963825	0.961197	0.960716	0.963873	0.964791	0.963953	0.959912	0.968117
40150	-1557.638	-1625.08	67.44141	0.967286	0.968207	0.964148	0.963666	0.971903	0.972302	0.971457	0.971668	0.974861	0.972202
40160	-1559.097	-1626.539	67.44141	0.946208	0.949317	0.948493	0.945906	0.953991	0.954198	0.950197	0.950587	0.951493	0.951017
40170	-1558.162	-1625.603	67.44141	0.955517	0.956427	0.955949	0.951941	0.952332	0.960472	0.96068	0.959846	0.957228	0.960373
40180	-1558.578	-1626.019	67.44141	0.950822	0.953946	0.951345	0.950518	0.950725	0.958851	0.959244	0.955223	0.954745	0.955655
40190	-1557.656	-1625.097	67.44141	0.966139	0.969313	0.968471	0.96583	0.974085	0.974297	0.970212	0.97061	0.971535	0.971049
40200	-1558.051	-1625.493	67.44141	0.981536	0.989925	0.985775	0.984919	0.985857	0.989097	0.988602	0.985906	0.986311	0.986525
40210	-1557.634	-1625.075	67.44141	0.971106	0.971504	0.971019	0.971229	0.972154	0.969503	0.965439	0.968611	0.97689	0.976041
40220	-1557.703	-1625.144	67.44141	0.974596	0.975525	0.975037	0.970949	0.971348	0.97965	0.979863	0.979012	0.976342	0.97955
40230	-1557.935	-1625.377	67.44141	0.958875	0.958395	0.958789	0.959702	0.95991	0.955886	0.953279	0.961427	0.964586	0.963748
40240	-1557.691	-1625.132	67.44141	0.97418	0.977381	0.974715	0.973869	0.97408	0.982406	0.982809	0.978689	0.978199	0.979131
40250	-1558.257	-1625.698	67.44141	0.95432	0.955229	0.954752	0.950749	0.951139	0.959269	0.959477	0.958644	0.956029	0.95917
40260	-1557.646	-1625.088	67.44141	0.972105	0.969454	0.969664	0.97285	0.97325	0.972404	0.971918	0.980225	0.981159	0.977046
40270	-1557.626	-1625.068	67.44141	0.969878	0.969393	0.970316	0.970714	0.966645	0.966855	0.975119	0.972459	0.971615	0.974807
40280	-1558.146	-1625.588	67.44141	0.982816	0.983029	0.980348	0.980751	0.983973	0.983481	0.982627	0.983563	0.99197	0.987811
40290	-1557.787	-1625.228	67.44141	0.961826	0.959203	0.959411	0.962564	0.962959	0.962122	0.961641	0.969861	0.970785	0.966715
40300	-1557.675	-1625.117	67.44141	0.973574	0.973087	0.973487	0.974414	0.974625	0.970539	0.967893	0.976165	0.979373	0.978522
40310	-1560.451	-1627.892	67.44141	0.936997	0.936529	0.936913	0.937805	0.938009	0.934076	0.931529	0.939491	0.942578	0.941759
40320	-1559.678	-1627.12	67.44141	0.941903	0.941432	0.941819	0.942716	0.94292	0.938967	0.936407	0.94441	0.947513	0.94669
40330	-1557.864	-1625.305	67.44141	0.978492	0.97439	0.975318	0.983654	0.983163	0.982309	0.982712	0.985941	0.986154	0.983465
