Iteration	Posterior	Likelihood	Prior	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]
40340	-1558.948	-1626.39	67.44141	0.947436	0.948338	0.947864	0.94389	0.944278	0.952349	0.952555	0.951728	0.949132	0.952251
40350	-1558.067	-1625.508	67.44141	0.956816	0.95996	0.959126	0.95651	0.964686	0.964895	0.96085	0.961244	0.96216	0.961679
40360	-1557.627	-1625.068	67.44141	0.970011	0.973198	0.970544	0.969701	0.969911	0.978201	0.978603	0.9745	0.974013	0.974941
40370	-1557.908	-1625.35	67.44141	0.95935	0.962502	0.959877	0.959044	0.959252	0.967451	0.967848	0.96379	0.963308	0.964226
40380	-1557.767	-1625.208	67.44141	0.976409	0.976621	0.973958	0.974358	0.977559	0.97707	0.976222	0.977152	0.985504	0.981372
40390	-1559.261	-1626.702	67.44141	0.944924	0.944452	0.944839	0.945739	0.945944	0.941979	0.93941	0.947439	0.950552	0.949727
40400	-1557.679	-1625.121	67.44141	0.965044	0.964562	0.965481	0.965877	0.961828	0.962036	0.970259	0.967613	0.966773	0.969949
40410	-1558.898	-1626.339	67.44141	0.947866	0.947043	0.955138	0.958276	0.954259	0.951656	0.952563	0.952769	0.952293	0.952684
40420	-1557.814	-1625.255	67.44141	0.961206	0.957177	0.958088	0.966278	0.965794	0.964956	0.965352	0.968523	0.968733	0.966092
40430	-1557.752	-1625.194	67.44141	0.976047	0.975559	0.975959	0.976889	0.977101	0.973005	0.970351	0.978645	0.981861	0.981008
40440	-1557.955	-1625.396	67.44141	0.958544	0.95593	0.956137	0.959279	0.959673	0.958839	0.95836	0.966551	0.967472	0.963416
40450	-1558.468	-1625.91	67.44141	0.951938	0.949342	0.949548	0.952667	0.953058	0.952231	0.951755	0.95989	0.960804	0.956776
40460	-1557.627	-1625.069	67.44141	0.968648	0.976927	0.972832	0.971987	0.972913	0.976109	0.975621	0.97296	0.97336	0.973571
40470	-1557.811	-1625.252	67.44141	0.96128	0.969497	0.965432	0.964594	0.965513	0.968685	0.968201	0.96556	0.965957	0.966166
40480	-1557.629	-1625.07	67.44141	0.970429	0.96636	0.967281	0.975549	0.975061	0.974214	0.974614	0.977816	0.978028	0.975361
40490	-1558.187	-1625.629	67.44141	0.983328	0.983541	0.980859	0.981262	0.984486	0.983993	0.983139	0.984075	0.992487	0.988326
40500	-1557.626	-1625.068	67.44141	0.96989	0.967245	0.967455	0.970634	0.971032	0.970189	0.969704	0.977992	0.978924	0.97482
40510	-1557.65	-1625.091	67.44141	0.966482	0.965643	0.973896	0.977096	0.973	0.970346	0.971271	0.971481	0.970996	0.971394
40520	-1557.827	-1625.269	67.44141	0.960926	0.960091	0.968297	0.971479	0.967406	0.964768	0.965687	0.965896	0.965413	0.965809
40530	-1557.748	-1625.189	67.44141	0.962817	0.96598	0.965141	0.962509	0.970736	0.970946	0.966876	0.967273	0.968194	0.96771
40540	-1558.577	-1626.018	67.44141	0.950827	0.951034	0.951424	0.948829	0.948355	0.951471	0.952377	0.95155	0.947561	0.95566
40550	-1557.67	-1625.111	67.44141	0.973335	0.973546	0.970891	0.97129	0.974481	0.973994	0.973148	0.974075	0.9824	0.978282
40560	-1557.768	-1625.21	67.44141	0.962277	0.961796	0.962712	0.963107	0.959069	0.959277	0.967476	0.964838	0.964	0.967167
40570	-1557.627	-1625.069	67.44141	0.968637	0.971819	0.969169	0.968328	0.968538	0.976816	0.977217	0.97312	0.972633	0.97356
40580	-1557.626	-1625.067	67.44141	0.96919	0.966547	0.969723	0.969933	0.969091	0.969489	0.977775	0.977286	0.973189	0.974116
40590	-1558.38	-1625.822	67.44141	0.952889	0.953797	0.949798	0.949323	0.957437	0.95783	0.956998	0.957206	0.960351	0.957732
40600	-1557.701	-1625.143	67.44141	0.974546	0.97046	0.971384	0.979687	0.979197	0.978347	0.978748	0.981964	0.982177	0.979499
40610	-1557.673	-1625.114	67.44141	0.973468	0.970813	0.974003	0.974214	0.973368	0.973767	0.982091	0.9816	0.977484	0.978415
40620	-1558.81	-1626.252	67.44141	0.948635	0.946048	0.946253	0.949362	0.949752	0.948927	0.948452	0.956559	0.95747	0.953456
40630	-1557.834	-1625.275	67.44141	0.960785	0.963941	0.963104	0.960478	0.968687	0.968897	0.964835	0.965231	0.966151	0.965668
40640	-1558.086	-1625.527	67.44141	0.956547	0.953939	0.954146	0.957281	0.957673	0.956842	0.956363	0.964538	0.965456	0.961409
40650	-1557.667	-1625.109	67.44141	0.973212	0.976409	0.973746	0.972901	0.973112	0.981429	0.981832	0.977716	0.977227	0.978158
40660	-1559.573	-1627.014	67.44141	0.942636	0.950693	0.946708	0.945885	0.946786	0.949897	0.949422	0.946833	0.947222	0.947427
40670	-1557.659	-1625.101	67.44141	0.96595	0.961901	0.962817	0.971046	0.970561	0.969718	0.970116	0.973303	0.973514	0.97086
40680	-1557.854	-1625.295	67.44141	0.97831	0.979242	0.978752	0.974649	0.975049	0.983383	0.983596	0.982742	0.980062	0.983282
40690	-1558.042	-1625.484	67.44141	0.981413	0.980922	0.981856	0.982259	0.978141	0.978353	0.986716	0.984025	0.98317	0.986401
40700	-1557.657	-1625.098	67.44141	0.966085	0.969259	0.966616	0.965777	0.965986	0.974243	0.974642	0.970556	0.970071	0.970995
40710	-1558.884	-1626.325	67.44141	0.990166	0.990381	0.990787	0.988085	0.987591	0.990836	0.99178	0.990919	0.986764	0.995198
40720	-1558.697	-1626.138	67.44141	0.988577	0.988083	0.989024	0.98943	0.985282	0.985496	0.993919	0.991208	0.990348	0.993601
40730	-1558.784	-1626.226	67.44141	0.989335	0.989742	0.989956	0.989461	0.986763	0.987703	0.990948	0.986794	0.985937	0.994364
40740	-1557.688	-1625.129	67.44141	0.964703	0.964912	0.962281	0.962676	0.965839	0.965356	0.964517	0.965436	0.973688	0.969606
40750	-1557.669	-1625.11	67.44141	0.973277	0.976475	0.973812	0.972966	0.973177	0.981495	0.981898	0.977781	0.977293	0.978224
40760	-1558.002	-1625.443	67.44141	0.95779	0.957998	0.958391	0.955777	0.955299	0.958438	0.959351	0.958518	0.9545	0.962658
40770	-1557.631	-1625.072	67.44141	0.970732	0.971657	0.971171	0.9671	0.967497	0.975766	0.975978	0.97513	0.972471	0.975666
40780	-1558.219	-1625.661	67.44141	0.954778	0.962938	0.958901	0.958069	0.958981	0.962132	0.961651	0.959028	0.959422	0.95963
40790	-1557.752	-1625.194	67.44141	0.976047	0.979254	0.976584	0.975736	0.975947	0.984289	0.984693	0.980565	0.980075	0.981008
40800	-1557.626	-1625.067	67.44141	0.96957	0.972756	0.970103	0.96926	0.969471	0.977757	0.978158	0.974058	0.973571	0.974498
40810	-1558.282	-1625.724	67.44141	0.984451	0.985389	0.984896	0.980767	0.981169	0.989556	0.98977	0.988911	0.986214	0.989454
40820	-1557.832	-1625.273	67.44141	0.960831	0.959996	0.968202	0.971383	0.96731	0.964672	0.965591	0.965801	0.965318	0.965714
40830	-1557.789	-1625.231	67.44141	0.976947	0.977159	0.974494	0.974894	0.978097	0.977608	0.976759	0.97769	0.986046	0.981912
40840	-1557.659	-1625.101	67.44141	0.972831	0.968752	0.969675	0.977963	0.977474	0.976625	0.977026	0.980236	0.980449	0.977775
40850	-1557.695	-1625.136	67.44141	0.964457	0.964853	0.96437	0.96458	0.965499	0.962866	0.958829	0.961979	0.970201	0.969359
40860	-1557.96	-1625.401	67.44141	0.958468	0.966661	0.962608	0.961772	0.962688	0.965851	0.965368	0.962736	0.963131	0.96334
40870	-1557.683	-1625.125	67.44141	0.973892	0.974103	0.971446	0.971845	0.975038	0.974551	0.973704	0.974632	0.982962	0.978841
40880	-1557.961	-1625.403	67.44141	0.980189	0.976079	0.984422	0.98536	0.984504	0.984012	0.987245	0.98765	0.984957	0.98517
40890	-1558.624	-1626.065	67.44141	0.950367	0.947775	0.94798	0.951095	0.951485	0.950659	0.950184	0.958305	0.959218	0.955197
40900	-1557.963	-1625.404	67.44141	0.980208	0.979357	0.987728	0.990973	0.986818	0.984127	0.985065	0.985278	0.984786	0.98519
40910	-1557.715	-1625.156	67.44141	0.974986	0.975198	0.972538	0.972938	0.976134	0.975646	0.974799	0.975728	0.984067	0.979942
40920	-1560.455	-1627.896	67.44141	0.936973	0.940051	0.937488	0.936673	0.936876	0.944884	0.945272	0.941309	0.940839	0.941735
40930	-1557.914	-1625.355	67.44141	0.959251	0.960165	0.95614	0.955662	0.96383	0.964226	0.963388	0.963597	0.966763	0.964127
40940	-1559.636	-1627.078	67.44141	0.942192	0.942396	0.939826	0.940212	0.943301	0.94283	0.942011	0.942908	0.950967	0.946981
40950	-1557.629	-1625.071	67.44141	0.96828	0.967439	0.975708	0.978914	0.97481	0.972152	0.973078	0.973289	0.972802	0.973202
40960	-1557.665	-1625.107	67.44141	0.973118	0.981436	0.980584	0.976473	0.979681	0.980614	0.97794	0.977451	0.977663	0.978064
40970	-1558.212	-1625.654	67.44141	0.983633	0.98457	0.980442	0.979952	0.988328	0.988733	0.987875	0.988089	0.991335	0.988632
40980	-1557.975	-1625.417	67.44141	0.98041	0.981344	0.97723	0.976741	0.985089	0.985494	0.984638	0.984851	0.988087	0.985393
40990	-1557.905	-1625.346	67.44141	0.959408	0.96256	0.961724	0.959101	0.967299	0.967509	0.963452	0.963848	0.964766	0.964284
41000	-1557.703	-1625.145	67.44141	0.974611	0.975539	0.975051	0.970964	0.971362	0.979665	0.979877	0.979026	0.976356	0.979564
41010	-1557.931	-1625.373	67.44141	0.979698	0.97991	0.977238	0.977639	0.980851	0.980361	0.979509	0.980442	0.988822	0.984677
41020	-1557.716	-1625.158	67.44141	0.963729	0.966896	0.966056	0.963422	0.971656	0.971867	0.967793	0.96819	0.969112	0.968628
41030	-1557.626	-1625.067	67.44141	0.969719	0.970117	0.969632	0.969843	0.970766	0.968119	0.96406	0.967228	0.975495	0.974648
41040	-1558.296	-1625.737	67.44141	0.9846	0.993016	0.992154	0.987994	0.99124	0.992185	0.989479	0.988984	0.989199	0.989605
41050	-1557.721	-1625.162	67.44141	0.975164	0.975564	0.975776	0.975288	0.972628	0.973555	0.976753	0.972658	0.971814	0.98012
41060	-1557.656	-1625.097	67.44141	0.966122	0.965283	0.968454	0.976732	0.974068	0.969984	0.970195	0.971119	0.971518	0.971032
41070	-1558.101	-1625.543	67.44141	0.982224	0.982437	0.98284	0.98016	0.97967	0.982889	0.983825	0.98297	0.978849	0.987216
41080	-1558.78	-1626.221	67.44141	0.989296	0.990238	0.986087	0.985594	0.994018	0.994426	0.993562	0.993778	0.997043	0.994324
41090	-1557.653	-1625.095	67.44141	0.96628	0.963645	0.963854	0.967021	0.967418	0.966578	0.966094	0.974352	0.97528	0.971191
41100	-1557.882	-1625.324	67.44141	0.97884	0.97799	0.981203	0.98959	0.986891	0.982754	0.982967	0.983903	0.984307	0.983815
41110	-1560.861	-1628.303	67.44141	0.934648	0.933836	0.936904	0.944912	0.942336	0.938385	0.938588	0.939483	0.939868	0.939398
41120	-1557.738	-1625.18	67.44141	0.975674	0.984014	0.983159	0.979037	0.982254	0.98319	0.980508	0.980018	0.980231	0.980633
41130	-1557.651	-1625.093	67.44141	0.966398	0.967319	0.963264	0.962782	0.971011	0.97141	0.970566	0.970777	0.973966	0.97131
41140	-1557.665	-1625.107	67.44141	0.973125	0.974052	0.973565	0.969483	0.969881	0.978171	0.978383	0.977534	0.974868	0.978071
41150	-1558.124	-1625.566	67.44141	0.956012	0.956219	0.953612	0.954003	0.957137	0.956659	0.955828	0.956739	0.964916	0.960871
41160	-1557.709	-1625.151	67.44141	0.963953	0.96712	0.96628	0.963645	0.971881	0.972092	0.968017	0.968414	0.969337	0.968852
41170	-1557.845	-1625.286	67.44141	0.978135	0.974034	0.982359	0.983295	0.982441	0.98195	0.985176	0.98558	0.982893	0.983106
41180	-1558.19	-1625.631	67.44141	0.983361	0.980679	0.980892	0.984115	0.984519	0.983664	0.983172	0.991575	0.99252	0.988359
41190	-1557.631	-1625.072	67.44141	0.968088	0.967247	0.975514	0.978719	0.974616	0.971958	0.972884	0.973095	0.972609	0.973008
41200	-1558.099	-1625.54	67.44141	0.95636	0.95553	0.963697	0.966863	0.96281	0.960184	0.961099	0.961307	0.960827	0.961221
41210	-1558.018	-1625.459	67.44141	0.957542	0.957935	0.957456	0.957664	0.958576	0.955962	0.951954	0.955082	0.963246	0.962409
41220	-1557.957	-1625.399	67.44141	0.958502	0.95871	0.959104	0.956488	0.95601	0.959151	0.960065	0.959231	0.955209	0.963374
41230	-1558.427	-1625.868	67.44141	0.952379	0.951552	0.959686	0.962839	0.958802	0.956187	0.957098	0.957306	0.956827	0.95722
41240	-1558.011	-1625.452	67.44141	0.957653	0.953638	0.961789	0.962705	0.961869	0.961388	0.964547	0.964943	0.962311	0.96252
41250	-1557.979	-1625.42	67.44141	0.980463	0.979973	0.980375	0.981309	0.981522	0.977407	0.974741	0.983073	0.986303	0.985446
41260	-1559.24	-1626.681	67.44141	0.945085	0.944265	0.947367	0.955465	0.952859	0.948864	0.94907	0.949974	0.950364	0.949889
41270	-1557.637	-1625.078	67.44141	0.971397	0.974588	0.97193	0.971086	0.971297	0.979599	0.980001	0.975892	0.975404	0.976334
41280	-1557.963	-1625.404	67.44141	0.958411	0.955797	0.958938	0.959146	0.958313	0.958706	0.9669	0.966417	0.962365	0.963282
41290	-1558.399	-1625.84	67.44141	0.985717	0.985224	0.986162	0.986567	0.982431	0.982644	0.991043	0.98834	0.987482	0.990726
41300	-1557.904	-1625.345	67.44141	0.959427	0.955405	0.956315	0.964489	0.964006	0.963169	0.963564	0.96673	0.96694	0.964303
41310	-1557.694	-1625.136	67.44141	0.964471	0.963633	0.97187	0.975063	0.970975	0.968327	0.96925	0.96946	0.968975	0.969373
41320	-1558.199	-1625.641	67.44141	0.955031	0.955941	0.951934	0.951458	0.95959	0.959984	0.95915	0.959358	0.96251	0.959885
41330	-1557.626	-1625.067	67.44141	0.969067	0.969277	0.969675	0.967031	0.966547	0.969723	0.970647	0.969804	0.965738	0.973992
41340	-1557.684	-1625.125	67.44141	0.964864	0.962232	0.965394	0.965603	0.964765	0.965161	0.97341	0.972923	0.968845	0.969768
41350	-1558.109	-1625.55	67.44141	0.982326	0.98254	0.982943	0.980262	0.979772	0.982991	0.983928	0.983073	0.978952	0.987319
41360	-1559.643	-1627.085	67.44141	0.995626	0.991452	0.999926	1.00088	1.00001	0.999509	1.00279	1.0032	1.00047	1.00069
41370	-1557.829	-1625.27	67.44141	0.977811	0.976961	0.985312	0.988549	0.984405	0.98172	0.982655	0.982868	0.982377	0.98278
41380	-1558.006	-1625.448	67.44141	0.957723	0.957931	0.958324	0.955711	0.955233	0.958371	0.959284	0.958451	0.954433	0.962591
41390	-1557.644	-1625.085	67.44141	0.97192	0.969269	0.972454	0.972665	0.97182	0.972219	0.980529	0.980039	0.97593	0.97686
41400	-1557.909	-1625.35	67.44141	0.97931	0.978459	0.981674	0.990065	0.987365	0.983225	0.983438	0.984375	0.984779	0.984287
41410	-1558.352	-1625.794	67.44141	0.953202	0.952374	0.955503	0.96367	0.961042	0.957013	0.95722	0.958132	0.958525	0.958046
41420	-1557.859	-1625.3	67.44141	0.978406	0.978618	0.975949	0.97635	0.979558	0.979068	0.978218	0.979149	0.987519	0.983379
41430	-1558.524	-1625.966	67.44141	0.986981	0.990223	0.989363	0.986665	0.995099	0.995315	0.991142	0.991549	0.992493	0.991997
41440	-1559.606	-1627.047	67.44141	0.942405	0.942609	0.942996	0.940424	0.939954	0.943042	0.943941	0.943121	0.939167	0.947194
41450	-1557.745	-1625.186	67.44141	0.962889	0.962408	0.963324	0.96372	0.95968	0.959888	0.968092	0.965452	0.964614	0.967783
41460	-1557.703	-1625.145	67.44141	0.964151	0.963669	0.964065	0.964983	0.965192	0.961146	0.958525	0.966718	0.969894	0.969051
41470	-1557.864	-1625.306	67.44141	0.960173	0.956147	0.957058	0.965239	0.964756	0.963918	0.964314	0.967482	0.967692	0.965053
41480	-1557.689	-1625.13	67.44141	0.964674	0.967843	0.965204	0.964366	0.964575	0.972819	0.973218	0.969138	0.968654	0.969577
41490	-1557.628	-1625.069	67.44141	0.968496	0.967655	0.970834	0.979132	0.976462	0.972369	0.972579	0.973506	0.973906	0.973419
41500	-1557.802	-1625.244	67.44141	0.96147	0.964629	0.961998	0.961163	0.961371	0.969588	0.969986	0.96592	0.965437	0.966356
41510	-1557.626	-1625.067	67.44141	0.969272	0.970196	0.966128	0.965645	0.973899	0.974299	0.973453	0.973664	0.976863	0.974199
41520	-1558.588	-1626.029	67.44141	0.987582	0.986724	0.995158	0.998428	0.994242	0.991531	0.992475	0.992691	0.992194	0.992602
41530	-1557.693	-1625.134	67.44141	0.964512	0.972756	0.971911	0.967837	0.971017	0.971942	0.969291	0.968806	0.969017	0.969414
41540	-1558.133	-1625.574	67.44141	0.955897	0.964067	0.96323	0.959192	0.962343	0.96326	0.960633	0.960153	0.960361	0.960755
41550	-1558.036	-1625.478	67.44141	0.957267	0.956436	0.959578	0.96778	0.965141	0.961095	0.961303	0.962219	0.962614	0.962133
41560	-1557.829	-1625.27	67.44141	0.960885	0.964042	0.961413	0.960578	0.960786	0.968998	0.969396	0.965332	0.964849	0.965769
41570	-1557.642	-1625.083	67.44141	0.96701	0.96617	0.969344	0.97763	0.974964	0.970876	0.971087	0.972012	0.972411	0.971925
41580	-1557.842	-1625.283	67.44141	0.960616	0.960824	0.958204	0.958597	0.961746	0.961266	0.960431	0.961346	0.969563	0.965498
41590	-1557.626	-1625.067	67.44141	0.969348	0.977634	0.973535	0.97269	0.973616	0.976815	0.976327	0.973664	0.974064	0.974275
41600	-1559.644	-1627.085	67.44141	0.995629	0.992914	0.996176	0.996392	0.995527	0.995935	1.00445	1.00395	0.999737	1.00069
41610	-1557.717	-1625.159	67.44141	0.975053	0.975265	0.975665	0.973004	0.972518	0.975713	0.976643	0.975795	0.971704	0.980009
41620	-1557.698	-1625.14	67.44141	0.964328	0.967497	0.966656	0.96402	0.97226	0.972471	0.968394	0.968792	0.969714	0.96923
41630	-1557.865	-1625.307	67.44141	0.978529	0.977679	0.986035	0.989275	0.985128	0.982441	0.983377	0.98359	0.983099	0.983502
41640	-1557.694	-1625.135	67.44141	0.974279	0.97449	0.971833	0.972232	0.975426	0.974938	0.974091	0.975019	0.983353	0.979231
41650	-1557.845	-1625.286	67.44141	0.960564	0.957945	0.961092	0.9613	0.960466	0.96086	0.969072	0.968588	0.964527	0.965446
41660	-1558.088	-1625.529	67.44141	0.956516	0.959659	0.957042	0.956211	0.956418	0.964593	0.964989	0.960943	0.960463	0.961378
41670	-1557.789	-1625.231	67.44141	0.961772	0.962167	0.962375	0.961894	0.959271	0.960185	0.963339	0.959301	0.958468	0.96666
41680	-1557.639	-1625.08	67.44141	0.967226	0.968148	0.967664	0.963607	0.964002	0.972242	0.972453	0.971608	0.968959	0.972142
41690	-1557.71	-1625.152	67.44141	0.963913	0.959872	0.968076	0.968999	0.968157	0.967673	0.970852	0.971251	0.968602	0.968812
41700	-1557.749	-1625.19	67.44141	0.962786	0.961949	0.970172	0.973359	0.969278	0.966635	0.967556	0.967766	0.967282	0.967679
41710	-1557.866	-1625.307	67.44141	0.978539	0.977689	0.980901	0.989285	0.986587	0.982451	0.982664	0.9836	0.984004	0.983512
41720	-1557.706	-1625.147	67.44141	0.964065	0.972305	0.97146	0.967388	0.970566	0.971491	0.968841	0.968357	0.968567	0.968964
41730	-1557.65	-1625.092	67.44141	0.966451	0.963816	0.964025	0.967192	0.967589	0.966749	0.966265	0.974524	0.975453	0.971363
41740	-1558.54	-1625.981	67.44141	0.951199	0.951589	0.951795	0.95132	0.948725	0.949629	0.952749	0.948755	0.947931	0.956033
41750	-1557.626	-1625.067	67.44141	0.96948	0.96969	0.967046	0.967442	0.970621	0.970136	0.969293	0.970217	0.978509	0.974407
41760	-1557.695	-1625.136	67.44141	0.974326	0.971669	0.974862	0.975073	0.974226	0.974626	0.982957	0.982465	0.978346	0.979278
41770	-1557.646	-1625.088	67.44141	0.972089	0.972299	0.972699	0.970046	0.969561	0.972746	0.973673	0.972827	0.968749	0.977029
41780	-1557.741	-1625.182	67.44141	0.96301	0.971241	0.967169	0.96633	0.96725	0.970428	0.969943	0.967298	0.967695	0.967905
41790	-1558.307	-1625.748	67.44141	0.984725	0.98513	0.985343	0.984851	0.982165	0.983101	0.986331	0.982195	0.981342	0.98973
41800	-1559.661	-1627.102	67.44141	0.942021	0.94155	0.942447	0.942834	0.938881	0.939085	0.947112	0.944529	0.943709	0.946809
41810	-1557.955	-1625.396	67.44141	0.958545	0.966737	0.962685	0.961848	0.962765	0.965928	0.965445	0.962812	0.963207	0.963416
41820	-1557.639	-1625.081	67.44141	0.967195	0.970373	0.967727	0.966886	0.967096	0.975362	0.975762	0.971672	0.971186	0.972111
41830	-1557.959	-1625.401	67.44141	0.958473	0.959386	0.958906	0.954886	0.955278	0.963443	0.963652	0.962815	0.960189	0.963344
41840	-1557.774	-1625.216	67.44141	0.976599	0.977	0.977212	0.976724	0.97406	0.974988	0.978191	0.97409	0.973244	0.981563
41850	-1558.4	-1625.841	67.44141	0.985731	0.985238	0.986177	0.986581	0.982445	0.982658	0.991057	0.988355	0.987496	0.990741
41860	-1559.933	-1627.375	67.44141	0.997424	0.994704	0.994919	0.998188	0.998598	0.997731	0.997232	1.00576	1.00671	1.00249
41870	-1557.768	-1625.209	67.44141	0.962292	0.959668	0.959876	0.96303	0.963425	0.962589	0.962107	0.970331	0.971255	0.967183
41880	-1557.715	-1625.156	67.44141	0.963771	0.966938	0.966098	0.963463	0.971698	0.971909	0.967835	0.968232	0.969154	0.96867
41890	-1557.63	-1625.071	67.44141	0.970632	0.97103	0.971241	0.970755	0.968108	0.96903	0.972214	0.968138	0.967297	0.975565
41900	-1557.665	-1625.107	67.44141	0.973134	0.981452	0.977337	0.976489	0.977419	0.98063	0.98014	0.977467	0.977868	0.97808
41910	-1558.176	-1625.617	67.44141	0.983183	0.983396	0.980714	0.981117	0.98434	0.983848	0.982994	0.98393	0.99234	0.98818
41920	-1557.704	-1625.145	67.44141	0.974622	0.982952	0.982098	0.977981	0.981194	0.982129	0.97945	0.978961	0.979173	0.979575
41930	-1559.105	-1626.547	67.44141	0.946142	0.943562	0.943767	0.946867	0.947256	0.946433	0.94596	0.954046	0.954954	0.950951
41940	-1558.473	-1625.915	67.44141	0.986478	0.982342	0.990739	0.991682	0.990821	0.990326	0.993579	0.993987	0.991277	0.991492
41950	-1557.744	-1625.185	67.44141	0.962916	0.962435	0.963352	0.963747	0.959707	0.959915	0.96812	0.965479	0.964641	0.96781
41960	-1557.626	-1625.067	67.44141	0.969237	0.968753	0.96915	0.970074	0.970284	0.966216	0.963581	0.971817	0.97501	0.974163
41970	-1558.9	-1626.341	67.44141	0.947848	0.948751	0.944773	0.944301	0.952372	0.952763	0.951936	0.952142	0.95527	0.952665
41980	-1557.86	-1625.301	67.44141	0.960259	0.960468	0.960862	0.958241	0.957762	0.960909	0.961824	0.960989	0.95696	0.96514
41990	-1558.194	-1625.635	67.44141	0.983409	0.983622	0.984026	0.981343	0.980852	0.984075	0.985012	0.984157	0.980031	0.988407
42000	-1559.043	-1626.484	67.44141	0.991422	0.991637	0.988932	0.989338	0.992589	0.992093	0.991231	0.992175	1.00066	0.996461
