Iteration	Replicate_ID	Posterior	Likelihood	Prior	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]
4661	1	-1557.63	-1625.071	67.44141	0.970609	0.978905	0.978055	0.973955	0.977155	0.978085	0.975418	0.97493	0.975142	0.975542
4662	0	-1574.529	-1625.687	51.15772	0.954454	0.955179	0.958019	0.959083	0.956238	0.956981	0.958743	0.956266	0.955874	0.956713
4663	1	-1557.882	-1625.324	67.44141	0.95983	0.958996	0.962147	0.970371	0.967724	0.963667	0.963876	0.964795	0.965191	0.964708
4664	0	-1573.916	-1625.074	51.15772	0.97092	0.971674	0.969164	0.97024	0.971092	0.971829	0.971431	0.974319	0.976113	0.973218
4665	1	-1557.631	-1625.072	67.44141	0.96805	0.96826	0.968658	0.966016	0.965533	0.968706	0.969628	0.968786	0.964725	0.972971
4666	0	-1573.985	-1625.143	51.15772	0.964217	0.963823	0.964669	0.966445	0.963948	0.961088	0.961835	0.964695	0.965766	0.966499
4667	1	-1558.206	-1625.648	67.44141	0.98356	0.980878	0.981091	0.984314	0.984718	0.983863	0.983371	0.991776	0.992721	0.988559
4668	0	-1573.932	-1625.09	51.15772	0.972226	0.972981	0.974062	0.971545	0.972282	0.973136	0.976029	0.975629	0.972735	0.974526
4669	1	-1557.976	-1625.418	67.44141	0.958197	0.957365	0.96051	0.96872	0.966078	0.962028	0.962237	0.963153	0.963549	0.963067
4670	0	-1573.939	-1625.097	51.15772	0.966135	0.967208	0.96796	0.968695	0.966191	0.969064	0.969915	0.967038	0.966642	0.968422
4671	1	-1558.019	-1625.461	67.44141	0.957521	0.95491	0.958047	0.958255	0.957423	0.957816	0.966003	0.96552	0.961472	0.962388
4672	0	-1575.02	-1626.177	51.15772	0.94931	0.948921	0.950669	0.951503	0.948681	0.946229	0.949043	0.94978	0.950501	0.951557
4673	1	-1557.911	-1625.353	67.44141	0.959293	0.959501	0.959895	0.957277	0.956798	0.959942	0.960856	0.960022	0.955997	0.964168
4674	0	-1574.141	-1625.298	51.15772	0.960314	0.961381	0.962128	0.962858	0.96037	0.963225	0.964071	0.961211	0.960817	0.962586
4675	1	-1557.771	-1625.213	67.44141	0.976529	0.977459	0.97697	0.972875	0.973274	0.981593	0.981806	0.980953	0.978278	0.981492
4676	0	-1574.229	-1625.387	51.15772	0.958703	0.960468	0.960075	0.957226	0.958067	0.960916	0.958433	0.95916	0.959905	0.960971
4677	1	-1558.264	-1625.705	67.44141	0.95423	0.955139	0.951134	0.950659	0.958784	0.959178	0.958345	0.958553	0.961702	0.95908
4678	0	-1574.125	-1625.282	51.15772	0.978055	0.978815	0.976286	0.97737	0.978228	0.97897	0.97857	0.981479	0.983287	0.980369
4679	1	-1558.007	-1625.448	67.44141	0.980893	0.981106	0.97843	0.978832	0.982048	0.981557	0.980704	0.981639	0.990029	0.985878
4680	0	-1573.969	-1625.126	51.15772	0.964812	0.965544	0.968415	0.969491	0.966614	0.967366	0.969147	0.966643	0.966247	0.967095
4681	1	-1559.911	-1627.352	67.44141	0.940346	0.93953	0.94756	0.950673	0.946688	0.944106	0.945005	0.94521	0.944738	0.945125
4682	0	-1574.244	-1625.401	51.15772	0.95846	0.96131	0.96204	0.959186	0.960251	0.962019	0.962767	0.962373	0.959886	0.960729
4683	1	-1558.268	-1625.709	67.44141	0.954185	0.953357	0.961505	0.964664	0.96062	0.958001	0.958913	0.959121	0.958642	0.959035
4684	0	-1574.226	-1625.384	51.15772	0.958751	0.956274	0.957113	0.957857	0.957465	0.958528	0.960293	0.961022	0.958171	0.96102
4685	1	-1557.645	-1625.086	67.44141	0.96681	0.96597	0.969144	0.977428	0.974762	0.970676	0.970886	0.971811	0.97221	0.971724
4686	0	-1573.923	-1625.081	51.15772	0.967218	0.966822	0.96767	0.969452	0.966947	0.964079	0.964828	0.967697	0.968772	0.969507
4687	1	-1557.757	-1625.199	67.44141	0.962563	0.959938	0.960146	0.9633	0.963696	0.962859	0.962377	0.970603	0.971528	0.967455
4688	0	-1574.059	-1625.217	51.15772	0.962096	0.95961	0.960356	0.961199	0.962266	0.961872	0.962602	0.964375	0.967242	0.964373
4689	1	-1557.626	-1625.067	67.44141	0.969562	0.966918	0.970095	0.970305	0.969463	0.969861	0.97815	0.977661	0.973563	0.97449
4690	0	-1574.113	-1625.27	51.15772	0.97781	0.978669	0.978268	0.97574	0.977537	0.978297	0.975394	0.976478	0.979381	0.980124
4691	1	-1559.475	-1626.917	67.44141	0.943332	0.942513	0.950569	0.953692	0.949694	0.947104	0.948006	0.948212	0.947738	0.948127
4692	0	-1576.189	-1627.347	51.15772	0.997255	0.99813	0.995551	0.995144	0.995917	0.997751	0.998859	0.995896	0.996651	0.999615
4693	1	-1557.818	-1625.259	67.44141	0.97758	0.985936	0.98508	0.98095	0.984173	0.98511	0.982424	0.981933	0.982146	0.982549
4694	0	-1573.94	-1625.097	51.15772	0.966132	0.965736	0.966584	0.968364	0.965862	0.962996	0.963744	0.96661	0.967684	0.968418
4695	1	-1557.626	-1625.067	67.44141	0.969477	0.966833	0.967043	0.97022	0.970618	0.969775	0.96929	0.977575	0.978506	0.974404
4696	0	-1574.993	-1626.151	51.15772	0.949556	0.951305	0.948482	0.948094	0.950913	0.951748	0.95247	0.950009	0.951064	0.951803
4697	1	-1558.13	-1625.571	67.44141	0.9826	0.97992	0.980133	0.983353	0.983757	0.982902	0.982411	0.990808	0.991752	0.987594
4698	0	-1574.002	-1625.16	51.15772	0.975102	0.974703	0.976498	0.977355	0.974456	0.971938	0.974828	0.975585	0.976325	0.97741
4699	1	-1557.648	-1625.089	67.44141	0.966618	0.966135	0.966532	0.967452	0.967662	0.963605	0.960978	0.969191	0.972376	0.971531
4700	0	-1574.211	-1625.369	51.15772	0.979628	0.981432	0.97852	0.978119	0.981028	0.981889	0.982634	0.980095	0.981184	0.981946
4701	1	-1557.629	-1625.07	67.44141	0.968345	0.967861	0.968783	0.969181	0.965117	0.965327	0.973578	0.970923	0.970079	0.973267
4702	0	-1574.718	-1625.876	51.15772	0.952293	0.953016	0.95585	0.956911	0.954072	0.954814	0.956572	0.9541	0.95371	0.954547
4703	1	-1557.734	-1625.175	67.44141	0.97555	0.975062	0.975991	0.976392	0.972298	0.972509	0.980821	0.978147	0.977297	0.980508
4704	0	-1573.925	-1625.083	51.15772	0.97173	0.972468	0.975359	0.976443	0.973546	0.974302	0.976096	0.973574	0.973176	0.97403
4705	1	-1557.647	-1625.088	67.44141	0.97214	0.972539	0.97275	0.972264	0.969613	0.970536	0.973725	0.969643	0.968801	0.977081
4706	0	-1573.91	-1625.068	51.15772	0.969876	0.97276	0.969874	0.97061	0.972397	0.973477	0.973079	0.973835	0.97469	0.972171
4707	1	-1558.11	-1625.551	67.44141	0.982338	0.981485	0.98471	0.993127	0.990418	0.986266	0.98648	0.98742	0.987825	0.987331
4708	0	-1574.047	-1625.205	51.15772	0.976331	0.979234	0.976329	0.977069	0.978869	0.979956	0.979555	0.980316	0.981176	0.978641
4709	1	-1557.642	-1625.083	67.44141	0.971778	0.972177	0.971691	0.971902	0.972828	0.970175	0.966107	0.969281	0.977566	0.976717
4710	0	-1574.544	-1625.702	51.15772	0.954271	0.954996	0.957835	0.958899	0.956054	0.956797	0.958559	0.956082	0.955691	0.95653
4711	1	-1558.983	-1626.424	67.44141	0.990954	0.990459	0.991402	0.991809	0.987651	0.987866	0.996309	0.993592	0.992729	0.995991
4712	0	-1575.033	-1626.191	51.15772	0.989034	0.990132	0.990884	0.991653	0.994602	0.992032	0.989089	0.989957	0.99178	0.991374
4713	1	-1557.665	-1625.107	67.44141	0.965652	0.973905	0.973059	0.96898	0.972164	0.97309	0.970436	0.969951	0.970161	0.970559
4714	0	-1574.613	-1625.771	51.15772	0.984975	0.984571	0.986384	0.98725	0.984321	0.981778	0.984697	0.985462	0.98621	0.987305
4715	1	-1557.856	-1625.297	67.44141	0.978347	0.978559	0.978961	0.976291	0.975803	0.979009	0.979942	0.979091	0.974986	0.98332
4716	0	-1573.911	-1625.069	51.15772	0.968613	0.968216	0.969066	0.97085	0.968342	0.965469	0.966219	0.969092	0.970169	0.970905
4717	1	-1558.457	-1625.899	67.44141	0.952052	0.951576	0.952482	0.952873	0.948878	0.949084	0.957196	0.954586	0.953757	0.956891
4718	0	-1573.924	-1625.082	51.15772	0.967091	0.968871	0.968475	0.965602	0.966449	0.969323	0.966818	0.967552	0.968304	0.969379
4719	1	-1558.596	-1626.037	67.44141	0.987658	0.988599	0.984454	0.983962	0.992372	0.992779	0.991917	0.992132	0.995392	0.992678
4720	0	-1574.118	-1625.276	51.15772	0.977924	0.977523	0.979323	0.980183	0.977275	0.97475	0.977648	0.978408	0.97915	0.980238
4721	1	-1558.179	-1625.62	67.44141	0.955295	0.958434	0.957601	0.95499	0.963153	0.963362	0.959323	0.959716	0.960631	0.96015
4722	0	-1574.674	-1625.832	51.15772	0.952778	0.950316	0.951055	0.95189	0.952947	0.952557	0.95328	0.955035	0.957875	0.955033
4723	1	-1557.671	-1625.113	67.44141	0.965377	0.964538	0.967707	0.975979	0.973317	0.969236	0.969447	0.97037	0.970768	0.970283
4724	0	-1574.193	-1625.351	51.15772	0.95933	0.960396	0.961124	0.961871	0.964731	0.962238	0.959384	0.960226	0.961994	0.9616
4725	1	-1557.934	-1625.376	67.44141	0.979751	0.977079	0.977291	0.980502	0.980905	0.980053	0.979563	0.987936	0.988877	0.984731
4726	0	-1575.383	-1626.541	51.15772	0.991852	0.991446	0.993271	0.994143	0.991194	0.988633	0.991573	0.992343	0.993096	0.994199
4727	1	-1557.697	-1625.138	67.44141	0.974378	0.970293	0.978587	0.979519	0.978668	0.978179	0.981393	0.981796	0.979118	0.979331
4728	0	-1575.653	-1626.811	51.15772	0.944106	0.941666	0.942493	0.943225	0.942839	0.943886	0.945624	0.946342	0.943534	0.94634
4729	1	-1558.79	-1626.231	67.44141	0.948818	0.949207	0.948733	0.948938	0.949842	0.947252	0.943281	0.94638	0.954469	0.95364
4730	0	-1575.439	-1626.597	51.15772	0.945741	0.946571	0.944125	0.943739	0.944472	0.946211	0.947262	0.944452	0.945169	0.947979
4731	1	-1557.817	-1625.259	67.44141	0.977563	0.973465	0.974392	0.982721	0.982229	0.981376	0.981779	0.985005	0.985218	0.982532
4732	0	-1575.302	-1626.46	51.15772	0.991233	0.988672	0.98944	0.990309	0.991409	0.991003	0.991755	0.993581	0.996535	0.993579
4733	1	-1557.661	-1625.102	67.44141	0.965875	0.966272	0.966481	0.965998	0.963364	0.964281	0.96745	0.963394	0.962557	0.970784
4734	0	-1573.952	-1625.11	51.15772	0.965494	0.966566	0.967317	0.968051	0.96555	0.968421	0.969271	0.966395	0.966	0.967779
4735	1	-1557.791	-1625.233	67.44141	0.976992	0.972896	0.973823	0.982147	0.981656	0.980803	0.981206	0.984429	0.984643	0.981958
4736	0	-1573.915	-1625.072	51.15772	0.970765	0.971617	0.97122	0.96871	0.970494	0.971248	0.968367	0.969442	0.972325	0.973063
4737	1	-1557.665	-1625.106	67.44141	0.965685	0.961637	0.969856	0.97078	0.969937	0.969452	0.972637	0.973037	0.970383	0.970594
4738	0	-1574.172	-1625.33	51.15772	0.97896	0.97643	0.977287	0.978047	0.977646	0.978732	0.980534	0.981278	0.978367	0.981276
4739	1	-1557.678	-1625.119	67.44141	0.973678	0.974078	0.973591	0.973802	0.974729	0.972071	0.967996	0.971176	0.979477	0.978627
4740	0	-1575.053	-1626.211	51.15772	0.949006	0.946554	0.947289	0.948121	0.949174	0.948785	0.949505	0.951253	0.954082	0.951251
4741	1	-1557.885	-1625.327	67.44141	0.978899	0.976229	0.976441	0.979649	0.980051	0.9792	0.978711	0.987076	0.988016	0.983874
4742	0	-1573.996	-1625.153	51.15772	0.974892	0.972	0.97489	0.976686	0.977427	0.977026	0.978112	0.97897	0.979731	0.977199
4743	1	-1557.869	-1625.31	67.44141	0.960078	0.963233	0.960606	0.959772	0.95998	0.968185	0.968583	0.964522	0.96404	0.964958
4744	0	-1573.957	-1625.115	51.15772	0.973485	0.976379	0.97712	0.974221	0.975304	0.977099	0.977859	0.977458	0.974933	0.975788
4745	1	-1558.56	-1626.001	67.44141	0.950997	0.954122	0.95152	0.950693	0.9509	0.959027	0.959421	0.955399	0.954921	0.955831
4746	0	-1574.414	-1625.572	51.15772	0.98261	0.979694	0.981498	0.984417	0.984014	0.98476	0.985625	0.98672	0.98417	0.984935
4747	1	-1557.626	-1625.067	67.44141	0.969101	0.968259	0.976535	0.979744	0.975636	0.972976	0.973903	0.974114	0.973627	0.974027
4748	0	-1574.046	-1625.203	51.15772	0.962439	0.959584	0.961351	0.96421	0.963815	0.964546	0.965393	0.966465	0.963968	0.964717
4749	1	-1558.273	-1625.715	67.44141	0.984348	0.992761	0.988599	0.987741	0.988681	0.99193	0.991434	0.98873	0.989136	0.989351
4750	0	-1574.036	-1625.193	51.15772	0.976039	0.976896	0.974371	0.973972	0.974729	0.976524	0.977609	0.974709	0.975448	0.978349
4751	1	-1557.798	-1625.239	67.44141	0.961575	0.960739	0.963896	0.972135	0.969484	0.965419	0.965629	0.966549	0.966945	0.966462
4752	0	-1573.929	-1625.087	51.15772	0.972032	0.973821	0.973423	0.970535	0.971387	0.974275	0.971758	0.972495	0.973251	0.974332
4753	1	-1557.976	-1625.417	67.44141	0.980419	0.981353	0.977238	0.97675	0.985098	0.985503	0.984647	0.98486	0.988096	0.985402
4754	0	-1573.928	-1625.086	51.15772	0.971967	0.972704	0.973785	0.97668	0.977439	0.97454	0.972021	0.973811	0.974666	0.974267
4755	1	-1558.087	-1625.529	67.44141	0.956527	0.956048	0.956959	0.957352	0.953338	0.953545	0.961695	0.959073	0.95824	0.961388
4756	0	-1574.88	-1626.038	51.15772	0.950636	0.947815	0.949561	0.952384	0.951994	0.952717	0.953553	0.954612	0.952145	0.952885
4757	1	-1557.631	-1625.073	67.44141	0.970836	0.971761	0.967687	0.967203	0.97547	0.97587	0.975023	0.975234	0.978438	0.97577
4758	0	-1574.803	-1625.961	51.15772	0.951406	0.954235	0.954959	0.952126	0.953183	0.954939	0.955681	0.955289	0.952821	0.953657
4759	1	-1557.709	-1625.15	67.44141	0.963978	0.961349	0.964508	0.964717	0.963879	0.964275	0.972517	0.97203	0.967955	0.968877
4760	0	-1574.473	-1625.631	51.15772	0.983356	0.982953	0.983816	0.985627	0.983081	0.980164	0.980926	0.983843	0.984935	0.985683
4761	1	-1557.831	-1625.272	67.44141	0.977844	0.978057	0.978458	0.97579	0.975302	0.978506	0.979438	0.978588	0.974485	0.982814
4762	0	-1573.959	-1625.117	51.15772	0.973576	0.974431	0.974032	0.971515	0.973304	0.97406	0.97117	0.972249	0.97514	0.97588
4763	1	-1558.465	-1625.906	67.44141	0.951972	0.949376	0.949582	0.952702	0.953093	0.952265	0.951789	0.959924	0.960839	0.956811
4764	0	-1574.286	-1625.444	51.15772	0.980821	0.981911	0.982656	0.983419	0.986343	0.983795	0.980876	0.981737	0.983545	0.983142
4765	1	-1559.137	-1626.578	67.44141	0.992134	0.987974	0.996419	0.997368	0.996502	0.996004	0.999276	0.999686	0.99696	0.997176
4766	0	-1573.965	-1625.122	51.15772	0.973794	0.974876	0.975616	0.976374	0.979277	0.976747	0.973849	0.974704	0.976499	0.976099
4767	1	-1557.631	-1625.073	67.44141	0.970822	0.966752	0.967673	0.975944	0.975456	0.974609	0.975009	0.978212	0.978425	0.975756
4768	0	-1573.917	-1625.074	51.15772	0.971005	0.968124	0.971003	0.972791	0.973529	0.97313	0.974211	0.975066	0.975824	0.973303
4769	1	-1557.805	-1625.247	67.44141	0.961397	0.960562	0.968772	0.971955	0.96788	0.965241	0.96616	0.96637	0.965887	0.966283
4770	0	-1574.057	-1625.214	51.15772	0.962159	0.963004	0.960516	0.960122	0.960868	0.962638	0.963707	0.960848	0.961577	0.964436
4771	1	-1558.025	-1625.467	67.44141	0.981162	0.981565	0.981778	0.981287	0.978611	0.979543	0.982761	0.978641	0.977791	0.986149
4772	0	-1574.109	-1625.267	51.15772	0.977735	0.979535	0.979134	0.976229	0.977086	0.979991	0.977459	0.978201	0.978961	0.980048
4773	1	-1557.722	-1625.163	67.44141	0.963558	0.963076	0.963993	0.964389	0.960346	0.960554	0.968764	0.966123	0.965284	0.968455
4774	0	-1574.933	-1626.091	51.15772	0.95012	0.951175	0.951897	0.952637	0.955469	0.953001	0.950173	0.951007	0.952759	0.952368
4775	1	-1557.71	-1625.151	67.44141	0.963927	0.96309	0.971322	0.974513	0.970428	0.967781	0.968703	0.968913	0.968429	0.968826
4776	0	-1573.95	-1625.107	51.15772	0.973154	0.973911	0.974992	0.972473	0.973211	0.974065	0.976962	0.976562	0.973664	0.975457
4777	1	-1557.839	-1625.28	67.44141	0.978008	0.97822	0.978621	0.975953	0.975465	0.97867	0.979602	0.978751	0.974648	0.982978
4778	0	-1574.563	-1625.721	51.15772	0.984419	0.987346	0.988096	0.985164	0.986259	0.988075	0.988843	0.988438	0.985884	0.986749
4779	1	-1557.632	-1625.074	67.44141	0.967856	0.971036	0.970193	0.967547	0.975817	0.976029	0.971937	0.972336	0.973262	0.972776
4780	0	-1573.909	-1625.067	51.15772	0.969336	0.970071	0.971149	0.974037	0.974794	0.971902	0.96939	0.971175	0.972028	0.97163
4781	1	-1557.629	-1625.071	67.44141	0.968286	0.969209	0.965145	0.964663	0.972908	0.973307	0.972462	0.972673	0.975869	0.973208
4782	0	-1573.946	-1625.103	51.15772	0.972961	0.973717	0.971201	0.97228	0.973133	0.973872	0.973473	0.976367	0.978165	0.975263
4783	1	-1559.396	-1626.837	67.44141	0.943912	0.944811	0.94085	0.94038	0.948418	0.948807	0.947983	0.948188	0.951304	0.948709
4784	0	-1573.909	-1625.067	51.15772	0.969264	0.97034	0.971094	0.971831	0.96932	0.972202	0.973056	0.970169	0.969772	0.971557
4785	1	-1559.984	-1627.425	67.44141	0.997724	0.993541	0.994488	1.00299	1.00249	1.00162	1.00203	1.00532	1.00554	1.0028
4786	0	-1577.896	-1629.054	51.15772	0.930684	0.931501	0.93112	0.928714	0.930424	0.931147	0.928384	0.929415	0.932179	0.932886
4787	1	-1559.08	-1626.521	67.44141	0.946349	0.942382	0.94328	0.951342	0.950866	0.950041	0.95043	0.953553	0.95376	0.951159
4788	0	-1573.97	-1625.128	51.15772	0.974009	0.971492	0.972247	0.973101	0.974182	0.973783	0.974522	0.976316	0.979219	0.976314
4789	1	-1557.791	-1625.233	67.44141	0.976998	0.972902	0.973829	0.982153	0.981662	0.980809	0.981212	0.984435	0.984649	0.981964
4790	0	-1573.932	-1625.09	51.15772	0.972216	0.969704	0.970555	0.971309	0.970912	0.97199	0.97378	0.974519	0.971628	0.974517
4791	1	-1557.626	-1625.067	67.44141	0.969583	0.96874	0.971923	0.980231	0.977557	0.973459	0.97367	0.974598	0.974998	0.97451
4792	0	-1574.087	-1625.245	51.15772	0.977267	0.974742	0.975499	0.976356	0.97744	0.97704	0.977781	0.979582	0.982495	0.97958
4793	1	-1558.031	-1625.472	67.44141	0.981246	0.989633	0.985484	0.984628	0.985566	0.988804	0.98831	0.985615	0.986019	0.986233
4794	0	-1575.822	-1626.98	51.15772	0.994944	0.995699	0.99866	0.999769	0.996803	0.997578	0.999415	0.996832	0.996424	0.997299
4795	1	-1558.45	-1625.892	67.44141	0.986245	0.983556	0.983769	0.987001	0.987406	0.986549	0.986056	0.994484	0.995431	0.991258
4796	0	-1574.721	-1625.878	51.15772	0.952271	0.954024	0.953634	0.950805	0.951639	0.954469	0.952003	0.952725	0.953465	0.954524
4797	1	-1557.627	-1625.068	67.44141	0.970049	0.965982	0.974239	0.975167	0.97432	0.973833	0.977033	0.977434	0.974768	0.97498
4798	0	-1574.069	-1625.227	51.15772	0.976853	0.974329	0.975184	0.975942	0.975543	0.976626	0.978424	0.979167	0.976262	0.979165
4799	1	-1557.713	-1625.155	67.44141	0.974928	0.97084	0.979138	0.980071	0.97922	0.97873	0.981946	0.982349	0.97967	0.979883
4800	0	-1574.216	-1625.374	51.15772	0.979721	0.980464	0.981553	0.984472	0.985237	0.982314	0.979776	0.98158	0.982442	0.982039
4801	1	-1558.454	-1625.896	67.44141	0.952085	0.952476	0.952	0.952207	0.953114	0.950514	0.946529	0.949639	0.957756	0.956924
4802	0	-1575.657	-1626.815	51.15772	0.993829	0.993422	0.994294	0.996125	0.993551	0.990603	0.991373	0.994321	0.995425	0.996181
4803	1	-1557.706	-1625.147	67.44141	0.9747	0.974911	0.972252	0.972651	0.975847	0.975359	0.974512	0.97544	0.983778	0.979653
4804	0	-1574.52	-1625.678	51.15772	0.983915	0.984779	0.984375	0.981832	0.98364	0.984404	0.981484	0.982574	0.985495	0.986243
4805	1	-1557.775	-1625.217	67.44141	0.976624	0.977025	0.977237	0.976748	0.974085	0.975013	0.978216	0.974115	0.973269	0.981588
4806	0	-1575.415	-1626.573	51.15772	0.945936	0.946767	0.946379	0.943934	0.945672	0.946406	0.943599	0.944647	0.947456	0.948175
4807	1	-1558.224	-1625.665	67.44141	0.983766	0.98398	0.981296	0.981699	0.984924	0.984432	0.983577	0.984514	0.992929	0.988766
4808	0	-1574.087	-1625.245	51.15772	0.977275	0.978133	0.977733	0.975206	0.977002	0.977761	0.97486	0.975943	0.978845	0.979588
4809	1	-1557.791	-1625.233	67.44141	0.976995	0.977926	0.973826	0.973339	0.981658	0.982061	0.981208	0.981421	0.984646	0.98196
4810	0	-1574.526	-1625.684	51.15772	0.954494	0.955332	0.952864	0.952473	0.953214	0.954969	0.95603	0.953193	0.953917	0.956753
4811	1	-1557.904	-1625.345	67.44141	0.979224	0.987594	0.983453	0.982599	0.983535	0.986767	0.986273	0.983584	0.983987	0.984201
4812	0	-1574.054	-1625.211	51.15772	0.962234	0.962964	0.965827	0.9669	0.964032	0.964781	0.966557	0.96406	0.963665	0.964511
4813	1	-1557.646	-1625.087	67.44141	0.966713	0.974975	0.970888	0.970045	0.970969	0.974159	0.973672	0.971017	0.971415	0.971626
4814	0	-1574.933	-1626.091	51.15772	0.950119	0.951174	0.951914	0.952636	0.950174	0.953	0.953836	0.951006	0.950617	0.952367
4815	1	-1558.387	-1625.828	67.44141	0.952818	0.950219	0.953341	0.953548	0.95272	0.953111	0.961258	0.960777	0.956749	0.95766
4816	0	-1573.909	-1625.067	51.15772	0.969459	0.966954	0.967706	0.968555	0.969631	0.969234	0.969969	0.971755	0.974645	0.971753
4817	1	-1558.483	-1625.924	67.44141	0.951784	0.954911	0.954081	0.951479	0.959612	0.95982	0.955796	0.956189	0.957099	0.956621
4818	0	-1575.383	-1626.541	51.15772	0.991855	0.991449	0.992319	0.994146	0.991577	0.988636	0.989404	0.992346	0.993448	0.994202
4819	1	-1557.814	-1625.255	67.44141	0.961211	0.95859	0.958798	0.961948	0.962343	0.961507	0.961027	0.969241	0.970164	0.966097
4820	0	-1573.98	-1625.138	51.15772	0.964402	0.964007	0.965782	0.96663	0.963762	0.961272	0.96413	0.964879	0.965612	0.966684
4821	1	-1558.207	-1625.648	67.44141	0.954937	0.95446	0.955369	0.955761	0.951754	0.95196	0.960097	0.957479	0.956647	0.95979
4822	0	-1573.909	-1625.067	51.15772	0.969645	0.966768	0.969643	0.971429	0.972166	0.971768	0.972847	0.973701	0.974458	0.97194
4823	1	-1557.732	-1625.173	67.44141	0.963264	0.962428	0.96559	0.973843	0.971187	0.967116	0.967326	0.968247	0.968644	0.96816
4824	0	-1574.673	-1625.831	51.15772	0.952785	0.952395	0.953231	0.954986	0.952519	0.949693	0.950431	0.953257	0.954316	0.95504
4825	1	-1557.682	-1625.124	67.44141	0.973845	0.977045	0.976196	0.973534	0.981855	0.982068	0.977951	0.978352	0.979284	0.978795
4826	0	-1575.079	-1626.237	51.15772	0.989431	0.991253	0.988312	0.987907	0.990845	0.991715	0.992467	0.989903	0.991002	0.991772
4827	1	-1557.725	-1625.167	67.44141	0.963453	0.964371	0.960328	0.959848	0.968052	0.968449	0.967608	0.967818	0.970998	0.96835
4828	0	-1574.247	-1625.405	51.15772	0.980218	0.981078	0.980676	0.978142	0.979944	0.980705	0.977796	0.978882	0.981792	0.982537
4829	1	-1558.14	-1625.581	67.44141	0.955808	0.9518	0.952707	0.96085	0.96037	0.959536	0.95993	0.963084	0.963292	0.960665
