Iteration	Replicate_ID	Posterior	Likelihood	Prior	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]
6894	0	-1574	-1625.158	51.15772	0.975024	0.976107	0.976848	0.977607	0.980514	0.97798	0.975079	0.975935	0.977732	0.977332
6895	1	-1557.72	-1625.161	67.44141	0.963623	0.971859	0.967785	0.966945	0.967866	0.971046	0.97056	0.967913	0.968311	0.968521
6896	0	-1574.113	-1625.27	51.15772	0.977807	0.977407	0.978265	0.980066	0.977534	0.974634	0.975391	0.978291	0.979378	0.980121
6897	1	-1558.235	-1625.676	67.44141	0.954583	0.95479	0.952186	0.952577	0.955706	0.955229	0.954399	0.955308	0.963474	0.959434
6898	0	-1575.659	-1626.817	51.15772	0.94406	0.945108	0.945843	0.946561	0.944115	0.946922	0.947753	0.944942	0.944555	0.946294
6899	1	-1557.629	-1625.07	67.44141	0.968354	0.971535	0.968886	0.968045	0.968255	0.976531	0.976931	0.972836	0.972349	0.973276
6900	0	-1574.36	-1625.518	51.15772	0.981889	0.978976	0.980779	0.983695	0.983293	0.984039	0.984903	0.985997	0.983449	0.984213
6901	1	-1557.98	-1625.422	67.44141	0.980485	0.980888	0.9811	0.98061	0.977936	0.978867	0.982083	0.977966	0.977117	0.985469
6902	0	-1573.909	-1625.067	51.15772	0.969384	0.970461	0.971215	0.971952	0.969441	0.972323	0.973177	0.97029	0.969892	0.971678
6903	1	-1558.895	-1626.336	67.44141	0.947896	0.947073	0.955167	0.958306	0.954288	0.951686	0.952592	0.952799	0.952323	0.952713
6904	0	-1574.362	-1625.52	51.15772	0.95665	0.959494	0.960222	0.957374	0.958437	0.960202	0.960948	0.960555	0.958073	0.958914
6905	1	-1558.479	-1625.92	67.44141	0.951824	0.952215	0.952422	0.951945	0.949349	0.950254	0.953376	0.949379	0.948554	0.956662
6906	0	-1574.496	-1625.654	51.15772	0.983637	0.985448	0.982525	0.982122	0.985043	0.985907	0.986655	0.984106	0.985199	0.985965
6907	1	-1557.71	-1625.152	67.44141	0.963918	0.964314	0.964523	0.964041	0.961412	0.962328	0.965489	0.961442	0.960607	0.968817
6908	0	-1574.278	-1625.436	51.15772	0.980704	0.977795	0.979595	0.982508	0.982106	0.982851	0.983714	0.984806	0.982262	0.983025
6909	1	-1557.935	-1625.377	67.44141	0.979765	0.980167	0.980379	0.979889	0.977217	0.978148	0.981362	0.977247	0.976399	0.984744
6910	0	-1573.909	-1625.067	51.15772	0.969304	0.972186	0.972924	0.970038	0.971115	0.972904	0.973659	0.973261	0.970746	0.971598
6911	1	-1558.118	-1625.559	67.44141	0.982444	0.982657	0.979977	0.98038	0.983601	0.983109	0.982255	0.983191	0.991594	0.987437
6912	0	-1573.913	-1625.071	51.15772	0.970525	0.967646	0.970523	0.97231	0.973048	0.97265	0.97373	0.974585	0.975342	0.972822
6913	1	-1559.671	-1627.112	67.44141	0.995799	0.991624	1.0001	1.00105	1.00018	0.999683	1.00297	1.00338	1.00064	1.00086
6914	0	-1574.085	-1625.243	51.15772	0.96149	0.958638	0.961488	0.963259	0.963989	0.963595	0.964665	0.965512	0.966262	0.963765
6915	1	-1557.708	-1625.15	67.44141	0.974776	0.975705	0.971614	0.971129	0.979429	0.979831	0.97898	0.979193	0.98241	0.979731
6916	0	-1573.914	-1625.072	51.15772	0.970734	0.971471	0.974359	0.975442	0.972548	0.973303	0.975096	0.972576	0.972178	0.973031
6917	1	-1557.72	-1625.161	67.44141	0.975143	0.983477	0.979354	0.978504	0.979436	0.982654	0.982163	0.979484	0.979886	0.980099
6918	0	-1573.921	-1625.079	51.15772	0.971415	0.97217	0.97325	0.970735	0.971471	0.972324	0.975215	0.974816	0.971924	0.973714
6919	1	-1559.801	-1627.243	67.44141	0.941068	0.940598	0.941494	0.94188	0.937932	0.938135	0.946154	0.943573	0.942754	0.945851
6920	0	-1574.86	-1626.018	51.15772	0.987474	0.984544	0.986357	0.98929	0.988885	0.989635	0.990504	0.991604	0.989042	0.989811
6921	1	-1557.925	-1625.367	67.44141	0.9796	0.978749	0.981965	0.990358	0.987657	0.983517	0.98373	0.984667	0.985071	0.984579
6922	0	-1573.923	-1625.081	51.15772	0.96718	0.966783	0.968564	0.969414	0.966538	0.964041	0.966907	0.967658	0.968393	0.969468
6923	1	-1558.978	-1626.42	67.44141	0.990921	0.990426	0.990832	0.991776	0.991991	0.987832	0.985139	0.993559	0.996823	0.995958
6924	0	-1573.91	-1625.067	51.15772	0.969069	0.966565	0.967414	0.968166	0.967769	0.968844	0.970628	0.971365	0.968483	0.971363
6925	1	-1558.436	-1625.878	67.44141	0.986105	0.983416	0.986647	0.986861	0.986004	0.986409	0.99484	0.994342	0.990174	0.991117
6926	0	-1574.674	-1625.832	51.15772	0.985626	0.986721	0.987488	0.988237	0.985684	0.988615	0.989482	0.986547	0.986143	0.987959
6927	1	-1558.462	-1625.904	67.44141	0.986369	0.985512	0.98875	0.997201	0.994482	0.990313	0.990527	0.991471	0.991878	0.991382
6928	0	-1573.952	-1625.11	51.15772	0.973269	0.974123	0.973724	0.971208	0.972997	0.973753	0.970864	0.971942	0.974832	0.975572
6929	1	-1557.902	-1625.344	67.44141	0.979198	0.979599	0.97911	0.979322	0.980255	0.977582	0.973483	0.976682	0.98503	0.984174
6930	0	-1574.089	-1625.246	51.15772	0.961406	0.958922	0.959667	0.96051	0.961577	0.961183	0.961912	0.963683	0.966549	0.963681
6931	1	-1558.135	-1625.577	67.44141	0.98267	0.97855	0.979482	0.987854	0.98736	0.986503	0.986908	0.99015	0.990365	0.987664
6932	0	-1574.294	-1625.451	51.15772	0.957664	0.958391	0.959455	0.962308	0.963056	0.960199	0.957718	0.959481	0.960323	0.95993
6933	1	-1558.234	-1625.676	67.44141	0.954591	0.957727	0.955115	0.954286	0.954493	0.962651	0.963046	0.959009	0.958529	0.959443
6934	0	-1573.975	-1625.133	51.15772	0.964559	0.965309	0.966381	0.963884	0.964615	0.965462	0.968333	0.967936	0.965065	0.966842
6935	1	-1557.63	-1625.071	67.44141	0.968187	0.968397	0.968795	0.966153	0.96567	0.968843	0.969766	0.968923	0.964861	0.973108
6936	0	-1574.042	-1625.2	51.15772	0.96253	0.96326	0.966125	0.967198	0.964328	0.965078	0.966855	0.964357	0.963962	0.964808
6937	1	-1557.875	-1625.317	67.44141	0.978713	0.977863	0.986221	0.989461	0.985313	0.982626	0.983562	0.983775	0.983284	0.983687
6938	0	-1574.429	-1625.586	51.15772	0.955736	0.953267	0.954007	0.954845	0.955906	0.955514	0.956239	0.958	0.960848	0.957998
6939	1	-1558.487	-1625.929	67.44141	0.951737	0.951943	0.952334	0.949737	0.949262	0.952381	0.953288	0.95246	0.948467	0.956574
6940	0	-1573.91	-1625.067	51.15772	0.969743	0.970497	0.971575	0.969064	0.9698	0.970651	0.973537	0.973139	0.970252	0.972038
6941	1	-1557.641	-1625.082	67.44141	0.9671	0.967497	0.967013	0.967223	0.968144	0.965504	0.961456	0.964615	0.97286	0.972015
6942	0	-1574.291	-1625.449	51.15772	0.9809	0.983817	0.984563	0.981642	0.982733	0.984542	0.985307	0.984904	0.982359	0.983221
6943	1	-1557.686	-1625.127	67.44141	0.964776	0.960731	0.968942	0.969866	0.969023	0.968539	0.971721	0.97212	0.969469	0.969679
6944	0	-1573.989	-1625.147	51.15772	0.964083	0.961223	0.964081	0.965857	0.966589	0.966194	0.967267	0.968116	0.968868	0.966365
6945	1	-1559.385	-1626.826	67.44141	0.993907	0.98974	0.998199	0.99915	0.998283	0.997783	1.00106	1.00147	0.998741	0.998958
6946	0	-1574.133	-1625.29	51.15772	0.960475	0.961318	0.960924	0.958441	0.960206	0.960952	0.958101	0.959166	0.962018	0.962748
6947	1	-1558.18	-1625.621	67.44141	0.983236	0.986466	0.983776	0.982922	0.983135	0.991538	0.991945	0.987786	0.987292	0.988233
6948	0	-1574.218	-1625.376	51.15772	0.95889	0.959955	0.960701	0.96143	0.958946	0.961797	0.962641	0.959785	0.959392	0.961159
6949	1	-1558.029	-1625.471	67.44141	0.95737	0.965553	0.964714	0.96067	0.963826	0.964744	0.962113	0.961632	0.961841	0.962236
6950	0	-1573.988	-1625.146	51.15772	0.964104	0.96697	0.964102	0.964833	0.96661	0.967683	0.967287	0.968039	0.968889	0.966385
6951	1	-1557.632	-1625.073	67.44141	0.967908	0.968118	0.968516	0.965874	0.965391	0.968563	0.969486	0.968644	0.964583	0.972828
6952	0	-1573.994	-1625.152	51.15772	0.963919	0.964668	0.96574	0.963244	0.963975	0.964822	0.96769	0.967294	0.964425	0.9662
6953	1	-1557.659	-1625.101	67.44141	0.965956	0.96913	0.968288	0.965648	0.973901	0.974112	0.970029	0.970427	0.971351	0.970866
6954	0	-1574.718	-1625.876	51.15772	0.986089	0.989021	0.989772	0.986835	0.987932	0.989751	0.99052	0.990114	0.987556	0.988423
6955	1	-1557.663	-1625.104	67.44141	0.972999	0.972154	0.975348	0.983685	0.981002	0.976889	0.977101	0.978032	0.978433	0.977944
6956	0	-1573.937	-1625.095	51.15772	0.972537	0.970024	0.970778	0.97163	0.972709	0.972311	0.973049	0.97484	0.977739	0.974838
6957	1	-1558.204	-1625.645	67.44141	0.954972	0.955179	0.955571	0.952965	0.952489	0.955618	0.956529	0.955698	0.951691	0.959826
6958	0	-1573.918	-1625.076	51.15772	0.971183	0.970785	0.972573	0.973426	0.970539	0.968031	0.970909	0.971664	0.972401	0.973481
6959	1	-1557.765	-1625.207	67.44141	0.962349	0.96551	0.962877	0.962041	0.96225	0.970474	0.970873	0.966802	0.966319	0.96724
6960	0	-1574.056	-1625.213	51.15772	0.962182	0.965043	0.965775	0.96291	0.96398	0.965755	0.966505	0.96611	0.963613	0.964459
6961	1	-1558.047	-1625.488	67.44141	0.981472	0.98062	0.989002	0.992251	0.988091	0.985397	0.986335	0.986549	0.986056	0.986461
6962	0	-1574.944	-1626.102	51.15772	0.988251	0.987847	0.989666	0.990534	0.987596	0.985044	0.987973	0.988741	0.989491	0.99059
6963	1	-1557.695	-1625.137	67.44141	0.974334	0.970249	0.971173	0.979474	0.978985	0.978134	0.978536	0.981751	0.981964	0.979286
6964	0	-1576.254	-1627.411	51.15772	0.939962	0.940692	0.938261	0.939304	0.940128	0.940842	0.940456	0.943253	0.944989	0.942186
6965	1	-1557.802	-1625.243	67.44141	0.961482	0.961877	0.962085	0.961604	0.958982	0.959896	0.963049	0.959012	0.958179	0.966369
6966	0	-1574.614	-1625.771	51.15772	0.953454	0.956289	0.957015	0.954176	0.955236	0.956995	0.957738	0.957346	0.954872	0.955711
6967	1	-1557.663	-1625.104	67.44141	0.973004	0.970351	0.973539	0.97375	0.972905	0.973304	0.981623	0.981132	0.977019	0.97795
6968	0	-1573.937	-1625.095	51.15772	0.966282	0.967033	0.968107	0.965606	0.966338	0.967187	0.970063	0.969665	0.966789	0.968569
6969	1	-1557.653	-1625.095	67.44141	0.966284	0.96668	0.96689	0.966406	0.963771	0.964689	0.967859	0.963801	0.962964	0.971195
6970	0	-1574.628	-1625.786	51.15772	0.953288	0.954011	0.956848	0.957911	0.955069	0.955811	0.957571	0.955097	0.954706	0.955544
6971	1	-1557.725	-1625.166	67.44141	0.963463	0.962982	0.963899	0.964295	0.960252	0.96046	0.96867	0.966028	0.965189	0.96836
6972	0	-1574.161	-1625.319	51.15772	0.959914	0.961681	0.958828	0.958436	0.961285	0.962129	0.962859	0.960371	0.961438	0.962185
6973	1	-1557.639	-1625.08	67.44141	0.967264	0.963208	0.971441	0.972367	0.971522	0.971037	0.974227	0.974627	0.971969	0.97218
6974	0	-1574.12	-1625.278	51.15772	0.960732	0.963589	0.96432	0.961459	0.962527	0.9643	0.965049	0.964654	0.962161	0.963006
6975	1	-1557.864	-1625.305	67.44141	0.960175	0.960569	0.960777	0.960297	0.957678	0.95859	0.96174	0.957708	0.956876	0.965055
6976	0	-1575.409	-1626.567	51.15772	0.945981	0.943174	0.945979	0.947721	0.94844	0.948051	0.949104	0.949938	0.950676	0.948219
6977	1	-1557.638	-1625.079	67.44141	0.967313	0.96771	0.967227	0.967436	0.968358	0.965717	0.961669	0.964828	0.973075	0.97223
6978	0	-1575.105	-1626.263	51.15772	0.948536	0.949369	0.946916	0.946528	0.947264	0.949008	0.950062	0.947244	0.947962	0.950781
6979	1	-1557.632	-1625.073	67.44141	0.96792	0.976193	0.9721	0.971256	0.972181	0.975375	0.974888	0.972229	0.972628	0.972839
6980	0	-1574.325	-1625.483	51.15772	0.957185	0.954712	0.955454	0.956292	0.957355	0.956963	0.957689	0.959452	0.962305	0.95945
6981	1	-1557.659	-1625.101	67.44141	0.972837	0.971992	0.975186	0.983521	0.980839	0.976727	0.976939	0.97787	0.978271	0.977782
6982	0	-1573.91	-1625.067	51.15772	0.968996	0.97078	0.9679	0.967504	0.970381	0.971232	0.971969	0.969458	0.970535	0.971289
6983	1	-1557.793	-1625.235	67.44141	0.977039	0.976191	0.979398	0.987769	0.985075	0.980946	0.981158	0.982093	0.982496	0.982005
6984	0	-1574.312	-1625.47	51.15772	0.981214	0.978679	0.979538	0.980299	0.979898	0.980986	0.982793	0.983538	0.980621	0.983536
6985	1	-1558.976	-1626.418	67.44141	0.990905	0.990409	0.991353	0.991759	0.987602	0.987816	0.996259	0.993542	0.992679	0.995941
6986	0	-1574.233	-1625.391	51.15772	0.95864	0.961491	0.958638	0.959366	0.961132	0.9622	0.961806	0.962553	0.963398	0.960909
6987	1	-1557.827	-1625.268	67.44141	0.97776	0.977271	0.977672	0.978603	0.978816	0.974712	0.972054	0.980362	0.983584	0.982729
6988	0	-1573.921	-1625.079	51.15772	0.971461	0.968579	0.970362	0.973247	0.972849	0.973587	0.974442	0.975524	0.973003	0.97376
6989	1	-1557.736	-1625.178	67.44141	0.975618	0.975829	0.97623	0.973568	0.973081	0.976278	0.977208	0.976359	0.972266	0.980576
6990	0	-1575.241	-1626.399	51.15772	0.94736	0.948078	0.950897	0.951954	0.94913	0.949867	0.951616	0.949157	0.948769	0.949601
6991	1	-1557.909	-1625.351	67.44141	0.979323	0.979535	0.979937	0.977265	0.976776	0.979986	0.980919	0.980067	0.975958	0.9843
6992	0	-1575.821	-1626.979	51.15772	0.994933	0.991982	0.993808	0.996763	0.996355	0.997111	0.997987	0.999095	0.996514	0.997288
6993	1	-1558.378	-1625.82	67.44141	0.952911	0.948916	0.94982	0.957938	0.957459	0.956628	0.95702	0.960165	0.960373	0.957754
6994	0	-1574.966	-1626.124	51.15772	0.949811	0.950866	0.951588	0.952327	0.955159	0.952691	0.949864	0.950698	0.952449	0.952059
6995	1	-1558.48	-1625.921	67.44141	0.951817	0.950991	0.959119	0.96227	0.958236	0.955623	0.956533	0.956741	0.956262	0.956655
6996	0	-1573.999	-1625.157	51.15772	0.975009	0.975767	0.973245	0.974327	0.975182	0.975922	0.975522	0.978423	0.980224	0.977317
6997	1	-1559.756	-1627.197	67.44141	0.941373	0.938806	0.941891	0.942095	0.941277	0.941663	0.949712	0.949237	0.945257	0.946158
6998	0	-1573.954	-1625.112	51.15772	0.973372	0.970856	0.971709	0.972464	0.972066	0.973145	0.974937	0.975677	0.972783	0.975675
6999	1	-1557.836	-1625.278	67.44141	0.977955	0.978357	0.978569	0.97808	0.975412	0.976341	0.979549	0.975443	0.974596	0.982926
7000	0	-1574.182	-1625.34	51.15772	0.95953	0.960275	0.961342	0.958858	0.959585	0.960428	0.963283	0.962889	0.960032	0.9618
7001	1	-1558.404	-1625.845	67.44141	0.985768	0.994194	0.99333	0.989166	0.992416	0.993361	0.990652	0.990157	0.990372	0.990778
7002	0	-1575.635	-1626.792	51.15772	0.944243	0.945072	0.94263	0.942244	0.942976	0.944712	0.945761	0.942956	0.943671	0.946477
7003	1	-1557.626	-1625.068	67.44141	0.968934	0.964872	0.973119	0.974046	0.9732	0.972713	0.975909	0.97631	0.973647	0.973858
7004	0	-1574.348	-1625.506	51.15772	0.981721	0.979185	0.979946	0.980806	0.981895	0.981493	0.982238	0.984047	0.986973	0.984045
7005	1	-1558.848	-1626.289	67.44141	0.948303	0.956408	0.952399	0.951572	0.952478	0.955608	0.95513	0.952525	0.952916	0.953123
7006	0	-1573.93	-1625.088	51.15772	0.972092	0.973882	0.973483	0.970596	0.971448	0.974336	0.971818	0.972556	0.973312	0.974393
7007	1	-1558.885	-1626.327	67.44141	0.947976	0.948879	0.944901	0.944428	0.952501	0.952892	0.952064	0.952271	0.955399	0.952794
7008	0	-1574.004	-1625.161	51.15772	0.975136	0.975893	0.973372	0.974453	0.975308	0.976048	0.975649	0.97855	0.980352	0.977443
7009	1	-1558.918	-1626.359	67.44141	0.947698	0.947903	0.945318	0.945706	0.948813	0.948339	0.947515	0.948418	0.956525	0.952514
7010	0	-1574.68	-1625.838	51.15772	0.952708	0.954462	0.951631	0.951241	0.95407	0.954907	0.955632	0.953163	0.954221	0.954963
7011	1	-1557.635	-1625.077	67.44141	0.971254	0.972179	0.971693	0.967619	0.968016	0.97629	0.976502	0.975654	0.972993	0.97619
7012	0	-1573.914	-1625.072	51.15772	0.970695	0.967815	0.969597	0.97248	0.972082	0.97282	0.973674	0.974755	0.972237	0.972992
7013	1	-1557.692	-1625.133	67.44141	0.9742	0.971544	0.974736	0.974947	0.9741	0.9745	0.98283	0.982338	0.97822	0.979152
7014	0	-1574.082	-1625.24	51.15772	0.977158	0.980063	0.977156	0.977897	0.979698	0.980786	0.980385	0.981147	0.982008	0.97947
7015	1	-1557.973	-1625.414	67.44141	0.980375	0.980587	0.977913	0.978315	0.981529	0.981038	0.980186	0.98112	0.989506	0.985357
7016	0	-1574.355	-1625.513	51.15772	0.981819	0.98291	0.983655	0.98442	0.987347	0.984796	0.981874	0.982736	0.984546	0.984143
7017	1	-1558.216	-1625.657	67.44141	0.95482	0.95399	0.957125	0.965306	0.962673	0.958637	0.958845	0.959759	0.960153	0.959673
7018	0	-1575.058	-1626.216	51.15772	0.948957	0.949677	0.950732	0.953559	0.9543	0.951469	0.94901	0.950758	0.951593	0.951203
7019	1	-1560.217	-1627.659	67.44141	0.938404	0.941487	0.938919	0.938104	0.938307	0.946327	0.946716	0.942747	0.942275	0.943173
7020	0	-1574.452	-1625.61	51.15772	0.95543	0.956155	0.958998	0.960063	0.957215	0.957959	0.959723	0.957243	0.956851	0.957691
7021	1	-1558.462	-1625.903	67.44141	0.986363	0.989604	0.986905	0.986048	0.986262	0.994691	0.9951	0.990928	0.990432	0.991376
7022	0	-1573.966	-1625.124	51.15772	0.964918	0.967787	0.968521	0.965648	0.966721	0.968501	0.969254	0.968857	0.966353	0.967201
7023	1	-1559.325	-1626.766	67.44141	0.993491	0.990782	0.990997	0.994253	0.994661	0.993797	0.9933	1.00179	1.00274	0.998541
7024	0	-1573.983	-1625.14	51.15772	0.964297	0.966073	0.965677	0.962812	0.963658	0.966523	0.964026	0.964757	0.965507	0.966579
7025	1	-1557.774	-1625.215	67.44141	0.976583	0.975735	0.97894	0.987308	0.984615	0.980487	0.9807	0.981634	0.982037	0.981546
7026	0	-1573.918	-1625.076	51.15772	0.967624	0.968358	0.969433	0.972316	0.973071	0.970185	0.967678	0.96946	0.970311	0.969913
7027	1	-1557.7	-1625.142	67.44141	0.964256	0.965175	0.964692	0.960648	0.961042	0.969256	0.969467	0.968625	0.965983	0.969157
7028	0	-1574.18	-1625.338	51.15772	0.979101	0.980904	0.980502	0.977593	0.978451	0.981361	0.978825	0.979568	0.980329	0.981418
7029	1	-1558.137	-1625.578	67.44141	0.98269	0.982903	0.983307	0.980625	0.980135	0.983355	0.984292	0.983437	0.979314	0.987685
7030	0	-1573.913	-1625.071	51.15772	0.970575	0.971653	0.972391	0.973146	0.97604	0.973518	0.97063	0.971482	0.973271	0.972872
7031	1	-1557.705	-1625.146	67.44141	0.964109	0.961479	0.964638	0.964848	0.96401	0.964405	0.972648	0.972162	0.968087	0.969009
7032	0	-1573.916	-1625.074	51.15772	0.967824	0.965323	0.96617	0.966921	0.966525	0.967599	0.96938	0.970116	0.967238	0.970114
7033	1	-1557.735	-1625.177	67.44141	0.963157	0.964074	0.960032	0.959552	0.967754	0.968151	0.96731	0.96752	0.970699	0.968052
7034	0	-1573.946	-1625.104	51.15772	0.965778	0.966851	0.967584	0.968336	0.971216	0.968706	0.965832	0.96668	0.96846	0.968064
7035	1	-1558.451	-1625.893	67.44141	0.952117	0.94952	0.949726	0.952846	0.953238	0.95241	0.951934	0.96007	0.960985	0.956956
7036	0	-1573.99	-1625.148	51.15772	0.96405	0.965121	0.965871	0.966604	0.964106	0.966973	0.967822	0.964951	0.964556	0.966332
7037	1	-1557.649	-1625.09	67.44141	0.966543	0.974804	0.970717	0.969874	0.970798	0.973988	0.973501	0.970846	0.971244	0.971455
7038	0	-1574.017	-1625.175	51.15772	0.975526	0.976383	0.975983	0.973461	0.975253	0.976011	0.973116	0.974197	0.977093	0.977835
7039	1	-1557.666	-1625.107	67.44141	0.973158	0.976355	0.973693	0.972847	0.973058	0.981375	0.981778	0.977662	0.977173	0.978104
7040	0	-1574.046	-1625.204	51.15772	0.976313	0.97717	0.97677	0.974246	0.97604	0.976799	0.973901	0.974983	0.977882	0.978624
7041	1	-1557.65	-1625.091	67.44141	0.972313	0.971827	0.972226	0.973152	0.973363	0.969282	0.966639	0.974901	0.978104	0.977255
7042	0	-1574.083	-1625.241	51.15772	0.961533	0.963304	0.962909	0.960053	0.960895	0.963753	0.961262	0.961992	0.962739	0.963809
7043	1	-1557.666	-1625.107	67.44141	0.965641	0.961593	0.962509	0.970736	0.970251	0.969408	0.969806	0.972992	0.973203	0.970549
7044	0	-1574.3	-1625.458	51.15772	0.981039	0.9819	0.979363	0.978962	0.979722	0.981527	0.982617	0.979702	0.980445	0.98336
7045	1	-1557.877	-1625.318	67.44141	0.978743	0.979145	0.979358	0.978868	0.976198	0.977128	0.980339	0.976229	0.975381	0.983718
7046	0	-1574.031	-1625.189	51.15772	0.975913	0.976997	0.977756	0.978498	0.97597	0.978872	0.979731	0.976825	0.976425	0.978223
7047	1	-1557.673	-1625.114	67.44141	0.973469	0.97368	0.971025	0.971423	0.974615	0.974127	0.973281	0.974209	0.982535	0.978416
7048	0	-1574.16	-1625.318	51.15772	0.959939	0.959546	0.960388	0.962157	0.959671	0.956824	0.957567	0.960414	0.961481	0.962211
7049	1	-1558.653	-1626.094	67.44141	0.988181	0.988395	0.9857	0.986104	0.989344	0.98885	0.987991	0.988932	0.997385	0.993203
7050	0	-1574.27	-1625.428	51.15772	0.980581	0.977672	0.980579	0.982385	0.98313	0.982728	0.983819	0.984683	0.985448	0.982902
7051	1	-1558.186	-1625.627	67.44141	0.955202	0.954372	0.957508	0.965692	0.963058	0.959021	0.959229	0.960143	0.960537	0.960056
7052	0	-1573.914	-1625.071	51.15772	0.970647	0.968139	0.968891	0.969742	0.970819	0.970422	0.971158	0.972946	0.975839	0.972944
7053	1	-1557.632	-1625.073	67.44141	0.970857	0.979155	0.97505	0.974203	0.975131	0.978335	0.977846	0.975179	0.97558	0.975791
7054	0	-1574.624	-1625.782	51.15772	0.953333	0.952942	0.954697	0.955535	0.9527	0.950239	0.953064	0.953805	0.954528	0.955589
7055	1	-1557.744	-1625.186	67.44141	0.962907	0.960281	0.963436	0.963645	0.962808	0.963203	0.971436	0.97095	0.96688	0.967801
7056	0	-1573.941	-1625.099	51.15772	0.97273	0.973469	0.976363	0.977448	0.974548	0.975305	0.977101	0.974576	0.974177	0.975032
7057	1	-1557.626	-1625.067	67.44141	0.969621	0.965556	0.966476	0.974736	0.974249	0.973403	0.973802	0.977002	0.977214	0.974549
7058	0	-1575.428	-1626.586	51.15772	0.992193	0.989249	0.992191	0.994018	0.994772	0.994365	0.995469	0.996343	0.997117	0.994541
7059	1	-1557.629	-1625.07	67.44141	0.97043	0.966362	0.974621	0.97555	0.974703	0.974215	0.977416	0.977817	0.975151	0.975362
7060	0	-1573.937	-1625.094	51.15772	0.966294	0.967142	0.964643	0.964248	0.964997	0.966774	0.967848	0.964977	0.965709	0.96858
7061	1	-1558.772	-1626.213	67.44141	0.98923	0.992481	0.991619	0.988914	0.997367	0.997583	0.993401	0.993809	0.994755	0.994258
7062	0	-1573.945	-1625.103	51.15772	0.972929	0.970042	0.971829	0.974718	0.974319	0.975058	0.975914	0.976999	0.974474	0.975231
7063	1	-1558.044	-1625.485	67.44141	0.957155	0.956324	0.959466	0.967667	0.965028	0.960982	0.961191	0.962107	0.962501	0.96202
7064	0	-1575.314	-1626.472	51.15772	0.946747	0.947466	0.950283	0.951339	0.948516	0.949253	0.951001	0.948544	0.948156	0.948988
7065	1	-1558.218	-1625.66	67.44141	0.983701	0.986933	0.984242	0.983387	0.9836	0.992008	0.992415	0.988254	0.98776	0.988701
7066	0	-1574.021	-1625.179	51.15772	0.975652	0.973131	0.973887	0.974742	0.975825	0.975425	0.976166	0.977963	0.980871	0.977961
7067	1	-1557.772	-1625.213	67.44141	0.976536	0.976748	0.974084	0.974484	0.977686	0.977197	0.976348	0.977278	0.985631	0.981499
7068	0	-1574.519	-1625.677	51.15772	0.983907	0.986832	0.983905	0.984651	0.986465	0.98756	0.987156	0.987923	0.98879	0.986235
7069	1	-1558.243	-1625.684	67.44141	0.954489	0.950488	0.958612	0.959525	0.958692	0.958212	0.96136	0.961755	0.959132	0.95934
7070	0	-1573.919	-1625.076	51.15772	0.971215	0.970817	0.97167	0.973459	0.970944	0.968063	0.968815	0.971696	0.972775	0.973514
7071	1	-1557.744	-1625.185	67.44141	0.975826	0.975339	0.976268	0.976668	0.972574	0.972785	0.981099	0.978424	0.977574	0.980786
7072	0	-1574.687	-1625.845	51.15772	0.952635	0.954389	0.953998	0.951168	0.952003	0.954834	0.952367	0.953089	0.95383	0.954889
7073	1	-1560.368	-1627.81	67.44141	0.937487	0.937018	0.937911	0.938296	0.934362	0.934565	0.942553	0.939983	0.939166	0.942252
7074	0	-1573.962	-1625.12	51.15772	0.96507	0.965802	0.966875	0.96975	0.970503	0.967624	0.965124	0.966901	0.96775	0.967354
7075	1	-1557.927	-1625.368	67.44141	0.959019	0.958186	0.961334	0.969551	0.966907	0.962853	0.963062	0.96398	0.964375	0.963893
7076	0	-1573.934	-1625.092	51.15772	0.972349	0.973429	0.974168	0.974925	0.977824	0.975297	0.972404	0.973257	0.975049	0.97465
7077	1	-1558.427	-1625.868	67.44141	0.986008	0.983319	0.983532	0.986764	0.987169	0.986312	0.985818	0.994244	0.995192	0.991019
7078	0	-1573.934	-1625.092	51.15772	0.972366	0.973104	0.974185	0.977082	0.977841	0.97494	0.972421	0.974211	0.975066	0.974667
7079	1	-1557.703	-1625.144	67.44141	0.964174	0.963336	0.97157	0.974762	0.970676	0.968029	0.968951	0.969161	0.968676	0.969074
7080	0	-1573.918	-1625.076	51.15772	0.967624	0.968376	0.969452	0.966947	0.96768	0.96853	0.97141	0.971012	0.968131	0.969914
7081	1	-1557.686	-1625.127	67.44141	0.964789	0.963951	0.967118	0.975385	0.972725	0.968647	0.968857	0.96978	0.970178	0.969693
7082	0	-1573.924	-1625.082	51.15772	0.971686	0.969176	0.969929	0.97078	0.971859	0.971461	0.972198	0.973988	0.976884	0.973986
7083	1	-1557.715	-1625.156	67.44141	0.974974	0.975185	0.972526	0.972925	0.976122	0.975634	0.974786	0.975715	0.984055	0.979929
7084	0	-1573.912	-1625.069	51.15772	0.968513	0.969265	0.970342	0.967835	0.968569	0.96942	0.972302	0.971904	0.969021	0.970805
7085	1	-1557.789	-1625.23	67.44141	0.961777	0.959154	0.959362	0.962514	0.962909	0.962073	0.961592	0.969811	0.970735	0.966665
7086	0	-1574.892	-1626.05	51.15772	0.950516	0.952266	0.951876	0.949052	0.949885	0.95271	0.950248	0.950969	0.951708	0.952765
