"","tree","spcd","spgrpcd","plot","subp","condid","unitcd","ht","htcd","actualht","totage","dia","bhage","countycd"
"387",19,746,37,20338,2,1,1,64,1,64,NA,6.3,NA,17
"388",20,746,37,20338,2,1,1,67,1,67,NA,6.6,NA,17
"389",22,746,37,20338,2,1,1,NA,NA,NA,NA,NA,NA,17
"390",24,746,37,20338,2,1,1,NA,NA,NA,NA,NA,NA,17
"391",27,746,37,20338,2,1,1,NA,NA,NA,NA,NA,NA,17
"392",29,746,37,20338,2,1,1,62,1,62,NA,6,NA,17
"393",30,544,36,20338,2,1,1,18,3,18,NA,1.3,NA,17
"394",31,746,37,20338,2,1,1,52,1,52,NA,5.7,NA,17
"395",32,746,37,20338,2,1,1,55,1,55,NA,5.6,NA,17
"396",33,746,37,20338,2,1,1,57,1,57,NA,5.7,NA,17
"397",5,746,37,20338,3,1,1,30,3,30,NA,2,NA,17
"398",6,543,36,20338,3,1,1,21,3,21,NA,1.9,NA,17
"399",7,746,37,20338,3,1,1,34,3,34,NA,2.5,NA,17
"400",8,741,37,20338,3,1,1,55,1,55,NA,5.4,NA,17
"401",9,543,36,20338,3,1,1,18,3,18,NA,1.6,NA,17
"402",10,543,36,20338,3,1,1,22,3,22,NA,1.7,NA,17
"403",11,746,37,20338,3,1,1,74,1,74,NA,7.3,NA,17
"404",12,741,37,20338,3,1,1,57,1,57,NA,5.5,NA,17
"405",13,746,37,20338,3,1,1,59,1,59,NA,5.7,NA,17
"406",14,544,36,20338,3,1,1,56,1,56,NA,5.9,NA,17
"407",15,746,37,20338,3,1,1,45,2,15,NA,5.5,NA,17
"408",16,746,37,20338,3,1,1,62,1,62,NA,6.5,NA,17
"409",17,746,37,20338,3,1,1,59,1,59,NA,6.2,NA,17
"410",18,746,37,20338,3,1,1,57,1,57,NA,5.9,NA,17
"411",19,746,37,20338,3,1,1,58,1,58,NA,5.9,NA,17
"412",20,746,37,20338,3,1,1,55,1,55,NA,5.7,NA,17
"413",21,746,37,20338,3,1,1,60,1,60,NA,5.9,NA,17
"414",22,746,37,20338,3,1,1,53,1,53,NA,5.3,NA,17
"415",23,746,37,20338,3,1,1,55,1,55,NA,5.6,NA,17
"416",24,746,37,20338,3,1,1,62,1,62,NA,6.8,NA,17
"417",25,543,36,20338,3,1,1,14,3,14,NA,1,NA,17
"418",26,543,36,20338,3,1,1,17,3,17,NA,1.1,NA,17
"419",27,543,36,20338,3,1,1,15,3,15,NA,1.1,NA,17
"420",7,544,36,20338,4,2,1,57,1,57,NA,8.6,NA,17
"421",8,544,36,20338,4,2,1,65,1,65,NA,12,NA,17
"422",9,544,36,20338,4,2,1,30,1,24,NA,5.1,NA,17
"423",10,544,36,20338,4,2,1,68,1,68,NA,12.8,NA,17
"424",11,543,36,20338,4,2,1,71,1,71,NA,12.9,NA,17
"425",12,660,43,20338,4,2,1,35,1,35,NA,7.9,NA,17
"426",13,746,37,20338,4,2,1,48,1,48,NA,5.2,NA,17
"427",14,746,37,20338,4,2,1,52,1,52,NA,5.4,NA,17
"428",2,316,32,20343,1,1,1,67,1,67,NA,10.8,NA,17
"429",3,746,37,20343,1,1,1,70,3,6,NA,16.8,NA,17
"430",5,951,38,20343,1,1,1,60,3,60,NA,8.5,NA,17
"431",6,951,38,20343,1,1,1,80,3,80,NA,13.8,NA,17
"432",8,375,41,20343,1,1,1,69,3,69,NA,10.3,NA,17
"433",9,12,6,20343,1,1,1,60,3,60,NA,9.7,NA,17
"434",13,375,41,20343,1,1,1,57,3,57,NA,6.2,NA,17
"435",14,951,38,20343,1,1,1,65,1,65,NA,8.9,NA,17
"436",16,951,38,20343,1,1,1,53,1,53,NA,6.3,NA,17
"437",17,951,38,20343,1,1,1,42,3,42,NA,5.1,NA,17
"438",18,543,36,20343,1,1,1,54,3,54,NA,5.1,NA,17
"439",5,951,38,20343,2,2,1,62,3,62,NA,12,NA,17
"440",7,746,37,20343,2,2,1,NA,NA,NA,NA,NA,NA,17
"441",8,746,37,20343,2,2,1,NA,NA,NA,NA,NA,NA,17
"442",10,746,37,20343,2,2,1,NA,NA,NA,NA,NA,NA,17
"443",11,746,37,20343,2,2,1,NA,NA,NA,NA,NA,NA,17
"444",12,746,37,20343,2,2,1,NA,NA,NA,NA,NA,NA,17
"445",13,746,37,20343,2,2,1,NA,NA,NA,NA,NA,NA,17
"446",14,746,37,20343,2,2,1,43,3,43,NA,3,NA,17
"447",18,746,37,20343,2,2,1,70,3,70,NA,7.8,NA,17
"448",19,746,37,20343,2,2,1,70,3,70,NA,7.3,NA,17
"449",20,746,37,20343,2,2,1,68,1,68,NA,6.8,NA,17
"450",21,746,37,20343,2,2,1,68,3,68,NA,6.2,NA,17
"451",22,746,37,20343,2,2,1,68,3,68,NA,7,NA,17
"452",23,746,37,20343,2,2,1,67,3,67,NA,6.7,NA,17
"453",24,746,37,20343,2,2,1,68,3,68,NA,6.4,NA,17
"454",25,746,37,20343,2,2,1,67,3,67,NA,6.1,NA,17
"455",26,746,37,20343,2,2,1,67,3,67,NA,6.2,NA,17
"456",27,746,37,20343,2,1,1,67,3,67,NA,6.7,NA,17
"457",28,746,37,20343,2,2,1,68,3,68,NA,5.5,NA,17
"458",29,746,37,20343,2,2,1,67,3,67,NA,5.7,NA,17
"459",30,746,37,20343,2,2,1,67,3,67,NA,5.3,NA,17
"460",8,316,32,20343,3,1,1,45,3,45,NA,10,NA,17
"461",9,316,32,20343,3,1,1,57,3,57,NA,13.9,NA,17
"462",10,746,37,20343,3,2,1,53,1,53,NA,3.8,NA,17
"463",11,746,37,20343,3,2,1,70,1,70,NA,6,NA,17
"464",12,746,37,20343,3,2,1,46,3,46,NA,3,NA,17
"465",18,951,38,20343,3,1,1,56,3,56,NA,6.9,NA,17
"466",19,746,37,20343,3,2,1,NA,NA,NA,NA,NA,NA,17
"467",20,951,38,20343,3,2,1,49,3,49,NA,6.3,NA,17
"468",21,318,31,20343,3,2,1,19,3,19,NA,1.1,NA,17
"469",22,318,31,20343,3,2,1,26,3,26,NA,1.5,NA,17
"470",23,318,31,20343,3,2,1,26,3,26,NA,1.4,NA,17
"471",24,746,37,20343,3,2,1,70,1,70,NA,6.6,NA,17
"472",25,316,32,20343,3,2,1,19,3,19,NA,1.1,NA,17
"473",26,316,32,20343,3,2,1,16,3,16,NA,1,NA,17
"474",27,746,37,20343,3,2,1,65,3,65,NA,5.3,NA,17
"475",2,746,37,20343,4,1,1,95,3,95,NA,22.3,NA,17
"476",5,375,41,20343,4,1,1,60,3,60,NA,6.5,NA,17
"477",7,746,37,20343,4,1,1,NA,NA,NA,NA,NA,NA,17
"478",8,746,37,20343,4,1,1,95,3,95,NA,14.9,NA,17
"479",12,94,6,20343,4,1,1,64,3,64,NA,11.2,NA,17
"480",15,316,32,20343,4,1,1,41,3,41,NA,4.2,NA,17
"481",16,375,41,20343,4,1,1,64,3,64,NA,7.3,NA,17
"482",8,743,37,20357,1,1,1,60,1,60,NA,7.1,NA,17
"483",9,743,37,20357,1,1,1,61,1,61,NA,6.6,NA,17
"484",10,743,37,20357,1,1,1,62,3,62,NA,7.1,NA,17
"485",11,743,37,20357,1,1,1,60,3,60,NA,6.8,NA,17
"486",12,743,37,20357,1,1,1,59,1,59,NA,6.8,NA,17
"487",13,743,37,20357,1,1,1,60,3,60,NA,6.2,NA,17
"488",14,743,37,20357,1,1,1,55,1,55,NA,5,NA,17
"489",15,743,37,20357,1,1,1,62,1,62,NA,6,NA,17
"490",16,743,37,20357,1,1,1,57,1,57,NA,5.6,NA,17
"491",17,743,37,20357,1,1,1,60,1,60,NA,5.7,NA,17
"492",18,743,37,20357,1,1,1,58,1,58,NA,5.4,NA,17
"493",19,743,37,20357,1,1,1,55,1,55,NA,5.2,NA,17
"494",20,743,37,20357,1,1,1,57,3,57,NA,5.4,NA,17
"495",21,375,41,20357,1,1,1,63,3,63,NA,5.9,NA,17
"496",22,743,37,20357,1,1,1,61,1,61,NA,5.5,NA,17
"497",15,318,31,20357,2,2,1,60,2,12,NA,10.5,NA,17
"498",16,951,38,20357,2,2,1,91,1,91,NA,16,NA,17
"499",17,318,31,20357,2,2,1,67,1,67,NA,7.1,NA,17
"500",18,318,31,20357,2,2,1,82,1,82,NA,11.1,NA,17
"501",19,318,31,20357,2,2,1,72,3,72,NA,8.4,NA,17
"502",20,951,38,20357,2,2,1,81,3,81,NA,13,NA,17
"503",21,318,31,20357,2,2,1,75,1,75,NA,9.7,NA,17
"504",22,316,32,20357,2,2,1,81,3,81,NA,12,NA,17
"505",23,318,31,20357,2,2,1,65,1,65,NA,7,NA,17
"506",24,951,38,20357,2,2,1,76,1,76,NA,12.3,NA,17
"507",25,951,38,20357,2,2,1,87,3,87,NA,17.1,NA,17
"508",26,318,31,20357,2,2,1,79,1,79,NA,9.5,NA,17
"509",27,318,31,20357,2,2,1,24,3,24,NA,2,NA,17
"510",28,318,31,20357,2,2,1,21,3,21,NA,1.4,NA,17
"511",10,94,6,20357,3,1,1,42,1,42,NA,7.4,NA,17
"512",11,743,37,20357,3,1,1,24,1,24,NA,2.1,NA,17
"513",12,375,41,20357,3,1,1,21,3,21,NA,1.6,NA,17
"514",13,318,31,20357,3,1,1,14,3,14,NA,1.1,NA,17
"515",14,318,31,20357,3,1,1,17,3,17,NA,1.2,NA,17
"516",15,375,41,20357,3,1,1,12,3,12,NA,1,NA,17
"517",16,375,41,20357,3,1,1,12,3,12,NA,1,NA,17
"518",17,318,31,20357,3,1,1,14,3,14,NA,1.1,NA,17
"519",18,375,41,20357,3,1,1,12,3,12,NA,1,NA,17
"520",19,951,38,20357,4,2,1,59,3,59,NA,11.9,NA,17
"521",20,318,31,20357,4,2,1,73,1,73,NA,10.8,NA,17
"522",21,318,31,20357,4,2,1,44,1,44,NA,6.8,NA,17
"523",22,318,31,20357,4,2,1,50,3,50,NA,7.2,NA,17
"524",23,316,32,20357,4,2,1,72,1,72,NA,15.7,NA,17
"525",24,318,31,20357,4,2,1,53,1,53,NA,9.4,NA,17
"526",25,746,37,20357,4,1,1,50,2,7,NA,3.6,NA,17
"527",26,746,37,20357,4,1,1,45,1,11,NA,3.3,NA,17
"528",27,318,31,20357,4,2,1,53,3,53,NA,5.8,NA,17
"529",28,318,31,20357,4,2,1,52,1,52,NA,6,NA,17
"530",29,318,31,20357,4,2,1,52,3,52,NA,7.3,NA,17
"531",30,318,31,20357,4,1,1,24,3,24,NA,1.7,NA,17
"532",31,318,31,20357,4,1,1,21,3,21,NA,1.7,NA,17
"533",32,318,31,20357,4,2,1,19,3,19,NA,1.5,NA,17
"534",33,318,31,20357,4,2,1,24,3,24,NA,2.7,NA,17
"535",34,318,31,20357,4,2,1,23,3,23,NA,2.3,NA,17
"536",1,71,9,20395,4,2,1,32,1,32,NA,5.7,NA,17
"537",1,241,9,20401,1,1,1,27,3,27,NA,8.7,NA,17
"538",52,241,9,20401,1,1,1,28,3,28,NA,7.8,NA,17
"539",53,241,9,20401,1,1,1,31,3,31,NA,8.2,NA,17
"540",54,241,9,20401,1,1,1,33,3,33,NA,8.5,NA,17
"541",55,241,9,20401,1,1,1,31,3,31,NA,7.6,NA,17
"542",1,241,9,20401,2,1,1,33,3,33,NA,7.6,NA,17
"543",2,241,9,20401,2,1,1,32,3,32,NA,7.8,NA,17
"544",3,241,9,20401,2,1,1,35,3,35,NA,8.2,NA,17
"545",4,241,9,20401,2,1,1,35,3,35,NA,8,NA,17
"546",5,241,9,20401,2,1,1,33,3,33,NA,6.8,NA,17
"547",6,241,9,20401,2,1,1,35,3,35,NA,7.9,NA,17
"548",7,241,9,20401,2,1,1,34,3,34,NA,7.4,NA,17
"549",8,241,9,20401,2,1,1,23,3,23,NA,5.8,NA,17
"550",9,241,9,20401,2,1,1,35,3,35,NA,8.9,NA,17
"551",10,241,9,20401,2,1,1,34,3,34,NA,7.8,NA,17
"552",11,241,9,20401,2,1,1,26,3,26,NA,5.1,NA,17
"553",12,241,9,20401,2,1,1,34,3,34,NA,7.1,NA,17
"554",13,241,9,20401,2,1,1,24,3,24,NA,6.7,NA,17
"555",14,241,9,20401,2,1,1,37,3,37,NA,8.8,NA,17
"556",15,241,9,20401,2,1,1,35,3,35,NA,7.8,NA,17
"557",16,241,9,20401,2,1,1,34,3,34,NA,10.9,NA,17
"558",17,241,9,20401,2,1,1,33,3,33,NA,6.3,NA,17
"559",19,241,9,20401,2,1,1,32,3,32,NA,6,NA,17
"560",20,241,9,20401,2,1,1,29,3,29,NA,5.6,NA,17
"561",21,241,9,20401,2,1,1,29,3,17,NA,5.8,NA,17
"562",22,241,9,20401,2,1,1,33,3,33,NA,6.2,NA,17
"563",23,241,9,20401,2,1,1,35,1,35,NA,7.4,NA,17
"564",25,241,9,20401,2,1,1,32,3,32,NA,7.1,NA,17
"565",26,241,9,20401,2,1,1,33,3,33,NA,6.5,NA,17
"566",27,241,9,20401,2,1,1,27,3,27,NA,6.2,NA,17
"567",28,241,9,20401,2,1,1,29,3,29,NA,5.7,NA,17
"568",29,543,36,20401,2,1,1,13,3,11,NA,1.2,NA,17
"569",30,241,9,20401,2,1,1,28,3,17,NA,5.3,NA,17
"570",31,12,6,20401,2,1,1,43,3,43,NA,5.9,NA,17
"571",2,375,41,20401,3,1,1,37,3,37,NA,6,NA,17
"572",3,375,41,20401,3,1,1,28,3,28,NA,2.7,NA,17
"573",4,375,41,20401,3,1,1,41,3,41,NA,6.1,NA,17
"574",2,241,9,20401,4,1,1,36,3,36,NA,12,NA,17
"575",4,241,9,20401,4,1,1,36,3,36,NA,11.6,NA,17
"576",5,241,9,20401,4,1,1,26,3,26,NA,6.5,NA,17
"577",5,316,32,20404,1,1,1,28,1,28,NA,2.8,NA,17
"578",6,316,32,20404,1,1,1,27,1,27,NA,2.4,NA,17
"579",8,316,32,20404,1,1,1,24,1,24,NA,1.5,NA,17
"580",9,746,37,20404,1,1,1,50,1,50,NA,3.8,NA,17
"581",10,746,37,20404,1,1,1,54,1,54,NA,4.8,NA,17
"582",11,746,37,20404,1,1,1,55,1,55,NA,4.5,NA,17
"583",12,746,37,20404,1,1,1,28,1,28,NA,2.4,NA,17
"584",14,316,32,20404,1,1,1,21,1,21,NA,1.9,NA,17
"585",15,316,32,20404,1,1,1,24,1,24,NA,2,NA,17
"586",17,316,32,20404,1,1,1,24,1,24,NA,1.5,NA,17
"587",18,316,32,20404,1,1,1,23,1,23,NA,1.3,NA,17
"588",20,316,32,20404,1,1,1,22,1,22,NA,1.7,NA,17
"589",21,316,32,20404,1,1,1,28,1,28,NA,2,NA,17
"590",22,316,32,20404,1,1,1,24,1,24,NA,1.1,NA,17
"591",25,316,32,20404,1,1,1,26,1,26,NA,2.4,NA,17
"592",26,316,32,20404,1,1,1,41,1,41,NA,2.6,NA,17
"593",27,316,32,20404,1,1,1,22,1,22,NA,2,NA,17
"594",28,316,32,20404,1,1,1,36,1,36,NA,2.9,NA,17
"595",29,316,32,20404,1,1,1,18,1,18,NA,1,NA,17
"596",31,316,32,20404,1,1,1,18,1,18,NA,1.4,NA,17
"597",32,746,37,20404,1,1,1,62,1,62,NA,6.4,NA,17
"598",33,746,37,20404,1,1,1,63,1,63,NA,6.5,NA,17
"599",34,316,32,20404,1,1,1,20,2,15,NA,1,NA,17
"600",35,746,37,20404,1,1,1,NA,NA,NA,NA,NA,NA,17
"601",36,543,36,20404,1,1,1,44,1,44,NA,5.1,NA,17
"602",37,316,32,20404,1,1,1,42,1,42,NA,5.3,NA,17
"603",2,746,37,20404,2,1,1,NA,NA,NA,NA,NA,NA,17
"604",3,746,37,20404,2,1,1,32,1,32,NA,2.8,NA,17
"605",4,746,37,20404,2,1,1,NA,NA,NA,NA,NA,NA,17
"606",7,746,37,20404,2,1,1,NA,NA,NA,NA,NA,NA,17
"607",8,746,37,20404,2,1,1,72,1,72,NA,6.3,NA,17
"608",11,746,37,20404,2,1,1,NA,NA,NA,NA,NA,NA,17
"609",12,746,37,20404,2,1,1,72,1,72,NA,5.9,NA,17
"610",13,746,37,20404,2,1,1,55,1,55,NA,4.4,NA,17
"611",15,746,37,20404,2,1,1,70,1,70,NA,5.8,NA,17
"612",16,746,37,20404,2,1,1,74,1,74,NA,6.9,NA,17
"613",17,746,37,20404,2,1,1,75,1,75,NA,6.9,NA,17
"614",18,743,37,20404,2,1,1,73,1,73,NA,7.5,NA,17
"615",19,375,41,20404,2,1,1,70,1,70,NA,6.1,NA,17
"616",20,743,37,20404,2,1,1,70,1,70,NA,6.1,NA,17
"617",21,743,37,20404,2,1,1,72,1,72,NA,6.2,NA,17
"618",22,746,37,20404,2,1,1,73,1,73,NA,6.1,NA,17
"619",23,746,37,20404,2,1,1,62,1,62,NA,5.9,NA,17
"620",24,746,37,20404,2,1,1,74,1,74,NA,6.7,NA,17
"621",25,746,37,20404,2,1,1,72,1,72,NA,5.9,NA,17
"622",26,746,37,20404,2,1,1,74,1,74,NA,6.4,NA,17
"623",27,746,37,20404,2,1,1,68,1,68,NA,5.5,NA,17
"624",28,746,37,20404,2,1,1,NA,NA,NA,NA,NA,NA,17
"625",29,746,37,20404,2,1,1,62,1,62,NA,5.3,NA,17
"626",30,746,37,20404,2,1,1,60,1,60,NA,5,NA,17
"627",31,746,37,20404,2,1,1,64,1,64,NA,5.5,NA,17
"628",32,746,37,20404,2,1,1,58,1,58,NA,5,NA,17
"629",33,746,37,20404,2,1,1,62,1,62,NA,5.2,NA,17
"630",34,746,37,20404,2,1,1,60,1,60,NA,5.2,NA,17
"631",1,746,37,20404,3,1,1,52,1,52,NA,12.5,NA,17
"632",2,972,41,20404,3,1,1,45,2,11,NA,7.5,NA,17
"633",3,12,6,20404,3,1,1,12,3,12,NA,1.6,NA,17
"634",4,544,36,20404,3,1,1,44,1,44,NA,5,NA,17
"635",1,746,37,20404,4,1,1,70,1,70,NA,12,NA,17
"636",2,743,37,20404,4,1,1,74,1,74,NA,10.7,NA,17
"637",3,743,37,20404,4,1,1,24,3,24,NA,2.6,NA,17
"638",4,746,37,20404,4,1,1,73,1,73,NA,8.4,NA,17
"639",5,746,37,20404,4,1,1,71,1,71,NA,9.6,NA,17
"640",6,746,37,20404,4,1,1,73,1,73,NA,8.1,NA,17
"641",7,746,37,20404,4,1,1,73,1,73,NA,8.3,NA,17
"642",8,746,37,20404,4,1,1,53,1,53,NA,5.6,NA,17
"643",9,743,37,20404,4,1,1,74,1,74,NA,7.5,NA,17
"644",10,746,37,20404,4,1,1,68,1,68,NA,6,NA,17
"645",11,746,37,20404,4,1,1,61,1,61,NA,5.7,NA,17
"646",12,12,6,20404,4,1,1,48,1,48,NA,5.6,NA,17
"647",13,746,37,20404,4,1,1,67,1,67,NA,6.6,NA,17
"648",14,746,37,20404,4,1,1,42,1,16,NA,5,NA,17
"649",15,746,37,20404,4,1,1,52,1,52,NA,5.1,NA,17
"650",16,746,37,20404,4,1,1,69,1,69,NA,6,NA,17
"651",17,746,37,20404,4,1,1,68,1,68,NA,5.8,NA,17
"652",18,316,32,20404,4,1,1,35,1,35,NA,5,NA,17
"653",13,746,37,20410,1,1,1,60,3,60,NA,10.3,NA,17
"654",14,746,37,20410,1,1,1,67,3,67,NA,8,NA,17
"655",15,746,37,20410,1,1,1,73,3,73,NA,9.5,NA,17
"656",16,746,37,20410,1,1,1,75,3,75,NA,10.1,NA,17
"657",17,746,37,20410,1,1,1,75,3,75,NA,8.8,NA,17
"658",18,746,37,20410,1,1,1,NA,NA,NA,NA,NA,NA,17
"659",19,746,37,20410,1,1,1,29,3,12,NA,5.3,NA,17
"660",20,746,37,20410,1,1,1,31,3,31,NA,3.8,NA,17
"661",21,746,37,20410,1,1,1,48,3,48,NA,6,NA,17
"662",22,746,37,20410,1,1,1,70,3,70,NA,6.3,NA,17
"663",23,746,37,20410,1,1,1,NA,NA,NA,NA,NA,NA,17
"664",24,746,37,20410,1,1,1,68,3,68,NA,8.5,NA,17
"665",25,746,37,20410,1,1,1,NA,NA,NA,NA,NA,NA,17
"666",26,746,37,20410,1,1,1,NA,NA,NA,NA,NA,NA,17
"667",27,746,37,20410,1,1,1,54,1,54,NA,7.7,NA,17
"668",2,316,32,20410,2,1,1,48,3,48,NA,9.3,NA,17
"669",3,741,37,20410,2,1,1,46,1,46,NA,7.6,NA,17
"670",4,316,32,20410,2,1,1,48,3,48,NA,6.7,NA,17
"671",5,543,36,20410,2,1,1,47,3,47,NA,8.6,NA,17
"672",6,741,37,20410,2,1,1,36,1,36,NA,5.3,NA,17
"673",10,316,32,20410,3,1,1,72,1,72,NA,15.8,NA,17
"674",11,746,37,20410,3,1,1,75,1,75,NA,13.7,NA,17
"675",12,316,32,20410,3,1,1,66,3,66,NA,10.6,NA,17
"676",13,316,32,20410,3,1,1,63,3,63,NA,10.3,NA,17
"677",14,746,37,20410,3,1,1,72,3,72,NA,13.4,NA,17
"678",15,746,37,20410,3,1,1,88,1,88,NA,14.2,NA,17
"679",16,316,32,20410,3,1,1,64,3,64,NA,8.4,NA,17
"680",17,746,37,20410,3,1,1,82,3,82,NA,12.4,NA,17
"681",18,316,32,20410,3,1,1,73,3,73,NA,12.7,NA,17
"682",19,316,32,20410,3,1,1,36,3,36,NA,5.6,NA,17
"683",2,823,25,20417,1,1,1,NA,NA,NA,NA,NA,NA,17
"684",6,833,26,20417,1,1,1,NA,NA,NA,NA,NA,NA,17
"685",7,12,6,20417,1,1,1,NA,NA,NA,NA,NA,NA,17
"686",8,746,37,20417,1,1,1,NA,NA,NA,NA,NA,NA,17
"687",9,746,37,20417,1,1,1,NA,NA,NA,NA,NA,NA,17
"688",11,746,37,20417,1,1,1,NA,NA,NA,NA,NA,NA,17
"689",12,318,31,20417,1,1,1,NA,NA,NA,NA,NA,NA,17
"690",15,823,25,20417,1,1,1,NA,NA,NA,NA,NA,NA,17
"691",16,12,6,20417,1,1,1,NA,NA,NA,NA,NA,NA,17
"692",17,316,32,20417,1,1,1,NA,NA,NA,NA,NA,NA,17
"693",1,823,25,20417,2,1,1,NA,NA,NA,NA,NA,NA,17
"694",3,823,25,20417,2,1,1,NA,NA,NA,NA,NA,NA,17
"695",4,823,25,20417,2,1,1,NA,NA,NA,NA,NA,NA,17
"696",6,823,25,20417,2,1,1,NA,NA,NA,NA,NA,NA,17
"697",7,746,37,20417,2,1,1,NA,NA,NA,NA,NA,NA,17
"698",8,12,6,20417,2,1,1,NA,NA,NA,NA,NA,NA,17
"699",9,746,37,20417,2,1,1,NA,NA,NA,NA,NA,NA,17
"700",10,746,37,20417,2,1,1,NA,NA,NA,NA,NA,NA,17
"701",11,375,41,20417,2,1,1,NA,NA,NA,NA,NA,NA,17
"702",12,823,25,20417,2,1,1,NA,NA,NA,NA,NA,NA,17
"703",13,823,25,20417,2,1,1,NA,NA,NA,NA,NA,NA,17
"704",15,12,6,20417,2,1,1,NA,NA,NA,NA,NA,NA,17
"705",16,746,37,20417,2,1,1,NA,NA,NA,NA,NA,NA,17
"706",17,12,6,20417,2,1,1,NA,NA,NA,NA,NA,NA,17
"707",1,701,43,20417,4,1,1,NA,NA,NA,NA,NA,NA,17
"708",2,746,37,20417,4,1,1,NA,NA,NA,NA,NA,NA,17
"709",3,746,37,20417,4,1,1,NA,NA,NA,NA,NA,NA,17
"710",4,746,37,20417,4,1,1,NA,NA,NA,NA,NA,NA,17
"711",5,12,6,20417,4,1,1,NA,NA,NA,NA,NA,NA,17
"712",6,12,6,20417,4,1,1,NA,NA,NA,NA,NA,NA,17
"713",7,316,32,20417,4,1,1,NA,NA,NA,NA,NA,NA,17
"714",8,316,32,20417,4,1,1,NA,NA,NA,NA,NA,NA,17
"715",10,12,6,20417,4,1,1,NA,NA,NA,NA,NA,NA,17
"716",11,318,31,20417,4,1,1,NA,NA,NA,NA,NA,NA,17
"717",12,951,38,20417,4,1,1,NA,NA,NA,NA,NA,NA,17
"718",10,375,41,20451,1,1,1,65,2,34,NA,10.6,NA,17
"719",17,316,32,20451,1,1,1,42,1,42,NA,4.9,NA,17
"720",18,316,32,20451,1,1,1,27,3,27,NA,2.7,NA,17
"721",21,743,37,20451,1,1,1,41,1,41,NA,4.2,NA,17
"722",22,743,37,20451,1,1,1,38,1,38,NA,3.3,NA,17
"723",24,316,32,20451,1,1,1,26,1,26,NA,2,NA,17
"724",25,316,32,20451,1,1,1,40,2,5,NA,5.2,NA,17
"725",26,833,26,20451,1,1,1,19,3,19,NA,1.5,NA,17
"726",27,743,37,20451,1,1,1,53,1,53,NA,6.3,NA,17
"727",28,833,26,20451,1,1,1,51,1,51,NA,6.1,NA,17
"728",29,743,37,20451,1,1,1,47,1,47,NA,5.5,NA,17
"729",30,316,32,20451,1,1,1,44,1,44,NA,5.2,NA,17
"730",11,833,26,20451,2,1,1,24,3,24,NA,2.9,NA,17
"731",12,356,43,20451,2,1,1,15,3,15,NA,1.2,NA,17
"732",1,833,26,20451,3,1,1,70,1,70,NA,15.5,NA,17
"733",2,833,26,20451,3,1,1,61,1,61,NA,9.5,NA,17
"734",3,833,26,20451,3,1,1,56,1,56,NA,8.2,NA,17
"735",4,833,26,20451,3,1,1,73,1,73,NA,9.8,NA,17
"736",5,833,26,20451,3,1,1,79,1,79,NA,16.1,NA,17
"737",6,833,26,20451,3,1,1,67,1,67,NA,9.3,NA,17
"738",7,833,26,20451,3,1,1,75,1,75,NA,13.8,NA,17
"739",8,375,41,20451,3,1,1,54,1,54,NA,7.3,NA,17
"740",11,318,31,20451,3,1,1,53,1,53,NA,5.6,NA,17
"741",12,318,31,20451,3,1,1,48,1,48,NA,5.1,NA,17
"742",5,746,37,20457,1,2,1,21,3,21,NA,2.1,NA,17
"743",6,746,37,20457,1,2,1,19,3,19,NA,1.7,NA,17
"744",7,746,37,20457,1,2,1,12,3,12,NA,1.3,NA,17
"745",8,746,37,20457,1,2,1,13,3,13,NA,1.2,NA,17
"746",10,746,37,20457,2,2,1,NA,NA,NA,NA,NA,NA,17
"747",11,746,37,20457,2,2,1,NA,NA,NA,NA,NA,NA,17
"748",12,762,41,20457,2,2,1,NA,NA,NA,NA,NA,NA,17
"749",13,762,41,20457,2,2,1,NA,NA,NA,NA,NA,NA,17
"750",14,762,41,20457,2,2,1,NA,NA,NA,NA,NA,NA,17
"751",15,375,41,20457,2,2,1,39,1,39,NA,5.2,NA,17
"752",16,316,32,20457,2,2,1,43,3,43,NA,5.7,NA,17
"753",17,375,41,20457,2,2,1,40,1,40,NA,5.5,NA,17
"754",18,12,6,20457,2,2,1,31,3,31,NA,5.2,NA,17
"755",19,375,41,20457,2,2,1,36,3,36,NA,5.3,NA,17
"756",1,95,6,20457,3,2,1,42,1,42,NA,11.1,NA,17
"757",4,746,37,20457,3,2,1,NA,NA,NA,NA,NA,NA,17
"758",5,316,32,20457,3,2,1,42,1,42,NA,7,NA,17
"759",6,316,32,20457,3,2,1,35,1,7,NA,8,NA,17
"760",7,94,6,20457,3,2,1,24,3,24,NA,3.3,NA,17
"761",8,316,32,20457,3,2,1,44,1,44,NA,5.5,NA,17
"762",9,12,6,20457,3,2,1,47,1,47,NA,5.6,NA,17
"763",1,95,6,20457,4,1,1,27,3,27,NA,4.9,NA,17
"764",2,95,6,20457,4,1,1,23,3,23,NA,3.6,NA,17
"765",3,71,9,20457,4,1,1,32,1,32,NA,5.2,NA,17
"766",4,71,9,20457,4,1,1,40,3,40,NA,7.4,NA,17
"767",5,95,6,20457,4,1,1,27,3,27,NA,5,NA,17
"768",2,746,37,20495,1,1,1,68,1,68,NA,8.4,NA,17
"769",3,94,6,20495,1,1,1,47,1,47,NA,9.4,NA,17
"770",4,94,6,20495,1,1,1,64,1,64,NA,14.6,NA,17
"771",5,746,37,20495,1,1,1,60,2,8,NA,11.4,NA,17
"772",6,12,6,20495,1,1,1,23,3,23,NA,2.8,NA,17
