Family,Genus,Species Name,Authority,*Taxonomic Notes,Country Distribution,Endemic,State Distribution,IUCN Red List Assessment,IUCN Red List Assessment Year,NatureServe Grank,NatureServe Grank Year,Federal Listing Status,Federal Listing Year,Ex-situ Collections
Pinaceae,Larix,Larix laricina,(Du Roi) K.Koch,,"Canada, United States",No,"AK, CT, IL, IN, MA, MD, ME, MI, MN, NH, NJ, NY, OH, PA, RI, VT, WI, WV",Least Concern,2013,G5,2016,Not listed,Not listed,140
Pinaceae,Larix,Larix lyallii,Parl.,,"Canada, United States",No,"ID, MT, WA",Least Concern,2013,G5,2016,Not listed,Not listed,9
Pinaceae,Larix,Larix occidentalis,Nutt.,,"Canada, United States",No,"ID, MT, OR, UT, WA, WY",Least Concern,2013,G5,2016,Not listed,Not listed,63
Simaroubaceae,Leitneria,Leitneria floridana,Chapman,,United States,Yes,"FL, GA",Near Threatened,2022,G3,2018,Not listed,Not listed,31
Simaroubaceae,Leitneria,Leitneria pilosa,J.A.Schrad. & W.R.Graves,,United States,Yes,"AR, MO, TX",Endangered,2022,G2,2020,Not listed,Not listed,Not on PlantSearch
Asteraceae,Lepidospartum,Lepidospartum squamatum,(A.Gray) A.Gray,,"Mexico, United States",No,"AZ, CA",Least Concern,2019,G4,1988,Not listed,Not listed,6
Fabaceae,Leucaena,Leucaena pulverulenta,(Schltdl.) Benth.,,"United States, Mexico",No,TX,Least Concern,2018,G5,1992,Not listed,Not listed,9
Fabaceae,Leucaena,Leucaena retusa,Benth.,,"Mexico, United States",No,"NM, TX",Least Concern,2020,G4,1992,Not listed,Not listed,14
Arecaceae,Leucothrinax,Leucothrinax morrisii,(H.Wendl.) C.Lewis & Zona,,"Puerto Rico, United States, Turks and Caicos Islands, Cuba, Bahamas, Virgin Islands, British, Haiti",No,FL,Least Concern,2021,G4,1988,Not listed,Not listed,12
Lauraceae,Licaria,Licaria triandra,(Sw.) Kosterm.,,"Haiti, Virgin Islands, U.S., Venezuela, Bolivarian Republic of, United States, Saint Bathélemy, Puerto Rico, Peru, Panama, Nicaragua, Mexico, Martinique, Honduras, Guatemala, Ecuador, Dominican Republic, Cuba, Costa Rica, Colombia, Bolivia, Plurinational State of, Jamaica",No,FL,Least Concern,2020,G4,1991,Not listed,Not listed,7
Lauraceae,Lindera,Lindera benzoin,(L.) Blume,,"Canada, United States",No,"AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WV",Least Concern,2018,G5,2015,Not listed,Not listed,196
Hamamelidaceae,Liquidambar,Liquidambar styraciflua,L.,,"Guatemala, Honduras, Mexico, Nicaragua, United States, Belize",No,"AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV",Least Concern,2018,G5,1983,Not listed,Not listed,282
Magnoliaceae,Liriodendron,Liriodendron tulipifera,L.,,"Canada, United States",No,"AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, NC, NJ, NY, OH, PA, RI, SC, TN, TX, VA, VT, VT, WI, WV",Least Concern,2014,G5,2015,Not listed,Not listed,289
Ericaceae,Lyonia,Lyonia ferruginea,(Walter) Nutt.,,United States,Yes,"FL, GA, SC",Least Concern,2020,G5,1988,Not listed,Not listed,11
Rosaceae,Lyonothamnus,Lyonothamnus floribundus,A.Gray,,United States,Yes,CA,Endangered,2022,G3,2017,Not listed,Not listed,11
Fabaceae,Lysiloma,Lysiloma latisiliquum,(L.) Benth.,,"Belize, United States, Cuba, Bahamas, Mexico",No,FL,Least Concern,2019,G5,1993,Not listed,Not listed,10
Fabaceae,Lysiloma,Lysiloma watsonii,Rose,,"Mexico, United States",No,AZ,Least Concern,2019,G4,1997,Not listed,Not listed,14
Moraceae,Maclura,Maclura pomifera,(Raf.) C.K.Schneid.,,United States,Yes,"AL, AR, CA, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NE, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, UT, VA, WA, WI, WV",Least Concern,2018,G5,2015,Not listed,Not listed,183
Magnoliaceae,Magnolia,Magnolia acuminata,(L.) L.,,"Canada, United States",No,"AL, AR, CT, FL, GA, IL, IN, KY, LA, MA, MD, ME, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, VA, WV",Least Concern,2014,G5,2016,Not listed,Not listed,173
Magnoliaceae,Magnolia,Magnolia fraseri,Walter,,United States,Yes,"AL, GA, KY, NC, NY, PA, SC, TN, VA, WV",Least Concern,2014,G5,1984,Not listed,Not listed,60
Magnoliaceae,Magnolia,Magnolia grandiflora,L.,,United States,Yes,"AL, AR, FL, GA, LA, MD, MS, NC, SC, TN, TX, VA",Least Concern,2014,G5,1988,Not listed,Not listed,234
Magnoliaceae,Magnolia,Magnolia macrophylla,Michx.,,United States,Yes,"AL, AR, DC, FL, GA, KY, LA, MD, MS, NC, OH, SC, TN, VA, WV",Least Concern,2014,G5,1985,Not listed,Not listed,138
Magnoliaceae,Magnolia,Magnolia tripetala,(L.) L.,,United States,Yes,"AL, AR, CT, DC, DE, FL, GA, IN, KY, MA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, VA, WV",Least Concern,2014,G5,1991,Not listed,Not listed,167
Magnoliaceae,Magnolia,Magnolia virginiana,L.,,United States,Yes,"AL, AR, DC, DE, FL, GA, LA, MA, MD, MS, NC, NJ, NY, PA, SC, TN, TX, VA",Least Concern,2014,G5,1983,Not listed,Not listed,170
Anacardiaceae,Malosma,Malosma laurina,(Nutt.) Abrams,,"Mexico, United States",No,CA,Least Concern (ESTIMATED),ESTIMATED ASSESSMENT,G4,1990,Not listed,Not listed,26
Malpighiaceae,Malpighia,Malpighia glabra,L.,,"Jamaica, Virgin Islands, U.S., Virgin Islands, British, Venezuela, Bolivarian Republic of, United States, Puerto Rico, Panama, Mexico, Honduras, Haiti, Colombia, Aruba, Nicaragua, Bonaire, Sint Eustatius and Saba, Guatemala, Costa Rica, Cuba, Curaçao, Dominican Republic, Ecuador, El Salvador, Belize",No,TX,Least Concern,2020,G5,1993,Not listed,Not listed,74
Rosaceae,Malus,Malus angustifolia,(Aiton) Michx.,,United States,Yes,"AL, AR, DC, DE, FL, GA, IL, KY, LA, MD, MO, MS, NC, NJ, OH, PA, SC, TN, TX, VA, WV",Least Concern,2020,G5,1984,Not listed,Not listed,24
Rosaceae,Malus,Malus coronaria,(L.) Mill.,,"Canada, United States",No,"AL, AR, DC, DE, GA, IL, IN, KS, KY, LA, MD, MI, MO, NC, NJ, NY, OH, PA, SC, TN, VA, WI, WV",Least Concern,2020,G5,2016,Not listed,Not listed,58
Rosaceae,Malus,Malus fusca,(Raf.) C.K.Schneid.,,"Canada, United States",No,"AK, CA, OR, WA",Least Concern,2016,G5,2016,Not listed,Not listed,62
Rosaceae,Malus,Malus ioensis,(Alph.Wood) Britton,,United States,Yes,"AR, IA, IL, IN, KS, KY, LA, MI(SX), MN, MO, NE, NJ, OH, OK, SD, TX, WI, WV",Least Concern,2020,G4,1997,Not listed,Not listed,46
Sapotaceae,Manilkara,Manilkara jaimiqui,(C.Wright ex Griseb.) Dubard,,"Turks and Caicos Islands, Dominican Republic, United States, Bahamas, Cuba, Puerto Rico, Haiti",No,FL,Least Concern,2020,G4,1992,Not listed,Not listed,1
Fabaceae,Mariosousa,Mariosousa millefolia,(S.Watson) Seigler & Ebinger,,"Mexico, United States",No,"AZ, NM",Least Concern,2022,G3,1990,Not listed,Not listed,3
Celastraceae,Maytenus,Maytenus phyllanthoides,Benth.,,"Bahamas, Cuba, Mexico, United States",No,"FL, TX",Least Concern,2020,G4,1988,Not listed,Not listed,6
Rosaceae,Mespilus,Mespilus canescens,J.B.Phipps,,United States,Yes,AR,Critically Endangered (ESTIMATED),ESTIMATED ASSESSMENT,G1,2019,Not listed,Not listed,7
Anacardiaceae,Metopium,Metopium toxiferum,(L.) Krug & Urb.,,"Dominican Republic, United States, Turks and Caicos Islands, Haiti, Cuba, Cayman Islands, Bahamas, Puerto Rico, Dominica",No,FL,Least Concern,2020,G4,1994,Not listed,Not listed,4
Fabaceae,Mimosa,Mimosa aculeaticarpa,Ortega,,"Mexico, United States",No,"AZ, NM, TX",Least Concern,2019,G5,1994,Not listed,Not listed,18
Myricaceae,Morella,Morella californica,(Cham.) Wilbur,,"United States, Canada",No,"CA, OR, WA",Least Concern,2020,G5,1990,Not listed,Not listed,20
Myricaceae,Morella,Morella caroliniensis,(Mill.) Small,,United States,Yes,"AL, AR, DE, FL, GA, LA, MD, MS, NC, NJ, PA, SC, TX, VA",Least Concern (ESTIMATED),ESTIMATED ASSESSMENT,G5,1985,Not listed,Not listed,12
Myricaceae,Morella,Morella cerifera,(L.) Small,,"Nicaragua, Panama, United States, Mexico, Jamaica, Honduras, Haiti, Guatemala, Dominican Republic, Cuba, Costa Rica, Colombia, Cayman Islands, Belize, Bahamas, Puerto Rico, El Salvador",No,"AL, AR, DE, FL, GA, LA, MD, MS, NC, NJ, OK, SC, TX, VA, WV",Least Concern,2020,G5,1983,Not listed,Not listed,34
Myricaceae,Morella,Morella inodora,(W.Bartram) Small,,United States,Yes,"AL, FL, GA, LA, MS",Not Evaluated,ESTIMATED ASSESSMENT,G4,1988,Not listed,Not listed,3
Myricaceae,Morella,Morella pensylvanica,(Mirb.) Kartesz,,"United States, Canada, Saint Pierre and Miquelon",No,"CT, DC, DE, MA, MD, ME, MI, NC, NH, NJ, NY, OH, PA, RI, VA",Least Concern,2018,G5,2015,Not listed,Not listed,36
Moraceae,Morus,Morus microphylla,Buckley,,"Mexico, United States",No,"AZ, NM, OK, TX",Least Concern,2020,G5,1991,Not listed,Not listed,7
Moraceae,Morus,Morus rubra,L.,,"Canada, United States",No,"AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NE, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV",Least Concern,2018,G5,2015,Not listed,Not listed,96
Myrtaceae,Mosiera,Mosiera longipes,(O.Berg) Small,,"Bahamas, United States, Turks and Caicos Islands, Curaçao, Haiti",No,FL,Near Threatened,2022,G3,2020,Not listed,Not listed,3
Myrtaceae,Myrcia,Myrcia neopallens,A.R.Lourenço & E.Lucas,,"Guatemala, Virgin Islands, U.S., United States, Turks and Caicos Islands, Puerto Rico, Panama, Nicaragua, Mexico, Jamaica, Honduras, Guadeloupe, Dominican Republic, Cuba, Costa Rica, Cayman Islands, Bonaire, Sint Eustatius and Saba, Belize, Bahamas, Haiti",No,FL,Not Evaluated,ESTIMATED ASSESSMENT,G4,1993,Not listed,Not listed,Not on PlantSearch
Myrtaceae,Myrcia,Myrcia zuzygium,(L.) A.R.Lourenço & E.Lucas,,"Bahamas, Cayman Islands, Cuba, Dominican Republic, Haiti, Honduras, Jamaica, Puerto Rico, United States",No,FL,Least Concern,2021,G4,2003,Not listed,Not listed,1
Myrtaceae,Myrcianthes,Myrcianthes fragrans,(Sw.) McVaugh,,"Saint Lucia, Mexico, Virgin Islands, U.S., Nicaragua, Panama, Peru, Puerto Rico, Saint Kitts and Nevis, Saint Martin, Turks and Caicos Islands, United States, Venezuela, Bolivarian Republic of, Virgin Islands, British, Jamaica, Saint Bathélemy, Cayman Islands, Montserrat, Honduras, Antigua and Barbuda, Bahamas, Bonaire, Sint Eustatius and Saba, Colombia, Costa Rica, Guadeloupe, Dominican Republic, Ecuador, Haiti, El Salvador, Grenada, Cuba, Guatemala, Belize",No,FL,Least Concern,2019,G4,1985,Not listed,Not listed,22
Primulaceae,Myrsine,Myrsine cubana,A.DC.,,"Nicaragua, Panama, Puerto Rico, United States, Mexico, Cuba, Turks and Caicos Islands, Dominican Republic, Costa Rica, Belize, Bahamas, Honduras, Guatemala",No,FL,Least Concern,2019,G5,1994,Not listed,Not listed,6
Fagaceae,Notholithocarpus,Notholithocarpus densiflorus,"(Hook. & Arn.) Manos, Cannon & S.H.Oh",,United States,Yes,"CA, OR",Least Concern,2018,G4,2000,Not listed,Not listed,15
Nyssaceae,Nyssa,Nyssa aquatica,L.,,United States,Yes,"AL, AR, DC, FL, GA, IL, KY, LA, MO, MS, NC, SC, TN, TX, VA",Least Concern,2018,G5,1984,Not listed,Not listed,63
Nyssaceae,Nyssa,Nyssa biflora,Walter,,United States,Yes,"AL, AR, DE, FL, GA, IL, LA, MD, MO, MS, NC, NJ, SC, TN, TX, VA",Least Concern,2020,G5,1989,Not listed,Not listed,14
Nyssaceae,Nyssa,Nyssa ogeche,W.Bartram ex Marshall,,United States,Yes,"FL, GA, SC",Least Concern,2018,G4,1988,Not listed,Not listed,25
Nyssaceae,Nyssa,Nyssa sylvatica,Marshall,,"Mexico, United States, Canada",No,"AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV",Least Concern,2018,G5,2016,Not listed,Not listed,218
Nyssaceae,Nyssa,Nyssa ursina,Small,,United States,Yes,FL,Not Evaluated,,G3,2018,Not listed,Not listed,5
Rosaceae,Oemleria,Oemleria cerasiformis,(Torr. & A.Gray ex Hook. & Arn.) J.W.Landon,,"Canada, United States",No,"CA, OR, WA",Least Concern,2020,G5,2016,Not listed,Not listed,84
Fabaceae,Olneya,Olneya tesota,A.Gray,,"Mexico, United States",No,"AZ, CA",Near Threatened,2018,G4,2020,Not listed,Not listed,32
Cactaceae,Opuntia,Opuntia oricola,Philbrick,,"Mexico, United States",No,CA,Least Concern,2017,G3,2002,Not listed,Not listed,13
Betulaceae,Ostrya,Ostrya chisosensis,Correll,,United States,Yes,TX,Critically Endangered,2014,G2,1998,Not listed,Not listed,1
Betulaceae,Ostrya,Ostrya knowltonii,Sarg.,,United States,Yes,"AZ, NM, TX, UT",Least Concern,2014,G4,2018,Not listed,Not listed,5
Betulaceae,Ostrya,Ostrya virginiana,(Mill.) K.Koch,,"Honduras, United States, Mexico, El Salvador, Canada, Guatemala",No,"AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY",Least Concern,2014,G5,2015,Not listed,Not listed,180
Ericaceae,Oxydendrum,Oxydendrum arboreum,(L.) DC.,,United States,Yes,"AL, AR, FL, GA, IL, IN, KY, LA, MD, MS, NC, NY, OH, PA, RI, SC, TN, TX, VA, WV",Least Concern,2018,G5,1983,Not listed,Not listed,143
Fabaceae,Parkinsonia,Parkinsonia florida,S.Watson,,"Mexico, United States",No,"AZ, CA, NV",Least Concern,2020,G5,1990,Not listed,Not listed,27
Fabaceae,Parkinsonia,Parkinsonia microphylla,Torr.,,"United States, Mexico",No,"AZ, CA",Least Concern,2022,G5,1990,Not listed,Not listed,16
Fabaceae,Parkinsonia,Parkinsonia texana,(A. Gray) S.Watson,,"Mexico, United States",No,TX,Least Concern ,2022,G4,2020,Not listed,Not listed,5
Malvaceae,Pavonia,Pavonia spinifex,(L.) Cav.,,"Virgin Islands, British, Puerto Rico, Saint Bathélemy, Saint Kitts and Nevis, Saint Lucia, Saint Martin, Saint Vincent and the Grenadines, Virgin Islands, U.S., United States, Peru, Cuba, Trinidad and Tobago, Montserrat, Martinique, Jamaica, Haiti, Guadeloupe, Grenada, Dominica, Bonaire, Sint Eustatius and Saba, Barbados, Bahamas, Antigua and Barbuda, Dominican Republic",No,FL,Least Concern,2019,G4,1983,Not listed,Not listed,39
Lauraceae,Persea,Persea borbonia,(L.) Spreng.,,"United States, Bahamas",No,"AL, AR, FL, GA, LA, MS, NC, SC, TX",Endangered,2021,G5,2008,Not listed,Not listed,40
Lauraceae,Persea,Persea humilis,Nash,,United States,Yes,FL,Near Threatened,2021,G3,1988,Not listed,Not listed,3
Lauraceae,Persea,Persea palustris,(Raf.) Sarg.,,United States,Yes,"AL, DE, FL, GA, LA, MD, MS, NC, SC, TX, VA",Vulnerable,2021,G5,1996,Not listed,Not listed,22
Asteraceae,Peucephyllum,Peucephyllum schottii,A.Gray,,"Mexico, United States",No,"AZ, CA, NV, UT",Least Concern,2019,G5,1990,Not listed,Not listed,8
Achatocarpaceae,Phaulothamnus,Phaulothamnus spinescens,A.Gray,,"Mexico, United States",No,TX,Data Deficient (ESTIMATED),ESTIMATED ASSESSMENT,GNR,2002,Not listed,Not listed,2
Pinaceae,Picea,Picea breweriana,S.Watson,,United States,Yes,"CA, OR",Vulnerable,2013,G4,1999,Not listed,Not listed,92
Pinaceae,Picea,Picea engelmannii,Parry ex Engelm.,,"Canada, Mexico, United States",No,"AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY",Least Concern,2013,G5,2016,Not listed,Not listed,106
Pinaceae,Picea,Picea glauca,(Moench) Voss,,"Canada, United States",No,"AK, CT, ID, IN, MA, MD, ME, MI, MN, MT, NH, NY, PA, RI, SD, VT, WA, WI, WY",Least Concern,2013,G5,2018,Not listed,Not listed,168
Pinaceae,Picea,Picea mariana,"(Mill.) Britton, Sterns & Poggenb.",,"Canada, United States",No,"AK, CT, IL, MA, ME, MI, MN, NH, NJ, NY, PA, RI, VT, WI",Least Concern,2013,G5,2016,Not listed,Not listed,120
Pinaceae,Picea,Picea pungens,Engelm.,,United States,Yes,"AZ, CO, ID, MA, MD, ME, NM, NY, PA, UT, WY",Least Concern,2013,G5,2011,Not listed,Not listed,195
Pinaceae,Picea,Picea rubens,Sarg.,,"Canada, United States",No,"CT, DE, MA, MD, ME, NC, NH, NJ, NY, PA, TN, VA, VT, WV",Least Concern,2013,G5,2016,Not listed,Not listed,103
Pinaceae,Picea,Picea sitchensis,(Bong.) Carrière,,"Canada, United States",No,"AK, CA, OR, WA",Least Concern,2013,G5,2016,Not listed,Not listed,126
Simaroubaceae,Picramnia,Picramnia pentandra,Sw.,,"Puerto Rico, Virgin Islands, British, Bahamas, Venezuela, Bolivarian Republic of, Virgin Islands, U.S., United States, Turks and Caicos Islands, Trinidad and Tobago, Saint Martin, Saint Lucia, Saint Bathélemy, Montserrat, Martinique, Jamaica, Honduras, Haiti, Guadeloupe, Dominican Republic, Cuba, Antigua and Barbuda, Dominica",No,FL,Least Concern,2019,G4,1995,Not listed,Not listed,13
Cactaceae,Pilosocereus,Pilosocereus polygonus,(Lam.) Byles & G.D.Rowley,,"Haiti, United States, Cuba, Bahamas, Dominican Republic",No,FL,Least Concern,2017,GNR,,Not listed,Not listed,10
Rubiaceae,Pinckneya,Pinckneya bracteata,(W.Batram) Raf.,,United States,Yes,"FL, GA, SC",Least Concern,2020,G4,2005,Not listed,Not listed,13
Pinaceae,Pinus,Pinus albicaulis,Engelm.,,"Canada, United States",No,"CA, ID, MT, NV, OR, WA, WY",Endangered,2013,G3,2020,Not listed,Not listed,26
Pinaceae,Pinus,Pinus aristata,Engelm.,,United States,Yes,"AZ, CO, NM",Least Concern,2013,G3,1999,Not listed,Not listed,100
Pinaceae,Pinus,Pinus arizonica,Engelm.,,"Mexico, United States",No,"AZ, NM, TX",Least Concern,2013,G4,1994,Not listed,Not listed,8
Pinaceae,Pinus,Pinus attenuata,Lemmon,,"Mexico, United States",No,"CA, OR",Least Concern,2013,G5,2001,Not listed,Not listed,42
Pinaceae,Pinus,Pinus balfouriana,Balf.,,United States,Yes,CA,Near Threatened,2013,G4,1999,Not listed,Not listed,13
Pinaceae,Pinus,Pinus banksiana,Lamb.,,"Canada, United States",No,"AK, IL, IN, MA, ME, MI, MN, ND, NH, NY, PA, VT, VT, WI, WV",Least Concern,2013,G5,2016,Not listed,Not listed,144
Pinaceae,Pinus,Pinus cembroides,Zucc.,,"Mexico, United States",No,"NM, TX",Least Concern,2013,G4,1994,Not listed,Not listed,45
Pinaceae,Pinus,Pinus clausa,(Chapman ex Engelm.) Sarg.,,United States,Yes,"AL, FL, GA, MS, NC",Least Concern,2013,G4,1996,Not listed,Not listed,10
Pinaceae,Pinus,Pinus contorta,Douglas ex Loudon,,"Canada, Mexico, United States",No,"AK, CA, CO, ID, MT, NE, NV, OR, SD, UT, WA, WY",Least Concern,2013,G5,2016,Not listed,Not listed,88
Pinaceae,Pinus,Pinus coulteri,D.Don,,"United States, Mexico",No,CA,Near Threatened,2013,G4,1990,Not listed,Not listed,82
Pinaceae,Pinus,Pinus echinata,Mill.,,United States,Yes,"AL, AR, DC, DE, FL, GA, IL, KY, LA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV",Least Concern,2013,G5,1984,Not listed,Not listed,59
Pinaceae,Pinus,Pinus edulis,Engelm.,,United States,Yes,"AZ, CA, CO, NM, NV, OK, TX, UT, WY",Least Concern,2013,G5,2002,Not listed,Not listed,59
Pinaceae,Pinus,Pinus elliottii,Engelm.,,United States,Yes,"AL, FL, GA, LA, MS, NC, SC, TX",Least Concern,2013,G5,1991,Not listed,Not listed,38
Pinaceae,Pinus,Pinus engelmannii,Carrière,,"Mexico, United States",No,"AZ, NM",Least Concern,2013,G4,1990,Not listed,Not listed,32
Pinaceae,Pinus,Pinus flexilis,E.James,,"Canada, Mexico, United States",No,"AZ, CA, CO, ID, MT, ND, NE, NM, NV, OR, SD, UT, WY",Least Concern,2013,G4,2011,Not listed,Not listed,109
Pinaceae,Pinus,Pinus glabra,Walter,,United States,Yes,"AL, DC, FL, GA, LA, MS, SC",Least Concern,2013,G5,2002,Not listed,Not listed,36
Pinaceae,Pinus,Pinus jeffreyi,Balf.,,"Mexico, United States",No,"CA, NV, OR",Least Concern,2013,G5,1995,Not listed,Not listed,115
Pinaceae,Pinus,Pinus lambertiana,Douglas,,"United States, Mexico",No,"CA, NV, OR",Least Concern,2013,G5,2001,Not listed,Not listed,39
Pinaceae,Pinus,Pinus leiophylla,Schiede ex Schltdl. & Cham.,,"Mexico, United States",No,"AZ, NM",Least Concern,2013,G5,1991,Not listed,Not listed,13
Pinaceae,Pinus,Pinus longaeva,D.K.Bailey,,United States,Yes,"CA, NV, UT",Least Concern,2011,G4,1997,Not listed,Not listed,26
Pinaceae,Pinus,Pinus monophylla,Torr. & Frém.,,"Mexico, United States",No,"AZ, CA, ID, NV, UT",Least Concern,2013,G5,1997,Not listed,Not listed,45
Pinaceae,Pinus,Pinus monticola,Douglas ex D.Don,,"Canada, United States",No,"CA, ID, MT, NV, OR, UT, WA",Near Threatened,2013,G4,2011,Not listed,Not listed,85
Pinaceae,Pinus,Pinus muricata,D.Don,,"Mexico, United States",No,CA,Vulnerable,2013,G5,2001,Not listed,Not listed,54
Pinaceae,Pinus,Pinus palustris,Mill.,,United States,Yes,"AL, AR, FL, GA, LA, MS, NC, SC, TX, VA",Endangered,2013,G5,2020,Not listed,Not listed,66
Pinaceae,Pinus,Pinus ponderosa,Douglas ex C.Lawson,,"Canada, Mexico, United States",No,"AZ, CA, CO, ID, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WY",Least Concern,2013,G5,2016,Not listed,Not listed,180
Pinaceae,Pinus,Pinus pungens,Lamb.,,United States,Yes,"DC, GA, IL, MD, NC, NJ(.1), PA, SC, TN, VA, WV",Least Concern,2013,G4,1985,Not listed,Not listed,51
Pinaceae,Pinus,Pinus quadrifolia,Parl. ex Sudw.,,"Mexico, United States",No,CA,Least Concern,2013,G4,1999,Not listed,Not listed,16
Pinaceae,Pinus,Pinus radiata,D.Don,,"United States, Mexico",No,CA,Endangered,2013,G1,2020,Not listed,Not listed,82
Pinaceae,Pinus,Pinus remota,"        
(Little) D.K.Bailey & Hawksw.",,Mexico; United States,No,TX,Least Concern,2013,G4,1994,Not listed,Not listed,6
Pinaceae,Pinus,Pinus resinosa,Aiton,,"Canada, United States",No,"CT, IL, IN, MA, MD, ME, MI, MN, NC, NH, NJ(.1), NY, PA, RI, VT, WI, WV",Least Concern,2013,G5,2016,Not listed,Not listed,114
Pinaceae,Pinus,Pinus rigida,Mill.,,"Canada, United States",No,"CT, DC, DE, GA, IL, IN, KY, MA, MD, ME, MN, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WV",Least Concern,2013,G5,2016,Not listed,Not listed,117
Pinaceae,Pinus,Pinus sabiniana,Douglas ex D.Don,,United States,Yes,"CA, OR",Least Concern,2013,G4,1988,Not listed,Not listed,54
Pinaceae,Pinus,Pinus serotina,Michx.,,United States,Yes,"AL, DE, FL, GA, MD, NC, NJ, SC, VA",Least Concern,2013,G5,1998,Not listed,Not listed,23
Pinaceae,Pinus,Pinus strobiformis,Engelm.,,"Mexico, United States",No,"AZ, CO, NM, TX",Least Concern,2013,G5,1990,Not listed,Not listed,69
Pinaceae,Pinus,Pinus strobus,L.,,"Guatemala, Mexico, Canada, United States",No,"AR, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV",Least Concern,2013,G5,2016,Not listed,Not listed,240
Pinaceae,Pinus,Pinus taeda,L.,,United States,Yes,"AL, AR, DC, DE, FL, GA, IL, KY, LA, MD, MS, NC, NJ, OK, SC, TN, TX, VA",Least Concern,2013,G5,1983,Not listed,Not listed,95
Pinaceae,Pinus,Pinus torreyana,Parry ex Carrière,,United States,Yes,CA,Critically Endangered,2013,G1,2018,Not listed,Not listed,39
Pinaceae,Pinus,Pinus virginiana,Mill.,,United States,Yes,"AL, DC, DE, GA, IN, KY, MD, MO, MS, NC, NJ, NY, OH, PA, SC, TN, VA, WV",Least Concern,2013,G5,2016,Not listed,Not listed,83
Piperaceae,Piper,Piper aduncum,L.,,"Suriname, Jamaica, Martinique, Mexico, Nicaragua, Panama, Paraguay, Peru, Puerto Rico, Venezuela, Bolivarian Republic of, Bolivia, Plurinational State of, Trinidad and Tobago, United States, Uruguay, Honduras, Saint Vincent and the Grenadines, Costa Rica, Haiti, Colombia, Argentina, Barbados, Brazil, Dominica, Dominican Republic, Ecuador, El Salvador, French Guiana, Grenada, Guadeloupe, Guatemala, Guyana, Belize",No,FL,Least Concern,2019,G5,1993,Not listed,Not listed,14
Fabaceae,Piscidia,Piscidia piscipula,(L.) Sarg.,,"Venezuela, Bolivarian Republic of, Jamaica, Virgin Islands, U.S., United States, Trinidad and Tobago, Panama, Mexico, Guatemala, Dominican Republic, Cuba, Cayman Islands, Belize, Bahamas, Haiti",No,"FL, HI",Least Concern,2020,G5,1993,Not listed,Not listed,16
Nyctaginaceae,Pisonia,Pisonia aculeata,L.,,"Montserrat, Philippines, Peru, Paraguay, Papua New Guinea, Panama, Nicaragua, New Caledonia, Puerto Rico, Mozambique, South Africa, Mexico, Malaysia, Myanmar, Saint Kitts and Nevis, Saint Martin, Lao People's Democratic Republic, Saudi Arabia, Sri Lanka, Taiwan, Province of China, Tanzania, United Republic of, Timor-Leste, Tonga, United States, Venezuela, Bolivarian Republic of, Virgin Islands, British, Yemen, Madagascar, Saint Vincent and the Grenadines, Bonaire, Sint Eustatius and Saba, Cuba, Costa Rica, Colombia, China, Cayman Islands, Dominica, Brazil, Australia, Bolivia, Plurinational State of, Belize, Barbados, Bahamas, Argentina, Kenya, Cambodia, Honduras, Antigua and Barbuda, Jamaica, Indonesia, Dominican Republic, India, Haiti, Guatemala, Guadeloupe, Grenada, Fiji, Ethiopia, El Salvador, Ecuador, Martinique",No,"FL, TX",Least Concern,2020,G5,1995,Not listed,Not listed,14
